gene_name	gene_id	log2FoldChange	pvalue	padj
KLHL24	ENSG00000114796	2.264629	5.378464e-92	8.437196e-88
EVI2A	ENSG00000126860	2.42385	1.456308e-90	1.142255e-86
SLC14A1	ENSG00000141469	2.342814	2.869735e-64	1.500584e-60
ZNF704	ENSG00000164684	2.101372	1.568842e-55	4.922084e-52
RAB37	ENSG00000172794	1.463276	2.017848e-53	5.275664e-50
CALCOCO1	ENSG00000012822	1.565706	5.33688e-52	1.195995e-48
MYO15B	ENSG00000266714	2.770837	6.549523e-51	1.28428e-47
MFGE8	ENSG00000140545	1.336603	1.560003e-49	2.719085e-46
ABTB1	ENSG00000114626	1.976877	8.784786e-49	1.378069e-45
C17orf103	ENSG00000154035	3.388228	1.020862e-47	1.455842e-44
SUN2	ENSG00000100242	1.23483	1.225879e-47	1.602531e-44
ZMAT1	ENSG00000166432	1.546909	9.861782e-44	1.031345e-40
CREBRF	ENSG00000164463	2.02263	1.835835e-43	1.799921e-40
S1PR1	ENSG00000170989	1.325595	7.732881e-43	7.135629e-40
PBXIP1	ENSG00000163346	1.531381	2.973542e-42	2.591441e-39
YPEL1	ENSG00000100027	1.434782	2.484127e-41	1.948425e-38
CREB3L4	ENSG00000143578	1.672523	1.590784e-38	9.981852e-36
WDTC1	ENSG00000142784	1.148166	1.915848e-38	1.155919e-35
TFPI	ENSG00000003436	1.399534	3.147147e-38	1.763189e-35
MME	ENSG00000196549	1.101894	3.277448e-37	1.606667e-34
C6orf48	ENSG00000204387	1.127968	1.082494e-36	5.145782e-34
CASC15	ENSG00000272168	1.14337	2.298933e-35	1.00176e-32
BTG2	ENSG00000159388	1.68747	2.287501e-34	8.752203e-32
YPEL5	ENSG00000119801	1.674125	1.67746e-31	5.370268e-29
EVI2B	ENSG00000185862	1.667302	2.619208e-31	8.217502e-29
CELF5	ENSG00000161082	2.005801	6.141541e-31	1.81778e-28
DNAH1	ENSG00000114841	1.338662	1.179198e-30	3.363287e-28
SYNE1	ENSG00000131018	1.306649	3.181318e-30	8.911668e-28
PIK3CD	ENSG00000171608	1.013948	4.302086e-30	1.183979e-27
TPM2	ENSG00000198467	1.380431	6.03421e-30	1.604384e-27
ABLIM1	ENSG00000099204	1.452852	1.566204e-28	3.613094e-26
SEC31B	ENSG00000075826	1.151064	3.025583e-28	6.32831e-26
SH2D3C	ENSG00000095370	1.15399	5.881618e-28	1.182884e-25
CCNG2	ENSG00000138764	1.275682	1.24488e-27	2.410918e-25
IL16	ENSG00000172349	1.661763	3.560946e-27	6.730188e-25
LINC00649	ENSG00000237945	1.170144	2.106433e-26	3.754957e-24
ING4	ENSG00000111653	1.168221	6.655799e-26	1.099047e-23
RP4-717I23.3	ENSG00000223745	1.424088	1.113934e-25	1.801473e-23
