gene_name	gene_id	log2FoldChange	pvalue	padj
BIRC3	ENSG00000023445	2.501141	0	0
TRAF1	ENSG00000056558	3.570942	0	0
KLF6	ENSG00000067082	1.665455	0	0
NFKB2	ENSG00000077150	1.704752	0	0
PPP1R15A	ENSG00000087074	1.573062	0	0
ICAM1	ENSG00000090339	2.478266	0	0
NFKBIA	ENSG00000100906	1.749345	0	0
MAP3K8	ENSG00000107968	2.452353	0	0
CCL2	ENSG00000108691	4.529451	0	0
GBP1	ENSG00000117228	2.126971	0	0
TNFAIP3	ENSG00000118503	3.449537	0	0
PLAU	ENSG00000122861	2.805774	0	0
G0S2	ENSG00000123689	4.007858	0	0
IRAK2	ENSG00000134070	3.543439	0	0
IL6	ENSG00000136244	6.897867	0	0
TNIP1	ENSG00000145901	1.456367	0	0
IFNGR2	ENSG00000159128	1.662616	0	0
VCAM1	ENSG00000162692	1.913775	0	0
NUAK2	ENSG00000163545	2.69649	0	0
CXCL1	ENSG00000163739	5.479943	0	0
IL8	ENSG00000169429	8.005063	0	0
MSC	ENSG00000178860	2.612282	0	0
MAFF	ENSG00000185022	3.778242	0	0
IER3	ENSG00000137331	2.55104	1.363865e-301	9.880711e-299
C1QTNF1	ENSG00000173918	2.308254	1.900186e-293	1.284843e-290
RFTN1	ENSG00000131378	1.815885	7.482475e-271	4.896194e-268
GPR176	ENSG00000166073	1.353096	1.999026e-258	1.267195e-255
CYR61	ENSG00000142871	1.306023	1.396848e-241	8.333844e-239
C15orf48	ENSG00000166920	2.11662	3.297958e-240	1.911402e-237
RCAN1	ENSG00000159200	1.748621	5.834768e-232	3.28773e-229
SOD2	ENSG00000112096	2.061401	1.397507e-220	7.460111e-218
CD274	ENSG00000120217	2.388405	6.443627e-217	3.351512e-214
UBALD2	ENSG00000185262	1.567394	3.925201e-216	1.990568e-213
EFNA1	ENSG00000169242	2.138535	2.555722e-215	1.264459e-212
MAP2K3	ENSG00000034152	1.494248	2.736249e-214	1.321543e-211
SHISA2	ENSG00000180730	3.087579	4.353553e-214	2.053763e-211
