gene_name	gene_id	log2FoldChange	pvalue	padj
ADAMTS5	ENSG00000154736	1.827431	1.715667e-80	2.459408e-76
CITED2	ENSG00000164442	1.026976	2.522155e-56	1.807755e-52
BMF	ENSG00000104081	1.118385	1.015142e-52	4.850685e-49
KIAA1199	ENSG00000103888	2.302338	9.012454e-45	2.583871e-41
KRT7	ENSG00000135480	1.639351	1.732654e-41	4.139599e-38
CXCL12	ENSG00000107562	1.07727	7.501302e-38	1.34414e-34
COL3A1	ENSG00000168542	1.165048	6.945384e-33	8.29684e-30
ATHL1	ENSG00000142102	1.167568	1.348912e-25	1.017718e-22
DKK1	ENSG00000107984	1.66942	2.105091e-25	1.508824e-22
IGFBP3	ENSG00000146674	1.190489	3.647943e-23	2.376967e-20
FAM198B	ENSG00000164125	1.820629	8.494088e-22	4.683183e-19
SORBS2	ENSG00000154556	1.814192	1.295846e-20	5.629078e-18
KIF26B	ENSG00000162849	1.33822	2.544797e-20	1.013324e-17
CNN1	ENSG00000130176	1.041078	1.047065e-19	3.949915e-17
GDNF	ENSG00000168621	1.275314	6.272789e-19	2.043646e-16
ACTA2	ENSG00000107796	1.235623	1.212196e-18	3.620173e-16
IL7R	ENSG00000168685	1.467229	2.777877e-16	5.608574e-14
CDKN1C	ENSG00000129757	1.599987	3.042479e-16	5.974511e-14
GRIA1	ENSG00000155511	2.076006	2.240056e-13	2.945981e-11
CLIC3	ENSG00000169583	1.112935	4.32122e-13	5.530776e-11
KCNK2	ENSG00000082482	1.658914	2.512228e-12	2.858158e-10
FST	ENSG00000134363	1.232113	1.170369e-11	1.189876e-09
CDK15	ENSG00000138395	1.290613	3.48551e-11	3.202871e-09
HTR1D	ENSG00000179546	1.009076	5.792747e-11	5.094419e-09
ACKR3	ENSG00000144476	1.164459	1.03726e-10	8.695389e-09
KIAA1644	ENSG00000138944	1.021505	2.33612e-10	1.850181e-08
LPPR3	ENSG00000129951	1.196256	2.585019e-09	1.659068e-07
GDNF-AS1	ENSG00000248587	1.119195	9.468609e-09	5.281421e-07
ECM2	ENSG00000106823	1.14158	1.753005e-08	9.238725e-07
GALNT15	ENSG00000131386	1.420795	5.646183e-08	2.627858e-06
LYPD6B	ENSG00000150556	1.225861	5.837554e-08	2.708134e-06
MEF2B	ENSG00000213999	1.191967	7.441808e-08	3.375896e-06
THBS1	ENSG00000137801	1.097412	1.548735e-07	6.416508e-06
PALMD	ENSG00000099260	1.499903	9.415898e-07	3.153666e-05
WISP2	ENSG00000064205	1.611715	1.109347e-06	3.639012e-05
HAPLN1	ENSG00000145681	1.035098	1.338647e-06	4.331718e-05
DOCK2	ENSG00000134516	1.050128	1.405283e-06	4.516757e-05
TACSTD2	ENSG00000184292	1.026844	1.7949e-06	5.61788e-05
KCNB1	ENSG00000158445	1.126708	2.865607e-06	8.558015e-05
INHBA	ENSG00000122641	1.126784	3.597085e-06	0.0001048053
CPA3	ENSG00000163751	1.203731	9.139013e-06	0.0002335254
PADI2	ENSG00000117115	1.138408	1.51458e-05	0.0003606563
SLC7A14	ENSG00000013293	1.016764	2.60369e-05	0.0005707017
GRIN2A	ENSG00000183454	1.052077	2.941763e-05	0.0006294055
KLHDC7B	ENSG00000130487	-1.182008	4.816508e-05	0.0009445232
TSLP	ENSG00000145777	-1.111226	9.958979e-06	0.0002495839
BEX2	ENSG00000133134	-1.496161	6.027517e-07	2.128189e-05
NDUFA4L2	ENSG00000185633	-2.058241	5.411573e-07	1.939372e-05
ULBP1	ENSG00000111981	-1.759474	9.019166e-08	3.98839e-06
LAMP3	ENSG00000078081	-2.19391	3.345578e-08	1.636821e-06
LURAP1L	ENSG00000153714	-1.588895	2.634653e-08	1.306843e-06
ADM2	ENSG00000128165	-2.303186	9.35827e-09	5.260816e-07
LONRF2	ENSG00000170500	-2.026853	7.399772e-09	4.312021e-07
NRCAM	ENSG00000091129	-1.144304	5.13037e-09	3.039002e-07
SLC7A5	ENSG00000103257	-1.445034	1.278989e-09	8.712809e-08
ALDH1L2	ENSG00000136010	-1.712161	2.53175e-10	1.972426e-08
INHBE	ENSG00000139269	-3.032375	4.732723e-13	6.003857e-11
ATF3	ENSG00000162772	-1.3263	4.598044e-14	6.591297e-12
PSAT1	ENSG00000135069	-1.869773	2.517669e-15	4.401316e-13
TRIB3	ENSG00000101255	-2.41938	2.253865e-19	7.88028e-17
SESN2	ENSG00000130766	-1.183299	1.437192e-19	5.282602e-17
MTHFD2	ENSG00000065911	-1.027327	1.416573e-20	5.97252e-18
CHAC1	ENSG00000128965	-2.08197	1.297403e-21	6.642239e-19
DDIT3	ENSG00000175197	-1.342119	1.322927e-25	1.017718e-22
DDIT4	ENSG00000168209	-1.514615	1.221383e-25	1.017718e-22
SLC7A11	ENSG00000151012	-1.674007	8.84409e-33	9.75231e-30
ASNS	ENSG00000070669	-2.142565	3.493793e-48	1.252088e-44
