gene_name	gene_id	log2FoldChange	pvalue	padj
RP11-203J24.9	ENSG00000257524	1.627895	2.692709e-38	2.824786e-34
RAB40B	ENSG00000141542	1.150737	2.441831e-29	7.318865e-26
DMPK	ENSG00000104936	1.039054	3.705794e-22	4.573604e-19
7SK	ENSG00000260682	1.151447	1.018459e-21	1.124647e-18
FBXO32	ENSG00000156804	1.613864	9.777127e-21	7.597552e-18
SLC2A11	ENSG00000133460	1.227646	1.788054e-19	1.071862e-16
QRICH2	ENSG00000129646	1.304578	2.883093e-19	1.63487e-16
GS1-124K5.11	ENSG00000229180	1.244279	4.320544e-18	1.888528e-15
KIAA1875	ENSG00000179698	1.399025	2.403754e-17	8.847923e-15
AL162407.1	ENSG00000234631	8.118912	1.637559e-16	5.243836e-14
ADCY4	ENSG00000129467	2.131358	2.314763e-16	7.248663e-14
CCDC146	ENSG00000135205	1.155346	3.258437e-16	9.766466e-14
TMEM150A	ENSG00000168890	1.548791	5.082782e-16	1.441106e-13
YJEFN3	ENSG00000250067	1.399707	7.049401e-15	1.70004e-12
ABCA9	ENSG00000154258	2.633129	7.286756e-15	1.727828e-12
AK1	ENSG00000106992	1.242325	1.873775e-14	3.826794e-12
RP11-395P17.3	ENSG00000234771	1.441503	3.410202e-14	6.504495e-12
MYL5	ENSG00000215375	1.174671	1.063195e-13	1.890414e-11
RP11-106M3.2	ENSG00000260729	2.345366	4.754047e-13	7.388493e-11
H1FX	ENSG00000184897	1.357416	9.889226e-13	1.421136e-10
CHKB-CPT1B	ENSG00000254413	1.014693	1.122614e-12	1.570237e-10
RP4-555D20.2	ENSG00000261786	1.555908	3.256712e-12	4.166406e-10
LINC00174	ENSG00000179406	1.145985	6.08565e-12	7.13313e-10
CELF6	ENSG00000140488	2.162318	9.717232e-12	1.084453e-09
RAP2C-AS1	ENSG00000232160	1.061972	1.399941e-11	1.5298e-09
ADAM1A	ENSG00000229186	1.119386	1.450948e-11	1.569193e-09
CAPS	ENSG00000105519	1.578168	2.066131e-11	2.167475e-09
RP11-77H9.2	ENSG00000260276	1.007693	5.471242e-11	5.314451e-09
FAM229A	ENSG00000225828	1.029695	7.500349e-11	7.152947e-09
RP11-1020A11.2	ENSG00000269982	2.156502	1.526706e-10	1.380682e-08
SAMD14	ENSG00000167100	1.008444	1.903058e-10	1.699067e-08
AC004893.11	ENSG00000242687	1.290784	3.471022e-10	2.7796e-08
AC159540.1	ENSG00000230606	1.337569	5.978077e-10	4.495557e-08
C1orf220	ENSG00000213057	1.202198	9.335047e-10	6.800647e-08
PABPC1L	ENSG00000101104	1.103995	1.151619e-09	8.16288e-08
REPS2	ENSG00000169891	1.180581	1.321063e-09	9.057914e-08
ZC2HC1B	ENSG00000118491	2.065487	1.683081e-09	1.122835e-07
SLC4A5	ENSG00000188687	1.266488	1.87044e-09	1.237972e-07
WDR86	ENSG00000187260	2.181177	1.880705e-09	1.240851e-07
SH3BP5-AS1	ENSG00000224660	1.101838	1.916141e-09	1.25633e-07
RP11-228B15.4	ENSG00000225032	1.060276	2.434297e-09	1.552401e-07
CICP18	ENSG00000217929	1.182437	4.32875e-09	2.580156e-07
RP5-966M1.6	ENSG00000243696	1.186772	7.99051e-09	4.518838e-07
TMEM88	ENSG00000167874	1.328128	8.072951e-09	4.542838e-07
FCGBP	ENSG00000090920	1.634356	9.76674e-09	5.378372e-07
RP11-455F5.5	ENSG00000261416	1.123158	1.046175e-08	5.701244e-07
TTLL3	ENSG00000214021	1.370556	1.596779e-08	8.375505e-07
VMAC	ENSG00000187650	1.029037	1.611063e-08	8.429354e-07
RP11-774O3.3	ENSG00000251615	1.495955	2.778505e-08	1.368446e-06
CTD-3203P2.1	ENSG00000259940	1.345953	2.843091e-08	1.388978e-06
C2orf61	ENSG00000239605	2.001507	3.179118e-08	1.533358e-06
EPHA10	ENSG00000183317	1.89407	5.172241e-08	2.338767e-06
ZNF581	ENSG00000171425	1.19424	6.740269e-08	2.9374e-06
GRAPL	ENSG00000189152	1.090583	6.748137e-08	2.9374e-06
AC079767.4	ENSG00000224137	1.290284	8.977313e-08	3.812814e-06
CTB-36H16.2	ENSG00000260686	1.16373	1.257289e-07	5.213275e-06
RAPGEF3	ENSG00000079337	1.317243	1.809435e-07	7.217445e-06
RP4-622L5.7	ENSG00000224066	1.316565	1.890923e-07	7.528172e-06
DNAH10	ENSG00000197653	1.103347	3.769351e-07	1.377783e-05
C15orf62	ENSG00000188277	1.722889	3.783354e-07	1.380497e-05
NTNG2	ENSG00000196358	1.060325	5.441647e-07	1.905907e-05
PCDHGB7	ENSG00000254122	1.932719	5.581501e-07	1.942048e-05
MPV17L	ENSG00000156968	1.410918	8.161582e-07	2.722387e-05
NPM2	ENSG00000158806	1.21646	9.776867e-07	3.195147e-05
RP11-655M14.13	ENSG00000255318	1.3065	9.936453e-07	3.232197e-05
U62631.5	ENSG00000269553	1.499238	1.007413e-06	3.271908e-05
SCARNA9	ENSG00000254911	1.169563	1.176208e-06	3.739095e-05
RP11-686O6.1	ENSG00000272966	2.011102	1.263527e-06	3.968572e-05
TMOD2	ENSG00000128872	1.018998	1.359661e-06	4.245095e-05
DNAH1	ENSG00000114841	1.165017	1.368823e-06	4.26735e-05
RP11-505P4.6	ENSG00000223821	1.617528	1.398442e-06	4.333932e-05
MUC16	ENSG00000181143	1.979756	1.775031e-06	5.327887e-05
RP11-91J19.4	ENSG00000272005	1.006686	2.058862e-06	6.084082e-05
RP11-160E2.21	ENSG00000266664	1.671273	2.538291e-06	7.265468e-05
HLA-DOB	ENSG00000241106	1.096007	3.071272e-06	8.546202e-05
KIAA1683	ENSG00000130518	1.290286	3.314459e-06	9.090283e-05
CTA-246H3.11	ENSG00000231466	1.031008	4.197689e-06	0.000110504
DNAJC5B	ENSG00000147570	1.247309	4.276066e-06	0.0001120052
OR7E7P	ENSG00000238228	1.052013	5.190796e-06	0.0001339583
TBC1D3H	ENSG00000242384	1.282959	5.445166e-06	0.0001398348
LL22NC03-2H8.5	ENSG00000272216	1.111312	5.802783e-06	0.0001477527
RP11-274B21.10	ENSG00000271553	1.27639	6.955497e-06	0.0001732369
CRIP3	ENSG00000146215	1.103555	9.096452e-06	0.000219119
SGK2	ENSG00000101049	1.240982	9.181783e-06	0.0002209209
RP11-439E19.10	ENSG00000260855	1.193101	9.6163e-06	0.0002300565
RP3-402G11.28	ENSG00000273137	1.170378	9.983238e-06	0.0002372121
RP11-264B17.3	ENSG00000261067	1.012996	1.018802e-05	0.000241578
TTC40	ENSG00000171811	1.342271	1.07107e-05	0.0002516475
CTD-2012K14.2	ENSG00000261396	1.474602	1.144702e-05	0.0002668556
EFCAB12	ENSG00000172771	1.331163	1.173059e-05	0.0002722561
LOC100421166	ENSG00000267361	1.116457	1.526969e-05	0.0003422792
RP11-439E19.3	ENSG00000227953	1.416929	1.733135e-05	0.00038398
ASMTL-AS1	ENSG00000236017	1.073775	1.769688e-05	0.0003916649
NLRP4	ENSG00000160505	1.355281	1.911496e-05	0.00041902
C6orf164	ENSG00000203871	1.18647	2.028361e-05	0.0004387324
RP11-561O23.5	ENSG00000234394	1.209235	2.131505e-05	0.0004577046
ADAMTS7P4	ENSG00000218052	1.0622	2.7085e-05	0.0005648811
PRRT3-AS1	ENSG00000230082	1.102745	2.752106e-05	0.0005728367
RP13-766D20.2	ENSG00000229848	1.021529	3.241592e-05	0.0006577548
DENND2A	ENSG00000146966	1.046996	3.285284e-05	0.0006653334
RP4-717I23.3	ENSG00000223745	1.033759	3.329915e-05	0.000672425
CCDC154	ENSG00000197599	1.046798	4.96088e-05	0.0009453608
RP11-457M11.5	ENSG00000261584	1.166509	5.388622e-05	0.001012164
CTD-2035E11.5	ENSG00000272144	1.154521	5.82307e-05	0.001088893
FCRL3	ENSG00000160856	1.139606	6.463321e-05	0.001186412
GH1	ENSG00000259384	1.037576	7.167615e-05	0.00129418
AC009120.3	ENSG00000239763	1.004805	7.600572e-05	0.001357171
CACNA1B	ENSG00000148408	1.10759	8.534852e-05	0.001507017
KLHL10	ENSG00000161594	1.021739	9.453918e-05	0.001636573
AC008746.12	ENSG00000267838	1.076575	9.895738e-05	0.001697649
PLVAP	ENSG00000130300	1.04366	0.0001221286	0.002020804
RP11-274B21.9	ENSG00000271344	1.014735	0.0001380318	0.002226014
C4orf47	ENSG00000205129	-1.060611	0.0001038967	0.001764079
HIST1H4C	ENSG00000197061	-1.073625	0.0001029948	0.001753389
RP11-798M19.6	ENSG00000272870	-1.020037	8.590591e-05	0.001513343
INHBE	ENSG00000139269	-1.034442	6.687325e-05	0.001221121
PPFIA4	ENSG00000143847	-1.034545	6.127678e-05	0.001129743
CA9	ENSG00000107159	-1.100357	5.885346e-05	0.00109858
RP11-227D13.4	ENSG00000259469	-1.161411	4.503323e-05	0.0008716256
AC078883.3	ENSG00000232788	-1.310681	1.033886e-05	0.0002440041
PSMA6P1	ENSG00000215414	-1.540799	6.463428e-06	0.0001631879
TNFRSF21	ENSG00000146072	-1.220523	3.420758e-06	9.357357e-05
FGD4	ENSG00000139132	-1.067931	3.10001e-06	8.603347e-05
SCD	ENSG00000099194	-1.485517	1.539174e-06	4.714366e-05
AC093818.1	ENSG00000225205	-1.203013	1.212239e-06	3.841992e-05
PGK1	ENSG00000102144	-1.209486	1.149097e-06	3.66959e-05
BNIP3	ENSG00000176171	-1.373603	9.2276e-07	3.03455e-05
MLLT11	ENSG00000213190	-1.118182	6.350827e-07	2.184372e-05
C18orf56	ENSG00000176912	-1.129032	4.447128e-07	1.594961e-05
FAM72D	ENSG00000215784	-1.055742	3.949734e-07	1.436211e-05
ACAT2	ENSG00000120437	-1.107753	3.363165e-07	1.244489e-05
LDHAP3	ENSG00000236090	-1.418243	3.034962e-07	1.141157e-05
GSS	ENSG00000100983	-1.024046	2.399196e-07	9.294092e-06
TPI1	ENSG00000111669	-1.101155	2.105729e-07	8.288986e-06
LDHAP4	ENSG00000214110	-1.323501	1.293862e-07	5.343458e-06
AURKA	ENSG00000087586	-1.053971	6.779182e-08	2.944804e-06
LDHAP5	ENSG00000213574	-2.495012	3.409316e-08	1.637157e-06
LINC00263	ENSG00000235823	-1.256945	1.665979e-08	8.684552e-07
