gene_name	gene_id	log2FoldChange	pvalue	padj
METTL1	ENSG00000037897	1.23136	2.158297e-05	0.003793527
SNHG17	ENSG00000196756	1.106285	2.169602e-05	0.003793527
CTU2	ENSG00000174177	1.105135	2.193685e-05	0.003793527
C8orf33	ENSG00000182307	1.010663	2.261819e-05	0.003821434
DUSP8	ENSG00000184545	1.244478	2.641391e-05	0.004313979
ATAD3A	ENSG00000197785	1.082713	2.725132e-05	0.004401836
RRP9	ENSG00000114767	1.06545	2.871538e-05	0.004587906
PNPT1	ENSG00000138035	1.001399	3.127502e-05	0.004739294
UTP15	ENSG00000164338	1.017409	3.378533e-05	0.004853844
KCNJ14	ENSG00000182324	1.199402	3.448052e-05	0.004853844
METRN	ENSG00000103260	1.194951	3.499974e-05	0.004853844
CD3EAP	ENSG00000117877	1.155312	3.811553e-05	0.004944677
G0S2	ENSG00000123689	1.142811	4.029916e-05	0.005150934
CHAC1	ENSG00000128965	1.154253	4.23683e-05	0.005322835
GADD45B	ENSG00000099860	1.115583	4.557681e-05	0.005552486
NOP16	ENSG00000048162	1.086682	5.889642e-05	0.006659373
MIR17HG	ENSG00000215417	1.065814	6.136549e-05	0.006833419
LTA	ENSG00000226979	1.10472	6.203139e-05	0.00683722
TIE1	ENSG00000066056	1.034194	6.675717e-05	0.007215173
NCS1	ENSG00000107130	1.088164	6.817324e-05	0.007291234
DACT3	ENSG00000197380	1.069814	6.96107e-05	0.007361206
IER3	ENSG00000137331	1.03292	7.149421e-05	0.007506382
ABTB2	ENSG00000166016	1.061585	7.345729e-05	0.00755961
LAPTM4B	ENSG00000104341	1.064829	7.354407e-05	0.00755961
SOCS1	ENSG00000185338	1.063126	8.192244e-05	0.008304676
STX3	ENSG00000166900	1.046617	9.175862e-05	0.008932185
RPP25	ENSG00000178718	1.025272	0.0001031637	0.009783244
ZBP1	ENSG00000124256	-1.022346	0.0001079159	0.009976451
PTPRN2	ENSG00000155093	-1.006077	7.592216e-05	0.00774986
C11orf21	ENSG00000110665	-1.097266	5.339916e-05	0.006229478
RP11-798M19.6	ENSG00000272870	-1.115747	5.287984e-05	0.006218246
CTD-3184A7.4	ENSG00000232442	-1.065727	4.809982e-05	0.005737959
RASGRP2	ENSG00000068831	-1.065568	4.295003e-05	0.005350191
PCP2	ENSG00000174788	-1.199268	3.500289e-05	0.004853844
VIPR1	ENSG00000114812	-1.215826	3.295051e-05	0.004853844
LIME1	ENSG00000203896	-1.06947	3.11583e-05	0.004739294
LINC00086	ENSG00000178947	-1.150714	2.317908e-05	0.003871696
SLC25A42	ENSG00000181035	-1.009498	2.245382e-05	0.003821434
C19orf71	ENSG00000183397	-1.345813	1.359885e-05	0.002738212
CD52	ENSG00000169442	-1.00376	1.350393e-05	0.002738212
SORL1	ENSG00000137642	-1.011523	1.265912e-05	0.00269676
SPNS3	ENSG00000182557	-1.13226	1.00428e-05	0.002419985
AC005786.7	ENSG00000267436	-1.440631	7.572089e-06	0.00210004
LINC01011	ENSG00000244041	-1.041686	4.737191e-06	0.001547377
ARSG	ENSG00000141337	-1.044997	4.139665e-06	0.001425607
ZNF683	ENSG00000176083	-1.996827	3.321591e-06	0.00131957
ITGA6	ENSG00000091409	-1.870636	2.371299e-06	0.0009682145
STMN3	ENSG00000197457	-1.344199	1.120358e-06	0.0004990345
SLC9A9	ENSG00000181804	-1.181448	5.497631e-07	0.0003232387
STK38	ENSG00000112079	-1.162811	3.627237e-07	0.0002538893
TSPAN32	ENSG00000064201	-1.754807	2.429984e-07	0.0001984352
TENM1	ENSG00000009694	-2.7222	1.32288e-07	0.000138893
PBXIP1	ENSG00000163346	-1.290879	5.145159e-09	1.08041e-05
RASA3	ENSG00000185989	-1.472098	3.581094e-09	8.773083e-06
SIGIRR	ENSG00000185187	-1.554672	7.540242e-10	2.21668e-06
KLF2	ENSG00000127528	-2.485159	2.512507e-11	1.231044e-07
RAP1GAP2	ENSG00000132359	-4.333385	4.615398e-14	6.784174e-10
