gene_name	gene_id	log2FoldChange	pvalue	padj
NOLC1	ENSG00000166197	1.831697	4.556665e-11	2.853117e-07
PINX1	ENSG00000254093	1.535832	5.551531e-11	2.853117e-07
SLC25A19	ENSG00000125454	1.230869	1.538729e-09	4.744824e-06
PPRC1	ENSG00000148840	1.843621	4.936572e-09	1.268534e-05
MIIP	ENSG00000116691	1.634151	1.477158e-08	3.253546e-05
SMYD5	ENSG00000135632	1.211349	2.509029e-08	4.403476e-05
CTU2	ENSG00000174177	1.719325	2.570456e-08	4.403476e-05
FASN	ENSG00000169710	1.444778	3.299361e-08	4.885298e-05
HNRNPAB	ENSG00000197451	1.498098	2.04749e-07	0.0002104546
NOL6	ENSG00000165271	1.707207	3.805128e-07	0.0003451027
CIRH1A	ENSG00000141076	1.011995	6.494519e-07	0.0005188464
DDX21	ENSG00000165732	1.352571	6.730398e-07	0.0005188464
IFRD2	ENSG00000214706	1.595864	7.795661e-07	0.0005463341
RRP12	ENSG00000052749	1.389393	8.202886e-07	0.0005498787
WDR12	ENSG00000138442	1.176725	1.224686e-06	0.0007552884
RRP1	ENSG00000160214	1.118892	1.435847e-06	0.0008470399
EIF4G1	ENSG00000114867	1.038479	1.696778e-06	0.0008470399
NFKBIA	ENSG00000100906	1.321557	1.879786e-06	0.0008470399
ATAD3A	ENSG00000197785	1.469732	1.994627e-06	0.0008470399
PGAM5	ENSG00000247077	1.183466	2.295347e-06	0.0009074271
CLUH	ENSG00000132361	1.141574	2.507641e-06	0.0009518083
PDCD2L	ENSG00000126249	1.495169	2.644927e-06	0.00095913
PNO1	ENSG00000115946	1.499881	2.674964e-06	0.00095913
PHLDA2	ENSG00000181649	1.540511	3.047951e-06	0.00106803
YRDC	ENSG00000196449	1.36575	3.565897e-06	0.001195196
NOP16	ENSG00000048162	1.486754	3.79586e-06	0.001212952
URB1	ENSG00000142207	1.214478	3.854888e-06	0.001212952
GRWD1	ENSG00000105447	1.290082	5.119832e-06	0.001461807
MPV17L2	ENSG00000254858	1.374376	5.747824e-06	0.001582499
NOP56	ENSG00000101361	1.195583	6.383493e-06	0.001693109
CHAC1	ENSG00000128965	1.439502	6.448435e-06	0.001693109
B4GALNT1	ENSG00000135454	1.305615	7.019271e-06	0.00177415
NOP2	ENSG00000111641	1.332703	8.739111e-06	0.002138724
MRPS26	ENSG00000125901	1.028531	9.420601e-06	0.002234567
PNPT1	ENSG00000138035	1.059292	1.03239e-05	0.002394998
ZNF593	ENSG00000142684	1.233262	1.040763e-05	0.002394998
PMCH	ENSG00000183395	1.415337	1.152442e-05	0.002425319
ATAD3B	ENSG00000160072	1.199266	1.231051e-05	0.00252155
DUSP8	ENSG00000184545	1.068128	1.299364e-05	0.00252155
IGF2	ENSG00000167244	1.232939	1.486932e-05	0.00269712
SLC39A3	ENSG00000141873	1.081943	1.746404e-05	0.0030254
CEP170B	ENSG00000099814	1.205857	2.06115e-05	0.003276166
SOCS1	ENSG00000185338	1.236957	2.089975e-05	0.003288085
ABCF2	ENSG00000033050	1.060839	2.177066e-05	0.003390505
NCS1	ENSG00000107130	1.301861	2.385469e-05	0.003639024
RRP9	ENSG00000114767	1.04363	3.655062e-05	0.005131737
RPS6KL1	ENSG00000198208	1.138444	4.039715e-05	0.005550584
NRARP	ENSG00000198435	1.193965	4.189511e-05	0.005553509
HSPH1	ENSG00000120694	1.060165	4.214298e-05	0.005553509
LTV1	ENSG00000135521	1.073041	4.27372e-05	0.005561904
BRICD5	ENSG00000182685	1.084472	4.77179e-05	0.006080286
NCKAP1	ENSG00000061676	1.172656	5.196383e-05	0.006461116
SLC46A1	ENSG00000076351	1.05864	6.518407e-05	0.007671817
STX3	ENSG00000166900	1.107079	7.445936e-05	0.008503811
PUSL1	ENSG00000169972	1.102684	7.996528e-05	0.008999305
TRMT61A	ENSG00000166166	1.048406	8.94679e-05	0.009852972
IRF4	ENSG00000137265	1.067704	9.065769e-05	0.009913193
METTL1	ENSG00000037897	1.046255	0.000115141	0.01152756
POLR1C	ENSG00000171453	1.032078	0.0001210506	0.01188763
FGFBP2	ENSG00000137441	-1.130063	6.7543e-05	0.007889227
RP11-902B17.1	ENSG00000247287	-1.122741	5.477749e-05	0.006690048
SPNS3	ENSG00000182557	-1.10344	5.04608e-05	0.00632524
TLE1	ENSG00000196781	-1.178864	4.292817e-05	0.005561904
ABLIM1	ENSG00000099204	-1.061435	3.80757e-05	0.00528875
TXLNB	ENSG00000164440	-1.149544	3.566628e-05	0.005091691
SLC9A9	ENSG00000181804	-1.022476	2.326119e-05	0.00358641
TMEM119	ENSG00000183160	-1.254617	1.995261e-05	0.003204473
CTB-133G6.1	ENSG00000263264	-1.365556	1.46314e-05	0.002685558
TC2N	ENSG00000165929	-1.209689	1.320974e-05	0.00252155
SORL1	ENSG00000137642	-1.266124	1.164052e-05	0.002425319
PBXIP1	ENSG00000163346	-1.10194	8.963838e-06	0.002159445
KLF2	ENSG00000127528	-1.496852	4.619909e-06	0.001343958
ZBP1	ENSG00000124256	-1.506623	4.371165e-06	0.001321463
VIPR1	ENSG00000114812	-1.52712	4.054192e-06	0.001250151
VSIG1	ENSG00000101842	-1.656989	2.531077e-06	0.0009518083
ITGA6	ENSG00000091409	-1.718164	1.807546e-06	0.0008470399
CTD-3184A7.4	ENSG00000232442	-1.229642	2.672116e-07	0.0002574918
RAP1GAP2	ENSG00000132359	-2.130165	8.608723e-08	0.0001020995
EPHA4	ENSG00000116106	-2.127149	3.485424e-08	4.885298e-05
SIGIRR	ENSG00000185187	-1.37573	1.732027e-10	6.6761e-07
CD52	ENSG00000169442	-1.494469	3.545804e-12	5.466921e-08
