gene_name	gene_id	log2FoldChange	pvalue	padj
RPL7P1	ENSG00000214485	1.58456	9.097438e-14	2.924599e-10
ADCK3	ENSG00000163050	1.542073	2.285159e-13	5.876972e-10
LY6H	ENSG00000176956	1.632021	3.923421e-13	8.408546e-10
TRNP1	ENSG00000253368	1.334329	6.829482e-13	1.169413e-09
DDAH2	ENSG00000213722	1.411056	6.37474e-11	7.452071e-08
EIF3J	ENSG00000104131	1.103319	7.450763e-11	7.984114e-08
LMBR1L	ENSG00000139636	1.372898	2.340336e-10	2.006292e-07
GAPDH	ENSG00000111640	1.249149	3.267617e-10	2.626143e-07
ISOC2	ENSG00000063241	1.450001	4.277764e-10	3.235751e-07
PHF1	ENSG00000112511	1.116737	4.71385e-10	3.367522e-07
PFDN6	ENSG00000204220	1.407047	7.591328e-10	5.137731e-07
RP11-690G19.3	ENSG00000266753	1.356281	1.112122e-09	6.809892e-07
NPIPB3	ENSG00000169246	1.865085	1.541371e-09	8.258539e-07
UBALD2	ENSG00000185262	1.102216	1.696507e-09	8.726151e-07
POLR2J3	ENSG00000168255	1.368204	6.34778e-09	2.267392e-06
RP11-267J23.1	ENSG00000242405	2.26363	8.127771e-09	2.555286e-06
FKBP2	ENSG00000173486	1.233099	1.495619e-08	4.180906e-06
COPG2	ENSG00000158623	1.211074	1.63542e-08	4.381223e-06
ING4	ENSG00000111653	1.052807	2.285019e-08	5.761384e-06
ZRSR2	ENSG00000169249	1.022378	2.523951e-08	6.123677e-06
CHD5	ENSG00000116254	1.103622	3.469193e-08	8.261176e-06
BAZ2B	ENSG00000123636	1.042007	5.087398e-08	1.127911e-05
CADM3	ENSG00000162706	1.124935	5.281473e-08	1.151093e-05
MALAT1	ENSG00000251562	1.281104	5.642401e-08	1.189437e-05
PDDC1	ENSG00000177225	1.060953	6.794372e-08	1.386807e-05
ZDBF2	ENSG00000204186	1.167597	7.864216e-08	1.532211e-05
ATF6B	ENSG00000213676	1.183179	1.094286e-07	2.069328e-05
AGAP2	ENSG00000135439	1.163172	1.308004e-07	2.314014e-05
TAGLN2	ENSG00000158710	1.154027	1.492195e-07	2.558418e-05
DYRK1B	ENSG00000105204	1.193957	1.536977e-07	2.566752e-05
NSMF	ENSG00000165802	1.18399	1.884916e-07	3.029767e-05
BCYRN1	ENSG00000236824	1.226437	2.205106e-07	3.335936e-05
QTRT1	ENSG00000213339	1.169602	2.929994e-07	3.994221e-05
TMUB1	ENSG00000164897	1.179607	2.950859e-07	3.994221e-05
SEPT7P2	ENSG00000214765	1.231441	3.453234e-07	4.440514e-05
SPNS1	ENSG00000169682	1.069745	4.362526e-07	5.34264e-05
SOGA3	ENSG00000214338	1.023299	4.436064e-07	5.381448e-05
LBH	ENSG00000213626	1.481095	5.439502e-07	6.31184e-05
TNRC6B	ENSG00000100354	1.005654	6.04709e-07	6.761698e-05
OSBP2	ENSG00000184792	1.044389	6.277239e-07	6.958536e-05
ASPHD1	ENSG00000174939	1.115535	7.308028e-07	7.896969e-05
GGT7	ENSG00000131067	1.058663	9.743882e-07	9.980216e-05
CERS5	ENSG00000139624	1.028924	1.373652e-06	0.0001348381
ONECUT1	ENSG00000169856	1.15843	1.798031e-06	0.0001617385
IGLON5	ENSG00000142549	1.02777	2.734651e-06	0.0002257383
PITPNM1	ENSG00000110697	1.113864	2.850421e-06	0.0002305255
LRRC24	ENSG00000254402	1.063332	2.985173e-06	0.0002399147
SDAD1P1	ENSG00000228451	1.115137	5.020984e-06	0.0003410683
SCG2	ENSG00000171951	1.024867	5.926189e-06	0.0003810243
CTD-2031P19.4	ENSG00000264281	1.265459	6.572234e-06	0.0004131834
ZNF205	ENSG00000122386	1.004083	1.475424e-05	0.0007241405
RP11-761N21.2	ENSG00000234287	-1.010919	2.997967e-05	0.001219964
SNURF	ENSG00000273173	-1.400299	1.120963e-05	0.0005883452
SNRPFP1	ENSG00000231878	-1.07535	5.096726e-06	0.0003410683
MAGED4	ENSG00000154545	-1.062998	5.042918e-06	0.0003410683
HSPE1P3	ENSG00000259746	-1.099061	4.268497e-06	0.0002999377
AC009501.4	ENSG00000231609	-1.664603	2.183338e-06	0.0001859308
CTD-2545G14.7	ENSG00000262526	-8.714789	5.213894e-07	6.15096e-05
RP11-571M6.17	ENSG00000270039	-1.139362	1.801837e-07	2.93289e-05
MTA2	ENSG00000149480	-1.019546	1.479601e-07	2.558418e-05
RP11-234A1.1	ENSG00000242299	-1.111329	1.209463e-07	2.209967e-05
RP11-1035H13.3	ENSG00000260342	-2.344269	1.570248e-08	4.296132e-06
TM2D1	ENSG00000162604	-1.017173	1.160327e-08	3.469917e-06
REPS1	ENSG00000135597	-1.071765	3.362203e-09	1.394663e-06
VPS72	ENSG00000163159	-1.011592	2.918137e-09	1.340154e-06
REC8	ENSG00000100918	-1.012163	1.910455e-09	9.448669e-07
FAM127B	ENSG00000203950	-1.077016	9.673474e-10	6.21956e-07
PDZD11	ENSG00000120509	-1.189614	1.975195e-10	1.814217e-07
ZBTB33	ENSG00000177485	-1.23888	7.275297e-13	1.169413e-09
RP11-563H6.1	ENSG00000265936	-2.444176	3.685461e-15	1.579712e-11
CTA-276O3.4	ENSG00000235354	-1.97751	2.136895e-17	1.373917e-13
TUBBP1	ENSG00000127589	-3.651851	3.088493e-31	3.971493e-27
