gene_name	gene_id	log2FoldChange	pvalue	padj
ID3	ENSG00000117318	2.159797	2.944796e-128	5.712021e-124
KLHL24	ENSG00000114796	2.918958	1.070673e-125	1.038392e-121
S1PR1	ENSG00000170989	2.44803	5.704727e-109	3.688486e-105
PBXIP1	ENSG00000163346	2.025274	6.227708e-102	2.415977e-98
ABTB1	ENSG00000114626	2.188248	1.819972e-95	5.883666e-92
SEC31B	ENSG00000075826	2.142865	4.677564e-94	1.008119e-90
RAB37	ENSG00000172794	1.986487	1.311807e-89	2.120427e-86
CALCOCO1	ENSG00000012822	2.077271	4.80239e-86	6.653711e-83
CASC15	ENSG00000272168	2.078801	1.753894e-85	2.001193e-82
LY9	ENSG00000122224	2.018521	3.194463e-82	3.261211e-79
FBXO32	ENSG00000156804	3.159162	3.945083e-82	3.826139e-79
RBM48	ENSG00000127993	1.602239	1.966895e-79	1.589661e-76
SLFN5	ENSG00000166750	2.259749	1.509019e-76	1.045373e-73
RP11-54O7.1	ENSG00000230699	2.032117	1.633789e-72	9.603213e-70
C17orf103	ENSG00000154035	3.135253	2.141732e-71	1.122789e-68
HBP1	ENSG00000105856	1.877581	4.097109e-71	2.091358e-68
MXD4	ENSG00000123933	1.445208	3.025064e-69	1.364585e-66
IKZF2	ENSG00000030419	1.310678	1.428307e-68	6.29656e-66
KLF2	ENSG00000127528	2.464044	4.098422e-68	1.728198e-65
ADD3	ENSG00000148700	1.784619	8.232838e-68	3.326924e-65
TP53INP1	ENSG00000164938	2.948777	3.433172e-66	1.256476e-63
FCGBP	ENSG00000090920	1.69183	7.427661e-66	2.668043e-63
LINC00649	ENSG00000237945	1.456478	1.45516e-64	4.784025e-62
MYO15B	ENSG00000266714	2.145371	8.275409e-64	2.631444e-61
EVI2A	ENSG00000126860	2.594819	3.383801e-62	1.025556e-59
CD84	ENSG00000066294	1.348049	4.887089e-62	1.436286e-59
ZMAT1	ENSG00000166432	2.070754	7.485026e-62	2.135104e-59
ID1	ENSG00000125968	2.472042	2.400774e-61	6.292947e-59
NLRP1	ENSG00000091592	1.752904	3.86202e-61	9.988214e-59
