gene_name	gene_id	log2FoldChange	pvalue	padj
TAGLN	ENSG00000149591	1.869865	1.719652e-110	4.907886e-107
MMP1	ENSG00000196611	1.2369	5.16508e-107	1.052938e-103
MIR205HG	ENSG00000230937	1.108914	5.317866e-106	9.485743e-103
IL8	ENSG00000169429	1.520624	1.396199e-86	1.660313e-83
S100P	ENSG00000163993	1.084328	1.793197e-71	1.599308e-68
CPT1A	ENSG00000110090	1.458602	2.182074e-61	1.245528e-58
KIAA1199	ENSG00000103888	1.00595	6.243605e-40	1.895665e-37
SMOC1	ENSG00000198732	1.294668	2.325042e-36	5.924706e-34
MIAT	ENSG00000225783	2.551881	9.639867e-36	2.331541e-33
IL6	ENSG00000136244	2.166937	7.975983e-35	1.806624e-32
MMP3	ENSG00000149968	1.970257	2.300552e-30	4.20883e-28
SLC39A2	ENSG00000165794	1.093409	2.861548e-28	4.390784e-26
RP11-408H20.1	ENSG00000261521	2.060548	1.806816e-26	2.409651e-24
LBH	ENSG00000213626	1.688519	3.358062e-25	4.095687e-23
FST	ENSG00000134363	1.104601	1.365458e-24	1.610337e-22
HBEGF	ENSG00000113070	1.213123	1.589586e-23	1.744876e-21
DUOX2	ENSG00000140279	1.174287	4.666863e-23	4.969861e-21
HMGCS2	ENSG00000134240	3.98067	4.425558e-22	4.447374e-20
SORCS2	ENSG00000184985	1.004149	1.487713e-21	1.415311e-19
AMIGO2	ENSG00000139211	1.038753	3.635941e-19	2.835239e-17
IL11	ENSG00000095752	1.446285	2.299763e-15	1.297139e-13
CTGF	ENSG00000118523	1.005669	1.62398e-14	8.307731e-13
ADAM12	ENSG00000148848	1.147018	2.682754e-14	1.315564e-12
BMF	ENSG00000104081	1.213319	5.716981e-14	2.666056e-12
ADAMTS15	ENSG00000166106	1.562675	7.518734e-14	3.461043e-12
NEB	ENSG00000183091	1.41661	3.081943e-12	1.145295e-10
COL22A1	ENSG00000169436	1.304857	3.211307e-12	1.190269e-10
SLC5A3	ENSG00000198743	1.485691	4.510643e-12	1.646212e-10
C11orf96	ENSG00000187479	1.758444	8.211126e-10	2.146021e-08
KRT75	ENSG00000170454	1.218675	1.668362e-09	4.169443e-08
ENO2	ENSG00000111674	1.061276	3.43656e-09	8.065743e-08
LEMD1	ENSG00000186007	1.005356	5.708026e-09	1.284756e-07
IFITM1	ENSG00000185885	1.120058	7.207371e-09	1.599521e-07
IL24	ENSG00000162892	1.312302	2.622028e-08	5.233054e-07
RPTN	ENSG00000215853	1.168416	7.174885e-08	1.321105e-06
ITGB3	ENSG00000259207	1.091234	1.016179e-07	1.82401e-06
GPC4	ENSG00000076716	1.004213	1.690574e-07	2.906566e-06
RDH16	ENSG00000139547	1.009928	2.674496e-07	4.458535e-06
PHYHIP	ENSG00000168490	1.07769	9.152443e-07	1.340917e-05
AC006116.20	ENSG00000267710	1.019493	1.242344e-06	1.777224e-05
PTGS2	ENSG00000073756	1.00162	1.617056e-06	2.262293e-05
ACSBG1	ENSG00000103740	1.183463	6.328626e-06	7.692461e-05
MCF2L	ENSG00000126217	1.124128	2.128763e-05	0.0002275464
NCAPG	ENSG00000109805	-1.146678	1.348384e-05	0.0001518662
Z82188.1	ENSG00000255594	-1.81429	3.129195e-06	4.089158e-05
MYBL2	ENSG00000101057	-1.056824	2.34025e-06	3.150506e-05
TK1	ENSG00000167900	-1.025039	2.327697e-06	3.136567e-05
AC007879.7	ENSG00000229647	-1.174151	1.078589e-06	1.554693e-05
BTN2A2	ENSG00000124508	-1.069613	7.715474e-07	1.151672e-05
CXCL12	ENSG00000107562	-1.001944	4.666072e-07	7.390105e-06
CBS	ENSG00000160200	-1.076256	3.018614e-07	4.962629e-06
NCEH1	ENSG00000144959	-1.047367	1.0161e-07	1.82401e-06
MELK	ENSG00000165304	-1.084673	8.673213e-08	1.573872e-06
SLC16A14	ENSG00000163053	-1.41186	6.817042e-08	1.260093e-06
RRM2	ENSG00000171848	-1.217055	1.897257e-08	3.918068e-07
TPX2	ENSG00000088325	-1.038257	5.928673e-09	1.330223e-07
MKI67	ENSG00000148773	-1.010757	2.926577e-09	6.937253e-08
HFE	ENSG00000010704	-1.012283	1.701817e-09	4.230824e-08
QPRT	ENSG00000103485	-1.346122	1.389314e-09	3.546603e-08
GDAP1	ENSG00000104381	-1.443639	1.239967e-09	3.205494e-08
EPCAM	ENSG00000119888	-1.284743	1.676104e-10	4.831921e-09
EPGN	ENSG00000182585	-1.202493	7.677683e-13	3.077543e-11
GCNT3	ENSG00000140297	-1.218914	2.189961e-13	9.441314e-12
SLC7A11	ENSG00000151012	-1.09224	5.263568e-14	2.462659e-12
PSAT1	ENSG00000135069	-1.150109	2.583431e-14	1.275625e-12
STARD4	ENSG00000164211	-1.008312	9.397716e-17	5.907727e-15
IL33	ENSG00000137033	-1.176016	1.901064e-18	1.377065e-16
PCDHGC5	ENSG00000240764	-1.644789	9.493093e-19	7.018986e-17
MSMO1	ENSG00000052802	-1.429021	3.106937e-19	2.46311e-17
CTB-113P19.4	ENSG00000260581	-1.274522	3.467289e-20	2.99868e-18
ALDH1L2	ENSG00000136010	-1.620832	4.218214e-24	4.893814e-22
ASNS	ENSG00000070669	-1.542795	2.239423e-25	2.803207e-23
FLG	ENSG00000143631	-1.072176	3.569784e-28	5.419237e-26
SLC7A8	ENSG00000092068	-1.096817	1.983635e-35	4.640406e-33
ACAT2	ENSG00000120437	-1.084527	4.672579e-39	1.307406e-36
PHGDH	ENSG00000092621	-1.462129	3.514039e-45	1.319614e-42
AKR1C3	ENSG00000196139	-1.004905	7.027612e-48	2.94953e-45
ALOX15B	ENSG00000179593	-1.276297	4.306257e-63	2.671752e-60
NQO1	ENSG00000181019	-1.380282	6.619829e-67	4.723248e-64
FADS2	ENSG00000134824	-1.754396	9.946713e-69	7.470505e-66
FDPS	ENSG00000160752	-1.048064	4.120354e-71	3.458673e-68
DDIT4	ENSG00000168209	-1.264097	2.308346e-81	2.533854e-78
MVD	ENSG00000167508	-1.474042	8.039903e-87	1.042995e-83
HMGCS1	ENSG00000112972	-1.289282	6.059414e-118	2.161696e-114
SQLE	ENSG00000104549	-1.323996	1.283744e-123	6.10634e-120
