gene_name	gene_id	log2FoldChange	pvalue	padj
NAV3	ENSG00000067798	2.472058	9.810042e-18	1.849193e-14
AKAP12	ENSG00000131016	2.037393	1.310321e-17	2.222959e-14
ESM1	ENSG00000164283	2.157514	4.372946e-17	6.182252e-14
VGLL3	ENSG00000206538	2.29059	3.050632e-15	2.87522e-12
NAV2	ENSG00000166833	1.739856	1.341337e-14	1.197673e-11
SLC26A2	ENSG00000155850	1.96403	1.839193e-14	1.560095e-11
DDI2	ENSG00000197312	2.120469	1.19123e-13	8.420505e-11
YPEL2	ENSG00000175155	1.644872	7.210022e-13	4.077267e-10
CDK6	ENSG00000105810	1.457643	8.492846e-13	4.51893e-10
SFT2D2	ENSG00000213064	1.757656	1.372937e-12	6.85055e-10
KATNAL1	ENSG00000102781	1.602556	5.614927e-12	2.57452e-09
FST	ENSG00000134363	2.591704	1.458675e-11	6.19328e-09
LIPG	ENSG00000101670	1.714172	1.460249e-11	6.19328e-09
STXBP5	ENSG00000164506	1.598966	1.731006e-11	7.162565e-09
PDE4B	ENSG00000184588	1.700398	2.716475e-11	1.097262e-08
ARHGAP24	ENSG00000138639	1.335531	4.114715e-11	1.551248e-08
SELE	ENSG00000007908	2.472174	6.36898e-11	2.348907e-08
ITGAV	ENSG00000138448	1.653647	8.286035e-11	2.990906e-08
ATP13A3	ENSG00000133657	1.830529	1.06206e-10	3.652433e-08
TGFBR1	ENSG00000106799	1.666776	3.983667e-10	1.206838e-07
ANKRD50	ENSG00000151458	1.283209	4.708447e-10	1.377221e-07
DOCK7	ENSG00000116641	1.39168	5.326576e-10	1.49274e-07
SACS	ENSG00000151835	1.41953	5.367353e-10	1.49274e-07
PPM1A	ENSG00000100614	1.390959	1.548259e-09	3.97973e-07
ACVR2B	ENSG00000114739	2.451903	2.111268e-09	5.267302e-07
TXNRD1	ENSG00000198431	1.562434	2.663619e-09	6.549029e-07
TRIO	ENSG00000038382	1.362126	3.973312e-09	9.000729e-07
RFX2	ENSG00000087903	1.98043	3.986887e-09	9.000729e-07
NRCAM	ENSG00000091129	1.203893	4.032157e-09	9.000729e-07
PODXL	ENSG00000128567	1.509505	5.847167e-09	1.206501e-06
IGF2BP3	ENSG00000136231	1.209079	6.209329e-09	1.254063e-06
PHLDB1	ENSG00000019144	1.343218	7.792877e-09	1.519611e-06
JAK1	ENSG00000162434	1.033663	1.036728e-08	1.932757e-06
UHMK1	ENSG00000152332	1.134451	1.189484e-08	2.102041e-06
MYO10	ENSG00000145555	1.38162	1.350151e-08	2.361373e-06
ACSL4	ENSG00000068366	1.189744	1.518682e-08	2.566815e-06
EDN1	ENSG00000078401	1.496739	1.5258e-08	2.566815e-06
CALD1	ENSG00000122786	1.370905	1.528136e-08	2.566815e-06
GXYLT1	ENSG00000151233	1.131678	1.79029e-08	2.920411e-06
CDK17	ENSG00000059758	1.202851	1.86028e-08	2.977326e-06
ARHGAP21	ENSG00000107863	1.538898	2.252841e-08	3.443193e-06
PKIA	ENSG00000171033	1.177729	2.313217e-08	3.493999e-06
SLC7A11	ENSG00000151012	1.50899	2.666143e-08	3.93314e-06
FAM134C	ENSG00000141699	1.306097	2.740691e-08	4.008261e-06
OSBPL8	ENSG00000091039	1.356666	2.81873e-08	4.087158e-06
RALA	ENSG00000006451	1.223144	3.0653e-08	4.407018e-06
NOTCH2	ENSG00000134250	1.163139	3.387361e-08	4.829125e-06
TNFAIP8L3	ENSG00000183578	1.152632	4.827907e-08	6.658979e-06
RASSF8	ENSG00000123094	1.281331	6.35892e-08	8.561832e-06
PTAR1	ENSG00000188647	1.091279	6.997646e-08	9.268401e-06
CSNK1G1	ENSG00000169118	1.065355	7.04759e-08	9.268401e-06
PDLIM5	ENSG00000163110	1.217323	7.998035e-08	1.039054e-05
