gene_name	gene_id	log2FoldChange	pvalue	padj
EDN1	ENSG00000078401	1.732482	6.720344e-26	4.618556e-22
INHBA	ENSG00000122641	1.428875	1.166417e-23	4.0081e-20
PSG1	ENSG00000231924	1.40091	6.771387e-22	1.551212e-18
IGFBP5	ENSG00000115461	1.025251	7.777547e-16	9.227852e-13
FAM196B	ENSG00000204767	1.607084	8.056328e-16	9.227852e-13
PAPPA	ENSG00000182752	1.859907	1.121445e-15	1.185713e-12
IL7R	ENSG00000168685	1.628486	7.437117e-15	7.301656e-12
ABI3BP	ENSG00000154175	1.088931	8.189288e-15	7.504117e-12
WDR66	ENSG00000158023	1.215172	7.302994e-13	6.273728e-10
NTM	ENSG00000182667	2.12842	1.07992e-11	6.747048e-09
DERL3	ENSG00000099958	1.057193	1.285732e-11	7.363493e-09
PDCD1LG2	ENSG00000197646	1.122108	4.425497e-11	2.339556e-08
MYC	ENSG00000136997	1.028257	6.410963e-11	3.147096e-08
KCNK2	ENSG00000082482	1.305255	7.585293e-10	3.066466e-07
FST	ENSG00000134363	1.056427	1.333435e-09	5.091128e-07
DCLK1	ENSG00000133083	1.881395	1.449055e-09	5.383043e-07
RASGRP1	ENSG00000172575	1.090013	1.636336e-09	5.622858e-07
DNER	ENSG00000187957	1.325232	2.70733e-08	6.891159e-06
SYNPO2	ENSG00000172403	1.027069	1.050197e-07	2.366387e-05
LYPD1	ENSG00000150551	1.55893	1.407676e-06	0.0002126209
CA9	ENSG00000107159	-1.071962	2.226176e-05	0.001748503
PPP1R3G	ENSG00000219607	-1.043548	4.691824e-07	8.37521e-05
PPFIA4	ENSG00000143847	-1.01216	5.185723e-08	1.235458e-05
ZNF625-ZNF20	ENSG00000213297	-7.57687	3.165883e-10	1.359846e-07
PFKFB4	ENSG00000114268	-1.03935	8.178339e-12	5.352918e-09
FER1L4	ENSG00000088340	-1.842362	3.740637e-22	1.028301e-18
HK2	ENSG00000159399	-1.117841	1.117231e-23	4.0081e-20
DDIT4	ENSG00000168209	-1.813717	1.793608e-36	2.465314e-32
