gene_name	gene_id	log2FoldChange	pvalue	padj
RGS16	ENSG00000143333	1.297705	3.874144e-19	7.878072e-16
FRAT1	ENSG00000165879	1.348918	1.072274e-12	7.695776e-10
FBXO32	ENSG00000156804	1.405719	5.577112e-11	2.835265e-08
SKIL	ENSG00000136603	1.161278	9.772702e-11	4.76947e-08
HBP1	ENSG00000105856	1.048467	4.709194e-10	2.052031e-07
YPEL3	ENSG00000090238	1.189574	1.522792e-09	5.308453e-07
RGS1	ENSG00000090104	2.389267	1.886447e-09	6.393483e-07
KLHL24	ENSG00000114796	1.320008	2.050255e-09	6.760854e-07
PLEC	ENSG00000178209	1.074868	1.086385e-08	3.012495e-06
CTD-3214H19.16	ENSG00000269711	1.806319	1.186143e-08	3.146115e-06
BMF	ENSG00000104081	1.097108	1.664611e-07	3.230281e-05
CSF1R	ENSG00000182578	1.033224	2.846858e-07	5.033987e-05
LINC00565	ENSG00000260910	1.205821	1.883002e-06	0.0002344337
DUSP1	ENSG00000120129	1.040674	2.623954e-05	0.001917058
IL31RA	ENSG00000164509	-1.139184	2.535558e-05	0.001863635
HIST1H4K	ENSG00000197914	-1.408701	9.796557e-06	0.0009124259
BATF3	ENSG00000123685	-1.206729	1.969513e-06	0.0002427276
FAM156B	ENSG00000179304	-1.041193	7.848401e-08	1.595972e-05
AC092143.1	ENSG00000256390	-3.342931	3.06342e-08	7.052225e-06
MANF	ENSG00000145050	-1.081562	2.589297e-08	6.075388e-06
IDI1	ENSG00000067064	-1.110986	1.411449e-08	3.514509e-06
MSMO1	ENSG00000052802	-1.170207	1.36665e-08	3.476221e-06
CHAC1	ENSG00000128965	-3.112971	4.729146e-09	1.442508e-06
STARD4	ENSG00000164211	-1.377461	1.47632e-09	5.297817e-07
ALDH1L2	ENSG00000136010	-1.585594	9.850511e-10	3.755815e-07
INSIG1	ENSG00000186480	-1.22492	6.760943e-10	2.660976e-07
LSS	ENSG00000160285	-1.201385	6.559884e-10	2.660976e-07
SLC39A14	ENSG00000104635	-1.089757	2.154755e-10	9.737098e-08
FADS1	ENSG00000149485	-1.239939	1.435791e-10	6.737725e-08
ASNS	ENSG00000070669	-1.160431	1.789547e-12	1.149172e-09
ADM2	ENSG00000128165	-2.264344	1.353707e-12	9.175874e-10
PSAT1	ENSG00000135069	-1.222727	3.567012e-13	2.720069e-10
CBS	ENSG00000160200	-1.541039	1.23009e-13	1.000556e-10
DHCR7	ENSG00000172893	-1.193835	9.266424e-14	8.696895e-11
ACAT2	ENSG00000120437	-1.128294	9.111848e-14	8.696895e-11
HSPE1	ENSG00000115541	-1.151443	1.238026e-14	1.373195e-11
STC2	ENSG00000113739	-1.855503	4.771684e-15	5.821931e-12
SQLE	ENSG00000104549	-1.56047	4.310447e-15	5.821931e-12
HSPA5	ENSG00000044574	-1.174434	2.066469e-16	3.151624e-13
LDLR	ENSG00000130164	-1.210329	8.843569e-18	1.541434e-14
DHCR24	ENSG00000116133	-1.324075	3.387e-20	8.264956e-17
CYP51A1	ENSG00000001630	-1.524818	4.213461e-21	1.285211e-17
FADS2	ENSG00000134824	-1.878236	1.047518e-22	4.260256e-19
SCD	ENSG00000099194	-1.541776	9.744059e-23	4.260256e-19
HMGCS1	ENSG00000112972	-1.711721	7.802424e-25	9.519737e-21
