gene_name	gene_id	log2FoldChange	pvalue	padj
MT1E	ENSG00000169715	2.356936	3.272054e-23	6.102054e-19
MT1H	ENSG00000205358	2.082533	2.194001e-19	2.045796e-15
MT1G	ENSG00000125144	2.243541	1.312778e-15	8.160668e-12
MT1X	ENSG00000187193	1.654742	2.122797e-15	9.701296e-12
TXNIP	ENSG00000117289	1.809908	2.601023e-15	9.701296e-12
MT2A	ENSG00000125148	1.948077	4.676127e-13	1.453418e-09
MT1F	ENSG00000198417	1.566398	3.130062e-10	8.338932e-07
MT1M	ENSG00000205364	2.122231	6.095354e-08	0.000142021
SNORA12	ENSG00000212464	1.163225	2.022678e-05	0.01714587
AGAP7	ENSG00000204169	-1.076765	9.337223e-06	0.009340132
CHAC1	ENSG00000128965	-1.252474	6.282395e-07	0.0009012337
INHBE	ENSG00000139269	-1.466767	2.254127e-07	0.0003503101
