gene_name	gene_id	log2FoldChange	pvalue	padj
C10orf105	ENSG00000214688	4.073733	1.43465e-27	2.381088e-24
ZNF704	ENSG00000164684	2.456901	1.988371e-22	1.571476e-19
PSTPIP2	ENSG00000152229	1.500932	3.786361e-19	2.094741e-16
CCDC42B	ENSG00000186710	4.61741	6.888035e-19	3.464264e-16
CD1E	ENSG00000158488	3.317014	7.894313e-19	3.853586e-16
DTX1	ENSG00000135144	1.986789	3.081901e-18	1.420842e-15
CDR2L	ENSG00000109089	1.678327	7.430928e-18	3.162336e-15
CD207	ENSG00000116031	5.984539	2.384833e-16	8.077768e-14
RASAL1	ENSG00000111344	1.569794	3.08921e-16	1.005326e-13
AP1S3	ENSG00000152056	1.783187	6.571822e-16	2.057972e-13
SLC38A1	ENSG00000111371	4.344182	1.051524e-15	3.06178e-13
SCN5A	ENSG00000183873	4.968823	2.89291e-15	8.00227e-13
PLAT	ENSG00000104368	3.513005	3.710561e-15	1.009577e-12
TIFAB	ENSG00000255833	2.843514	8.041985e-15	2.085513e-12
PARM1	ENSG00000169116	2.739238	1.490661e-14	3.638309e-12
DYNC1LI1	ENSG00000144635	1.002744	2.459256e-14	5.59127e-12
ZNF366	ENSG00000178175	1.077809	1.670172e-13	3.33974e-11
AHR	ENSG00000106546	1.266707	1.707075e-13	3.372896e-11
ELOVL7	ENSG00000164181	2.846352	4.804472e-13	8.85998e-11
HID1	ENSG00000167861	2.514938	5.666318e-13	1.033449e-10
CLEC10A	ENSG00000132514	1.53191	6.690854e-13	1.207045e-10
SVIP	ENSG00000198168	1.326757	9.595873e-13	1.694284e-10
MARCKSL1	ENSG00000175130	1.955176	1.217318e-12	2.061616e-10
RAB30	ENSG00000137502	1.598967	1.483061e-12	2.413173e-10
IPCEF1	ENSG00000074706	1.561753	1.788884e-12	2.827629e-10
ZBTB33	ENSG00000177485	1.05271	1.973309e-12	3.042742e-10
MPEG1	ENSG00000197629	1.848683	1.979973e-12	3.042742e-10
OCLN	ENSG00000197822	3.628631	2.53691e-12	3.759383e-10
DAPP1	ENSG00000070190	1.075033	3.071006e-12	4.432129e-10
PALLD	ENSG00000129116	1.954149	3.462811e-12	4.870532e-10
LSR	ENSG00000105699	3.318006	3.69133e-12	5.105417e-10
RYK	ENSG00000163785	1.118667	4.074034e-12	5.497296e-10
GP1BA	ENSG00000185245	4.278183	4.559529e-12	6.102783e-10
EHF	ENSG00000135373	1.942771	7.393279e-12	9.512113e-10
RBM3	ENSG00000102317	1.117105	7.469235e-12	9.535915e-10
TAF9B	ENSG00000187325	1.825842	9.653098e-12	1.204605e-09
EBI3	ENSG00000105246	4.461431	1.377637e-11	1.656859e-09
VOPP1	ENSG00000154978	1.459669	1.854787e-11	2.142344e-09
HSH2D	ENSG00000196684	2.199639	2.850983e-11	3.218895e-09
SMPD2	ENSG00000135587	1.142783	7.063954e-11	7.515413e-09
CPT1A	ENSG00000110090	1.259408	9.04633e-11	9.325586e-09
LAD1	ENSG00000159166	4.170059	1.308253e-10	1.300184e-08
TNFRSF4	ENSG00000186827	2.758425	1.658697e-10	1.600547e-08
ANKRD18A	ENSG00000180071	3.259471	2.192624e-10	2.055988e-08
C4orf32	ENSG00000174749	1.202078	3.081407e-10	2.825531e-08
LRRK1	ENSG00000154237	1.667655	3.332152e-10	3.038666e-08
ATP7B	ENSG00000123191	1.49757	4.201248e-10	3.769087e-08
CDH1	ENSG00000039068	4.072235	4.534181e-10	4.002861e-08
SCN9A	ENSG00000169432	1.622197	5.213659e-10	4.530424e-08
NEDD4L	ENSG00000049759	1.918126	5.966569e-10	5.104492e-08
ABHD17C	ENSG00000136379	1.921432	6.749309e-10	5.744527e-08
RP11-66B24.4	ENSG00000259583	1.680371	1.069495e-09	8.658735e-08
TVP23A	ENSG00000166676	1.265455	1.140498e-09	9.188761e-08
PRRX2	ENSG00000167157	2.721213	1.207202e-09	9.632663e-08
KLF12	ENSG00000118922	1.936413	1.250911e-09	9.839511e-08
PRKCZ	ENSG00000067606	1.707714	1.344321e-09	1.047041e-07
PM20D2	ENSG00000146281	1.492771	1.370295e-09	1.057804e-07
ZNF641	ENSG00000167528	1.025673	2.024892e-09	1.507046e-07
PLA2G16	ENSG00000176485	2.74302	2.356268e-09	1.722775e-07
AMICA1	ENSG00000160593	1.629583	3.049053e-09	2.171894e-07
C10orf10	ENSG00000165507	2.408061	3.263653e-09	2.295392e-07
CECR2	ENSG00000099954	2.522845	4.088461e-09	2.792436e-07
SHF	ENSG00000138606	1.990527	4.349176e-09	2.958331e-07
ITGA1	ENSG00000213949	3.566277	7.304756e-09	4.735822e-07
AKAP11	ENSG00000023516	1.072334	7.660952e-09	4.945716e-07
