gene_name	gene_id	log2FoldChange	pvalue	padj
DHRS3	ENSG00000162496	4.494502	1.138048e-18	1.756349e-14
HIST2H4A	ENSG00000183941	3.490362	3.001824e-18	2.316358e-14
NFATC2	ENSG00000101096	4.841503	3.017019e-16	1.552055e-12
IQGAP3	ENSG00000183856	4.481702	1.820767e-15	7.024973e-12
GPRC5A	ENSG00000013588	4.058345	9.243398e-14	2.853067e-10
CRISPLD2	ENSG00000103196	3.887382	3.836034e-13	9.021888e-10
PRR11	ENSG00000068489	3.402334	4.092089e-13	9.021888e-10
PTGIS	ENSG00000124212	2.813423	2.006817e-12	3.356861e-09
TOP2A	ENSG00000131747	3.549411	2.083447e-12	3.356861e-09
HIST2H2AA4	ENSG00000203812	3.281299	2.175119e-12	3.356861e-09
FAM167A	ENSG00000154319	3.116239	4.420375e-12	6.201786e-09
CXCL1	ENSG00000163739	2.830246	9.031542e-12	1.161532e-08
NUSAP1	ENSG00000137804	3.25768	9.79845e-12	1.163227e-08
CENPF	ENSG00000117724	3.680403	1.457798e-11	1.607014e-08
HIST1H3D	ENSG00000197409	2.348112	1.690621e-11	1.682695e-08
HIST1H2AE	ENSG00000168274	2.401058	1.744516e-11	1.682695e-08
HIST1H2BC	ENSG00000180596	1.82051	1.108102e-10	1.005961e-07
HIST1H1B	ENSG00000184357	2.577053	1.671234e-10	1.432898e-07
HIST1H2AM	ENSG00000233224	2.485673	2.44214e-10	1.983661e-07
PTTG1	ENSG00000164611	2.45019	5.44412e-10	4.200955e-07
HIST1H2AJ	ENSG00000182611	3.455323	1.058077e-09	7.162298e-07
CCNB1	ENSG00000134057	2.898112	1.067407e-09	7.162298e-07
HIST1H3H	ENSG00000203813	2.723365	1.177415e-09	7.57127e-07
HIST1H2AG	ENSG00000196787	2.546257	1.267294e-09	7.82326e-07
HIST2H2BF	ENSG00000203814	2.872256	1.613066e-09	9.574788e-07
HIST2H3C	ENSG00000203811	3.177561	2.62767e-09	1.398373e-06
HIST2H3A	ENSG00000203852	3.177561	2.62767e-09	1.398373e-06
KCNG1	ENSG00000026559	2.60741	2.862338e-09	1.472482e-06
CXCL6	ENSG00000124875	2.405193	3.708353e-09	1.846162e-06
CTD-3247F14.2	ENSG00000261026	6.360932	4.936039e-09	2.319349e-06
CSGALNACT1	ENSG00000147408	4.006341	4.959407e-09	2.319349e-06
FGL2	ENSG00000127951	2.248276	5.603126e-09	2.543325e-06
HIST1H2BL	ENSG00000185130	3.155302	6.727116e-09	2.962374e-06
PRC1	ENSG00000198901	2.671856	7.071878e-09	2.962374e-06
LRRC17	ENSG00000128606	2.427724	7.102172e-09	2.962374e-06
CIT	ENSG00000122966	2.937583	7.65397e-09	3.108519e-06
HIST2H2BB	ENSG00000240929	3.652211	1.079997e-08	4.263849e-06
HIST1H2BI	ENSG00000168242	3.078514	1.105125e-08	4.263849e-06
HIST2H2AC	ENSG00000184260	2.14987	1.748231e-08	6.423918e-06
BIRC5	ENSG00000089685	3.243824	1.807779e-08	6.488245e-06
APOBEC3B	ENSG00000179750	5.306677	2.164828e-08	7.593133e-06
HIST1H2BG	ENSG00000187990	1.850442	2.660038e-08	9.12275e-06
ICAM1	ENSG00000090339	2.331081	3.453842e-08	1.158764e-05
CYP2S1	ENSG00000167600	2.843319	4.165632e-08	1.339337e-05
HIST1H2BD	ENSG00000158373	1.838315	4.305547e-08	1.356072e-05
CCNB2	ENSG00000157456	3.238554	4.978296e-08	1.534399e-05
CCL2	ENSG00000108691	2.358944	5.070586e-08	1.534399e-05
PDE3A	ENSG00000172572	2.594623	5.274887e-08	1.565526e-05
ANLN	ENSG00000011426	2.985911	5.839478e-08	1.70039e-05
KIF2C	ENSG00000142945	3.654841	5.971406e-08	1.706606e-05
ZBTB8A	ENSG00000160062	1.680783	9.104881e-08	2.55483e-05
KIF11	ENSG00000138160	2.653568	1.072381e-07	2.903519e-05
FAM83D	ENSG00000101447	3.606579	1.112269e-07	2.959594e-05
HIST1H3B	ENSG00000124693	2.884844	1.514745e-07	3.962213e-05
STMN1	ENSG00000117632	2.245274	1.601389e-07	4.051513e-05
FST	ENSG00000134363	2.425507	1.788487e-07	4.451891e-05
DRAM1	ENSG00000136048	1.653387	1.878375e-07	4.559821e-05
PHGDH	ENSG00000092621	1.922007	1.995703e-07	4.738414e-05
CDK1	ENSG00000170312	3.152981	2.250111e-07	5.261509e-05
GALNT12	ENSG00000119514	3.430792	2.40171e-07	5.532178e-05
HIST1H2AL	ENSG00000198374	2.503897	4.237353e-07	9.477547e-05
RP11-512M8.5	ENSG00000256861	4.730785	5.083214e-07	0.0001120703
FOXM1	ENSG00000111206	2.601801	5.240723e-07	0.0001139156
HIST1H4C	ENSG00000197061	1.82888	5.902115e-07	0.0001247772
CSF3	ENSG00000108342	4.218624	6.308001e-07	0.0001315559
HIST1H4D	ENSG00000188987	2.268029	7.549095e-07	0.0001553402
ST3GAL1	ENSG00000008513	1.391444	9.67814e-07	0.0001965299
PBK	ENSG00000168078	3.161886	1.356948e-06	0.0002684843
CENPU	ENSG00000151725	2.22973	1.415757e-06	0.000274197
GALNT15	ENSG00000131386	3.692724	1.421354e-06	0.000274197
CELF2	ENSG00000048740	2.094319	1.456586e-06	0.0002775247
NUF2	ENSG00000143228	3.169581	1.54188e-06	0.0002901931
SLC7A2	ENSG00000003989	2.168366	1.76055e-06	0.0003273562
TK1	ENSG00000167900	3.104637	1.85484e-06	0.000339355
HIST1H3C	ENSG00000196532	2.482383	1.869058e-06	0.000339355
HJURP	ENSG00000123485	2.496655	2.237906e-06	0.0003892527
PLAT	ENSG00000104368	1.483675	2.269989e-06	0.0003892527
PEAR1	ENSG00000187800	1.775409	2.451283e-06	0.0004157214
ROBO4	ENSG00000154133	3.351586	3.878952e-06	0.0006436974
CENPE	ENSG00000138778	2.127247	4.952003e-06	0.000804466
CSF2	ENSG00000164400	3.030728	5.118388e-06	0.0008228342
PPAP2B	ENSG00000162407	2.009011	5.220499e-06	0.0008305975
HIST1H2BO	ENSG00000196331	2.756495	5.422053e-06	0.0008461968
KCTD12	ENSG00000178695	1.027354	5.428204e-06	0.0008461968
CEP55	ENSG00000138180	2.566553	5.729085e-06	0.0008754155
GBP4	ENSG00000162654	3.149801	5.786141e-06	0.0008754659
ASNS	ENSG00000070669	1.644954	6.175983e-06	0.0009164803
ZNF469	ENSG00000225614	1.520284	6.259182e-06	0.0009199805
MUC17	ENSG00000169876	3.782988	6.407154e-06	0.0009328454
HIST1H2BM	ENSG00000196374	3.25149	6.694461e-06	0.0009655665
HIST1H2BF	ENSG00000197846	2.052044	7.807325e-06	0.001097067
STX11	ENSG00000135604	3.003849	7.819436e-06	0.001097067
