gene_name	gene_id	log2FoldChange	pvalue	padj
SERPINE1	ENSG00000106366	1.384307	0	0
TUBA1A	ENSG00000167552	1.426963	3.969619e-260	3.063156e-256
BMF	ENSG00000104081	1.775714	1.143441e-140	4.411683e-137
AMIGO2	ENSG00000139211	1.245193	8.301389e-137	2.562307e-133
PBXIP1	ENSG00000163346	1.555029	3.263787e-107	2.962943e-104
KLHL24	ENSG00000114796	2.566047	1.343445e-100	9.42427e-98
TPCN1	ENSG00000186815	1.036196	4.409864e-94	2.430623e-91
MXD4	ENSG00000123933	1.427661	1.753367e-91	8.728941e-89
ALPK2	ENSG00000198796	1.025573	1.551094e-90	7.25395e-88
SCG5	ENSG00000166922	1.95096	1.048392e-74	3.302008e-72
CCPG1	ENSG00000260916	1.544316	1.266632e-69	3.257988e-67
LBH	ENSG00000213626	1.941208	5.108415e-69	1.292429e-66
TXNIP	ENSG00000117289	1.143063	8.259417e-69	2.031981e-66
C15orf48	ENSG00000166920	1.194286	1.19422e-67	2.750805e-65
LTBP2	ENSG00000119681	1.159469	1.958594e-66	4.31814e-64
PDCD4	ENSG00000150593	1.360419	6.956553e-63	1.342006e-60
GABARAPL1	ENSG00000139112	1.075082	1.772269e-59	3.005651e-57
HBP1	ENSG00000105856	1.071523	2.339827e-56	3.374818e-54
SLFN5	ENSG00000166750	1.216998	3.664949e-56	5.237145e-54
CCNG2	ENSG00000138764	1.569873	6.385679e-56	8.878395e-54
SIGLEC15	ENSG00000197046	1.939667	8.758494e-50	9.724448e-48
SMIM14	ENSG00000163683	1.296482	3.529061e-49	3.862695e-47
ABTB1	ENSG00000114626	1.692786	8.897831e-49	9.47036e-47
MEGF6	ENSG00000162591	1.301635	7.276154e-47	7.018305e-45
CHMP1B	ENSG00000255112	1.046974	1.320616e-40	1.034572e-38
UBALD2	ENSG00000185262	1.114961	4.540197e-40	3.486013e-38
HDAC5	ENSG00000108840	1.304496	3.985687e-37	2.510658e-35
ADAMTS5	ENSG00000154736	1.325049	6.344291e-37	3.916457e-35
WDR45	ENSG00000196998	1.032415	2.554849e-36	1.546235e-34
DYSF	ENSG00000135636	1.05621	4.488418e-36	2.664221e-34
EDN1	ENSG00000078401	1.642134	2.563904e-34	1.393265e-32
SPSB3	ENSG00000162032	1.049581	1.881921e-33	9.878804e-32
CDKN1C	ENSG00000129757	1.721372	3.865348e-32	1.930547e-30
ING4	ENSG00000111653	1.32237	1.581451e-30	7.373577e-29
ABCA3	ENSG00000167972	1.614226	1.21618e-27	5.031983e-26
C17orf103	ENSG00000154035	1.763316	1.58965e-27	6.49023e-26
DAK	ENSG00000149476	1.011947	3.484679e-26	1.308493e-24
THBS3	ENSG00000169231	1.561249	4.042176e-25	1.423675e-23
ANXA8L2	ENSG00000186807	2.115534	4.4269e-24	1.441358e-22
C4orf26	ENSG00000174792	1.954167	2.996199e-23	9.303892e-22
RP1-140K8.5	ENSG00000260604	1.29993	4.106416e-23	1.262437e-21
ZMAT1	ENSG00000166432	1.869325	3.696644e-22	1.060415e-20
PANX2	ENSG00000073150	1.182988	1.334037e-21	3.689641e-20
CREBRF	ENSG00000164463	1.657965	1.008327e-20	2.576408e-19
BCAS3	ENSG00000141376	1.181891	2.456121e-20	6.007181e-19
CTSO	ENSG00000256043	1.613701	1.421672e-19	3.304317e-18
YPEL1	ENSG00000100027	2.286881	8.203886e-19	1.773257e-17
GPRIN2	ENSG00000204175	1.495464	2.27963e-18	4.819389e-17
GAA	ENSG00000171298	1.121786	2.426596e-18	5.116074e-17
SLC2A12	ENSG00000146411	1.034835	1.742528e-17	3.46552e-16
