gene_name	gene_id	log2FoldChange	pvalue	padj
CCDC129	ENSG00000180347	1.692332	8.994649e-12	2.463784e-08
FP15737	ENSG00000215298	1.479523	3.838536e-09	2.523454e-06
CFB	ENSG00000243649	1.518134	1.288646e-08	6.831901e-06
ITGA9	ENSG00000144668	1.139674	1.488844e-08	7.646612e-06
NOS1AP	ENSG00000198929	1.001602	1.259343e-07	4.181388e-05
WFDC2	ENSG00000101443	1.224094	2.625562e-07	6.849382e-05
C1QTNF1	ENSG00000173918	1.454552	6.289955e-07	0.0001269019
GAS1	ENSG00000180447	1.23653	9.928426e-07	0.0001756962
C3	ENSG00000125730	1.550919	1.668663e-06	0.0002611856
RP11-817J15.2	ENSG00000256916	1.443749	1.914179e-06	0.0002859958
RP11-551L14.1	ENSG00000177359	1.812926	3.405858e-06	0.0004272922
MMP20	ENSG00000137674	1.743528	4.819799e-06	0.0005301704
VNN3	ENSG00000093134	1.864473	4.994691e-06	0.0005365212
KCNJ2	ENSG00000123700	1.683662	5.438997e-06	0.0005730123
RSC1A1	ENSG00000215695	1.834196	8.414775e-06	0.000781338
CCL2	ENSG00000108691	1.792896	9.288373e-06	0.000825159
C1S	ENSG00000182326	1.657261	9.890855e-06	0.0008497974
COBL	ENSG00000106078	1.591158	1.292172e-05	0.0009870277
MAP2K6	ENSG00000108984	1.379713	1.305757e-05	0.0009889456
COL27A1	ENSG00000196739	1.72867	1.31477e-05	0.0009912041
DNAH17	ENSG00000187775	1.296133	1.650993e-05	0.001149749
FAM184B	ENSG00000047662	1.580482	1.755685e-05	0.001202279
MIR146A	ENSG00000253522	1.354359	2.737158e-05	0.001624014
COL26A1	ENSG00000160963	1.310387	3.62069e-05	0.002044881
CTC-228N24.1	ENSG00000230561	1.326905	5.29904e-05	0.002607477
C4B	ENSG00000224389	1.022174	7.962894e-05	0.003434913
TRABD2B	ENSG00000269113	1.146612	8.156257e-05	0.003490836
NNMT	ENSG00000166741	1.119793	8.259501e-05	0.003525842
KIT	ENSG00000157404	1.215408	8.414832e-05	0.003564375
RP11-817J15.3	ENSG00000255798	1.008979	9.218192e-05	0.003816146
LRRC55	ENSG00000183908	1.156584	9.636702e-05	0.003939781
SOD3	ENSG00000109610	1.097724	0.00010971	0.004346008
RP11-189B4.6	ENSG00000231817	1.127436	0.0001106012	0.004346008
