gene_name	gene_id	log2FoldChange	pvalue	padj
TMSB4XP6	ENSG00000230043	3.303776	2.148628e-34	3.102404e-30
AP000525.9	ENSG00000206195	1.43718	1.35382e-14	4.886951e-11
EDIL3	ENSG00000164176	1.666182	3.800583e-14	1.097532e-10
KLHL24	ENSG00000114796	1.554488	8.874884e-14	2.135741e-10
ANGPT2	ENSG00000091879	1.037073	9.861746e-13	1.779922e-09
TCP11L2	ENSG00000166046	1.66661	4.849424e-12	7.002083e-09
FBXO32	ENSG00000156804	2.632189	6.9782e-12	9.159839e-09
SERINC1	ENSG00000111897	1.074902	8.792211e-12	1.057923e-08
CTHRC1	ENSG00000164932	1.170552	1.643737e-11	1.620952e-08
KLF2	ENSG00000127528	1.859867	1.766735e-11	1.620952e-08
JMY	ENSG00000152409	1.152617	1.796193e-11	1.620952e-08
HBP1	ENSG00000105856	1.028028	2.410634e-11	2.047479e-08
ITGBL1	ENSG00000198542	1.41973	1.694449e-10	1.223308e-07
ITGAV	ENSG00000138448	1.237666	1.964656e-10	1.350841e-07
CDK19	ENSG00000155111	1.292506	3.684656e-10	2.216781e-07
RP11-309L24.6	ENSG00000224163	7.452019	2.264608e-09	1.16781e-06
ANKRD1	ENSG00000148677	1.012673	2.50622e-09	1.232162e-06
ESM1	ENSG00000164283	1.19506	2.56007e-09	1.232162e-06
Z82188.1	ENSG00000255594	2.218405	3.055968e-09	1.37891e-06
NTN4	ENSG00000074527	1.423562	4.560443e-09	1.936713e-06
RP11-282O18.3	ENSG00000235423	1.492767	7.411382e-09	2.972582e-06
CTD-2314B22.3	ENSG00000244306	1.043371	5.789826e-08	1.94417e-05
SKIL	ENSG00000136603	1.046749	1.091298e-07	3.42549e-05
MXI1	ENSG00000119950	1.204426	1.149675e-07	3.458366e-05
GABARAPL1	ENSG00000139112	1.011318	1.782826e-07	4.950426e-05
HOXD-AS1	ENSG00000224189	1.036109	3.60535e-07	9.465028e-05
F2RL1	ENSG00000164251	1.01425	4.152941e-07	0.0001043082
SELE	ENSG00000007908	1.150047	4.700321e-07	0.0001131132
FILIP1L	ENSG00000168386	1.162499	5.309806e-07	0.0001256857
COL1A2	ENSG00000164692	1.952592	7.539833e-07	0.0001700046
TMEM255B	ENSG00000184497	1.09537	7.814704e-07	0.0001709644
LPCAT2	ENSG00000087253	1.01081	9.307066e-07	0.0001947605
TPBG	ENSG00000146242	1.117315	1.135711e-06	0.000218647
SYT11	ENSG00000132718	1.085368	1.355422e-06	0.0002509095
SYT14	ENSG00000143469	1.591487	2.345229e-06	0.0003674231
AL132780.1	ENSG00000207765	2.870516	4.590594e-06	0.000576379
SMPDL3A	ENSG00000172594	1.168091	8.873878e-06	0.000978091
FTH1P15	ENSG00000218980	1.415689	9.280076e-06	0.0009999628
RP11-408P14.1	ENSG00000243199	1.052038	9.881509e-06	0.001014329
ANTXR1	ENSG00000169604	1.09461	1.102934e-05	0.001098294
PIM1	ENSG00000137193	1.291652	1.173899e-05	0.001160954
LDLRAD4	ENSG00000168675	1.518284	1.283791e-05	0.001227593
ZFP41	ENSG00000264668	1.875052	1.317439e-05	0.00125148
GPR112	ENSG00000156920	1.251579	3.357041e-05	0.002387799
NFE4	ENSG00000230257	1.192054	3.665199e-05	0.002544318
RPL39P3	ENSG00000235174	1.260895	5.172116e-05	0.003246964
AC006483.1	ENSG00000263900	1.38082	5.397531e-05	0.003330553
ITGA4	ENSG00000115232	1.088062	0.0001103724	0.005514419
CTD-2231E14.8	ENSG00000269243	-1.060316	0.0001689599	0.007348231
SNX29P2	ENSG00000198106	-1.072928	0.000165193	0.007249915
MEOX2	ENSG00000106511	-1.101704	0.0001076632	0.005435486
TUSC3	ENSG00000104723	-1.108662	9.997211e-05	0.005173825
RP11-982M15.2	ENSG00000258430	-1.095227	9.789959e-05	0.005084792
RP11-513I15.6	ENSG00000225339	-1.053235	9.325188e-05	0.004914102
NBPF8	ENSG00000162825	-1.172677	8.366184e-05	0.004541328
SLC7A11-AS1	ENSG00000250033	-1.29113	7.292766e-05	0.004178581
MSH5	ENSG00000204410	-1.009084	5.372132e-05	0.003329108
MRC1L1	ENSG00000183748	-1.120588	4.887565e-05	0.003084899
PER2	ENSG00000132326	-1.028655	4.417466e-05	0.002912502
ALDH1L2	ENSG00000136010	-1.218298	3.897445e-05	0.002667072
CSPG4P8	ENSG00000188384	-1.241062	3.433032e-05	0.00242988
SNX22	ENSG00000157734	-1.076259	3.325173e-05	0.002376841
FAM129A	ENSG00000135842	-1.18849	3.197186e-05	0.002308208
RP11-529K1.3	ENSG00000260537	-1.135095	3.156947e-05	0.002290611
SLITRK4	ENSG00000179542	-1.535516	3.081154e-05	0.002269836
CTC-250I14.6	ENSG00000267598	-1.263508	2.778309e-05	0.002100314
GOLGA8A	ENSG00000175265	-1.472936	1.849628e-05	0.00148371
AP000350.4	ENSG00000218537	-1.138122	1.821371e-05	0.001469206
CTD-2033D15.1	ENSG00000259279	-1.328126	1.486768e-05	0.001326654
RP3-416H24.1	ENSG00000257671	-1.65663	9.975393e-06	0.001014329
RP11-20I23.1	ENSG00000260272	-2.13208	9.838663e-06	0.001014329
G0S2	ENSG00000123689	-1.44018	9.178949e-06	0.0009999628
RP11-290L1.3	ENSG00000257453	-1.456101	6.8494e-06	0.0007726444
FLNB-AS1	ENSG00000244161	-1.934998	6.211024e-06	0.0007117538
GJA4	ENSG00000187513	-1.742732	5.691502e-06	0.0006791702
VAMP8	ENSG00000118640	-1.541414	3.75809e-06	0.0005042615
KCNAB1	ENSG00000169282	-1.083779	3.73239e-06	0.0005042615
SOCS1	ENSG00000185338	-2.007474	2.630782e-06	0.0003916068
HIST1H4K	ENSG00000197914	-4.084383	2.594001e-06	0.000390154
PCK2	ENSG00000100889	-1.419389	2.376905e-06	0.0003674231
GPRIN3	ENSG00000185477	-1.185208	2.105172e-06	0.0003576068
APOL6	ENSG00000221963	-1.123379	1.183768e-06	0.0002249004
HK2	ENSG00000159399	-1.053135	1.100766e-06	0.0002147833
STEAP2	ENSG00000157214	-1.255868	1.099352e-06	0.0002147833
CXCL3	ENSG00000163734	-1.407408	1.066495e-06	0.0002138766
MARS2	ENSG00000247626	-1.333544	7.653093e-07	0.0001700046
EDNRB	ENSG00000136160	-1.402311	1.381744e-07	3.990201e-05
VIM-AS1	ENSG00000229124	-1.181756	5.029348e-08	1.729018e-05
PRND	ENSG00000171864	-2.372249	2.485566e-08	9.444496e-06
INHBB	ENSG00000163083	-2.280481	2.760139e-09	1.285602e-06
PTPRD	ENSG00000153707	-1.445702	2.133164e-09	1.140769e-06
RP11-161H23.5	ENSG00000258232	-2.111243	2.079102e-09	1.140769e-06
PHGDH	ENSG00000092621	-1.836213	7.772644e-10	4.489168e-07
PCDH7	ENSG00000169851	-1.643497	3.371817e-10	2.116768e-07
SLC38A5	ENSG00000017483	-2.235059	2.86746e-10	1.881966e-07
GREB1L	ENSG00000141449	-2.620013	1.263188e-10	9.599562e-08
CBS	ENSG00000160200	-2.850684	3.632188e-11	2.913621e-08
ASNS	ENSG00000070669	-1.752582	1.508405e-11	1.620952e-08
AC021224.1	ENSG00000262477	-2.149054	1.6698e-12	2.678915e-09
SH3BP5-AS1	ENSG00000224660	-1.974059	9.836123e-13	1.779922e-09
PSAT1	ENSG00000135069	-1.860247	5.276533e-15	2.539595e-11
CCND2	ENSG00000118971	-1.897437	4.693579e-22	3.388529e-18
