gene_name	gene_id	log2FoldChange	pvalue	padj
GNPTG	ENSG00000090581	1.6748957435	5.937697e-35	3.877316e-31
TUBA3E	ENSG00000152086	3.2866338287	2.868913e-28	1.12404e-24
TM7SF2	ENSG00000149809	1.9980278739	4.359547e-28	1.423392e-24
TUBA3D	ENSG00000075886	3.2548826171	7.052462e-28	1.973682e-24
OCEL1	ENSG00000099330	2.0444538488	1.232639e-27	3.018425e-24
CHID1	ENSG00000177830	1.6800636716	1.153207e-26	2.259132e-23
TMEM179B	ENSG00000185475	1.664517274	4.509317e-25	8.030684e-22
CAPS	ENSG00000105519	1.9250628205	3.083968e-24	4.813829e-21
CERS4	ENSG00000090661	1.7011329343	3.194476e-24	4.813829e-21
DEGS2	ENSG00000168350	2.2990266121	3.626778e-24	4.900613e-21
CST3	ENSG00000101439	2.1304874416	3.752383e-24	4.900613e-21
MAN2B1	ENSG00000104774	1.7886885956	1.913174e-23	2.204652e-20
LHPP	ENSG00000107902	1.6252710327	2.524809e-23	2.747834e-20
GSTT1	ENSG00000184674	1.2130941799	5.560883e-22	4.951714e-19
HIST2H2AA4	ENSG00000203812	1.8623339369	8.5289e-22	7.264398e-19
RPL28	ENSG00000108107	1.818727405	3.009881e-21	2.358543e-18
MPND	ENSG00000008382	1.8179080082	3.995908e-21	3.010763e-18
CORO1B	ENSG00000172725	1.3598355613	6.933655e-21	5.030752e-18
CPB1	ENSG00000153002	3.7122384076	7.63133e-21	5.339206e-18
SLC41A3	ENSG00000114544	1.4173826947	8.544372e-21	5.579475e-18
DGAT1	ENSG00000185000	1.7240825799	1.454253e-20	9.18994e-18
EFCC1	ENSG00000114654	2.3923351727	5.000816e-20	2.881352e-17
AP1M2	ENSG00000129354	1.2892720547	7.630913e-20	4.271131e-17
PRDX2	ENSG00000167815	1.3739051656	1.089022e-19	5.926094e-17
CHMP2A	ENSG00000130724	1.2067875754	2.438438e-19	1.224846e-16
ZNHIT1	ENSG00000106400	1.4172598677	2.811836e-19	1.348817e-16
