term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
PAC013_U2OS_6H_K11_BRD-K53700261_10uM up	2189762e-3036-42b0-b939-f7d32f4e0a6f	250	1.0535047642519747e-35	1.7675755609857845e-29	6.639597254004577	64	PAC013	U2OS	6H	K11	BRD-K53700261	10uM	up
PAC069_U2OS_6H_C22_BRD-K98824517_20uM up	b98d461d-f8ba-47e4-a905-3447d355fc83	250	1.058097868349783e-34	8.876409470033038e-29	6.535853546910755	63	PAC069	U2OS	6H	C22	BRD-K98824517	20uM	up
PAC069_U2OS_6H_P09_STK-397047_20uM up	9d79c2cf-cc06-4a15-b326-ce3e2406854c	250	9.926338618717623e-33	5.551486855392508e-27	6.3283661327231115	61	PAC069	U2OS	6H	P09	STK-397047	20uM	up
ASG003_XC.P909_24H_L04_entinostat_10uM up	96ea9d02-6452-4401-86f6-f5ae3b098ed1	250	9.267774048106588e-32	3.8873794091958683e-26	6.224622425629291	60	ASG003	XC.P909	24H	L04	entinostat	10uM	up
PAC069_U2OS_6H_L22_BRD-K06765193_20uM up	ef28fecb-e5f9-42c6-91f0-65e31a3cfdb6	250	8.441127901953333e-31	2.0232237999338301e-25	6.12087871853547	59	PAC069	U2OS	6H	L22	BRD-K06765193	20uM	up
XPR020_BICR6.311_96H_I08_ALAS1 down	558f71b4-0942-4da5-8961-4aad2405953f	250	8.441127901953333e-31	2.0232237999338301e-25	6.12087871853547	59	XPR020	BICR6.311	96H	I08	ALAS1	N/A	down
PAC001_U2OS_6H_I12_BRD-K68552125_8uM up	89601b3e-55b7-43a3-8faa-96f37e5d4fe1	250	8.441127901953333e-31	2.0232237999338301e-25	6.12087871853547	59	PAC001	U2OS	6H	I12	BRD-K68552125	8uM	up
PAC013_U2OS_6H_J02_BRD-K69672299_10uM down	da262ce1-ff09-45ad-a206-1f17f9e02eaa	250	7.498269733272662e-30	1.5725793062291923e-24	6.017135011441647	58	PAC013	U2OS	6H	J02	BRD-K69672299	10uM	down
ASG003_XC.P914_24H_N17_trametinib_1.11uM up	d9c61a06-34a6-4aad-ab2f-e917fc14b613	250	6.494563156909292e-29	9.080508781231828e-24	5.913391304347826	57	ASG003	XC.P914	24H	N17	trametinib	1.11uM	up
PAC013_U2OS_6H_H02_BRD-K71839385_10uM down	6726d9c8-0e4a-4f82-98a4-bd6ff70ea8bd	250	6.494563156909292e-29	9.080508781231828e-24	5.913391304347826	57	PAC013	U2OS	6H	H02	BRD-K71839385	10uM	down
PAC069_U2OS_6H_J03_BRD-K65258912_20uM down	af4d1d04-b8fb-4d47-aa0d-c7c82516c5c5	250	6.494563156909292e-29	9.080508781231828e-24	5.913391304347826	57	PAC069	U2OS	6H	J03	BRD-K65258912	20uM	down
PAC013_U2OS_6H_B10_BRD-K88597074_10uM down	4be9d94e-26ca-481d-aed8-024edd65241c	250	6.494563156909292e-29	9.080508781231828e-24	5.913391304347826	57	PAC013	U2OS	6H	B10	BRD-K88597074	10uM	down
PAC013_U2OS_6H_J11_BRD-K04007716_10uM up	c4d88d57-6ff2-46e9-9d49-58140b191ff7	250	5.483472205863217e-28	4.600098542179167e-23	5.8096475972540045	56	PAC013	U2OS	6H	J11	BRD-K04007716	10uM	up
PAC069_U2OS_6H_D06_BRD-K06748700_20uM up	52e4d85b-59f3-4dde-a417-58d0e5c7de07	250	5.483472205863217e-28	4.600098542179167e-23	5.8096475972540045	56	PAC069	U2OS	6H	D06	BRD-K06748700	20uM	up
PAC069_U2OS_6H_E12_BRD-K34968258_20uM up	ee340789-34bf-43c1-bf6b-75d08f14cb53	250	5.483472205863217e-28	4.600098542179167e-23	5.8096475972540045	56	PAC069	U2OS	6H	E12	BRD-K34968258	20uM	up
CPC006_A375_6H_J09_YM-155_0.3uM up	4d5d1636-e920-45d9-9639-818a1a388454	250	5.483472205863217e-28	4.600098542179167e-23	5.8096475972540045	56	CPC006	A375	6H	J09	YM-155	0.3uM	up
PAC040_U2OS_6H_E03_BRD-K83833383_10uM down	23fb95e2-4ff7-4fd4-8f26-b036b6eaf3e4	250	5.483472205863217e-28	4.600098542179167e-23	5.8096475972540045	56	PAC040	U2OS	6H	E03	BRD-K83833383	10uM	down
LKCP001_A549_6H_O22_cobimetinib_10uM down	ac9f4505-43ad-4d0e-a45f-fa8bd99eb1cc	250	5.483472205863217e-28	4.600098542179167e-23	5.8096475972540045	56	LKCP001	A549	6H	O22	cobimetinib	10uM	down
CPC002_HA1E_6H_N01_vincristine_10uM up	e2ec7120-8ce6-4187-a7aa-77814c4b31b9	250	5.483472205863217e-28	4.600098542179167e-23	5.8096475972540045	56	CPC002	HA1E	6H	N01	vincristine	10uM	up
XPR019_A375.311_96H_H08_LRMP down	5a544e30-695e-46b7-aa77-a51d99274ee2	250	5.483472205863217e-28	4.600098542179167e-23	5.8096475972540045	56	XPR019	A375.311	96H	H08	LRMP	N/A	down
ASG003_XC.P912_24H_N20_PD-0325901_1.11uM up	72fc81b2-57ea-4c42-afae-385fcbe66647	250	4.511928450652444e-27	2.4419793916602977e-22	5.705903890160184	55	ASG003	XC.P912	24H	N20	PD-0325901	1.11uM	up
PAC001_U2OS_6H_M12_ZM-336372_12.5uM up	d006cfe9-e1d2-4b05-93ef-79e9496c315a	250	4.511928450652444e-27	2.4419793916602977e-22	5.705903890160184	55	PAC001	U2OS	6H	M12	ZM-336372	12.5uM	up
CPC006_HCC515_6H_D20_BRD-K07303502_80uM down	b6958d0a-cafc-4fb5-93a8-dfde6a5eabc6	250	4.511928450652444e-27	2.4419793916602977e-22	5.705903890160184	55	CPC006	HCC515	6H	D20	BRD-K07303502	80uM	down
PAC040_U2OS_6H_D03_BRD-K22698363_10uM down	bf300e2f-8c2e-48db-bf59-b00fe1755adb	250	4.511928450652444e-27	2.4419793916602977e-22	5.705903890160184	55	PAC040	U2OS	6H	D03	BRD-K22698363	10uM	down
PAC069_U2OS_6H_L20_BRD-K30804015_20uM up	41b42786-c442-4885-af72-2e219ee2497e	250	4.511928450652444e-27	2.4419793916602977e-22	5.705903890160184	55	PAC069	U2OS	6H	L20	BRD-K30804015	20uM	up
LJP007_HELA_24H_O01_PD-0325901_10uM up	9be1fbb6-76fc-419c-bf05-88c0a1bf0f7a	250	4.511928450652444e-27	2.4419793916602977e-22	5.705903890160184	55	LJP007	HELA	24H	O01	PD-0325901	10uM	up
FIBR012_MCLF015CN_6H_B08_ASN-05257430_4uM up	196ec852-cc83-43a7-a3cf-d42cb4b3775e	250	4.511928450652444e-27	2.4419793916602977e-22	5.705903890160184	55	FIBR012	MCLF015CN	6H	B08	ASN-05257430	4uM	up
PAC040_U2OS_6H_A16_BRD-K98953112_10uM down	17e7f741-5062-46f6-bfa6-5dc079ce3730	250	4.511928450652444e-27	2.4419793916602977e-22	5.705903890160184	55	PAC040	U2OS	6H	A16	BRD-K98953112	10uM	down
