term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
PAC005_U2OS_6H_A14_trifluoperazine_20uM up	e057ea53-9e39-4bd4-b6f2-62728bf65c2b	250	5.555979655019122e-43	9.321850445089359e-37	26.012459016393443	35	PAC005	U2OS	6H	A14	trifluoperazine	20uM	up
PAC001_U2OS_6H_I12_BRD-K68552125_8uM up	89601b3e-55b7-43a3-8faa-96f37e5d4fe1	250	2.341796250537158e-39	9.822693645331242e-34	24.52603278688525	33	PAC001	U2OS	6H	I12	BRD-K68552125	8uM	up
CRCGN004_HMELZ_6H_B08_doxorubicin_10uM down	b565488f-3c1e-42bc-839d-b9c6219ea08f	250	2.341796250537158e-39	9.822693645331242e-34	24.52603278688525	33	CRCGN004	HMELZ	6H	B08	doxorubicin	10uM	down
PAC069_U2OS_6H_L22_BRD-K06765193_20uM up	ef28fecb-e5f9-42c6-91f0-65e31a3cfdb6	250	2.341796250537158e-39	9.822693645331242e-34	24.52603278688525	33	PAC069	U2OS	6H	L22	BRD-K06765193	20uM	up
CPC006_A375_6H_J09_YM-155_0.3uM up	4d5d1636-e920-45d9-9639-818a1a388454	250	1.3686790246088965e-37	2.2963765108839297e-32	23.78281967213115	32	CPC006	A375	6H	J09	YM-155	0.3uM	up
CRCGN004_HMELZ_6H_L10_kepone_20uM up	68a0b12e-0635-4212-b67e-792e43a958ab	250	1.3686790246088965e-37	2.2963765108839297e-32	23.78281967213115	32	CRCGN004	HMELZ	6H	L10	kepone	20uM	up
HOG001_A549_6H_G22_BRD-A15079084_0.002uM up	938fab2b-a8a9-472b-b4a7-7f3372521650	250	1.3686790246088965e-37	2.2963765108839297e-32	23.78281967213115	32	HOG001	A549	6H	G22	BRD-A15079084	0.002uM	up
PAC004_U2OS_6H_A14_trifluoperazine_20uM up	92411299-727d-48e9-8535-6bfd839410e2	250	1.3686790246088965e-37	2.2963765108839297e-32	23.78281967213115	32	PAC004	U2OS	6H	A14	trifluoperazine	20uM	up
PAC005_U2OS_6H_C02_tetrindole_10uM up	ddfe9c70-8859-46a7-8a4c-98038c0abeaa	250	1.3686790246088965e-37	2.2963765108839297e-32	23.78281967213115	32	PAC005	U2OS	6H	C02	tetrindole	10uM	up
FIBR010_MCLF123SZ_6H_N15_narciclasine_0.37uM up	04b5e59c-bf6a-4320-bdda-597aa35b156d	250	1.3686790246088965e-37	2.2963765108839297e-32	23.78281967213115	32	FIBR010	MCLF123SZ	6H	N15	narciclasine	0.37uM	up
PAC005_U2OS_6H_L04_BRD-A80968824_10uM up	66e62a7f-b117-499d-a25c-b55e2b6dd5c2	250	7.461387762718311e-36	6.259376847613798e-31	23.03960655737705	31	PAC005	U2OS	6H	L04	BRD-A80968824	10uM	up
CPC020_HA1E_6H_E23_I-606051_10uM up	4258f0ea-92f4-46ae-b8d3-7aa37b4b07ad	250	7.461387762718311e-36	6.259376847613798e-31	23.03960655737705	31	CPC020	HA1E	6H	E23	I-606051	10uM	up
PAC005_U2OS_6H_H07_BRD-A67552019_8uM up	54253045-cd40-4b9e-b495-4cc534783f2f	250	7.461387762718311e-36	6.259376847613798e-31	23.03960655737705	31	PAC005	U2OS	6H	H07	BRD-A67552019	8uM	up
PAC005_U2OS_6H_H04_alvespimycin_20uM up	845f1f31-ad11-4e05-b3cc-2b115bd23cd8	250	7.461387762718311e-36	6.259376847613798e-31	23.03960655737705	31	PAC005	U2OS	6H	H04	alvespimycin	20uM	up
PAC002_U2OS_6H_A14_trifluoperazine_20uM up	2f7a4db2-5ec0-4d79-aaf7-b00f51854ca4	250	7.461387762718311e-36	6.259376847613798e-31	23.03960655737705	31	PAC002	U2OS	6H	A14	trifluoperazine	20uM	up
