term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
PAC049_U2OS_6H_C22_BRD-K99078335_10uM down	85eea65d-5344-4e84-a3cc-5f94cfe6deed	250	7.434070242729432e-47	1.2472920223602655e-40	2.5829055978800928	172	PAC049	U2OS	6H	C22	BRD-K99078335	10uM	down
PAC057_U2OS_6H_F13_BRD-K62063025_10uM up	833746ad-e81c-450b-8c23-003966838063	250	5.2711048584561195e-42	4.4219430435209846e-36	2.4928042398145083	166	PAC057	U2OS	6H	F13	BRD-K62063025	10uM	up
PAC049_U2OS_6H_C19_BRD-K18136154_10uM down	08a2d0b9-db54-444a-ab0c-9b71df128563	250	1.8761515362016368e-40	1.0492721427322625e-34	2.462770453792647	164	PAC049	U2OS	6H	C19	BRD-K18136154	10uM	down
PAC050_U2OS_6H_G18_BRD-K87853964_10uM down	e3e678fd-a41c-4e12-b572-936a961ce027	250	1.088611488070407e-39	4.5661944943549235e-34	2.447753560781716	163	PAC050	U2OS	6H	G18	BRD-K87853964	10uM	down
PAC057_U2OS_6H_C06_BRD-K28049955_10uM down	5bd53bd3-e8bd-4bc8-918b-086f7a9142a9	250	3.4684546629021193e-38	8.313415108129272e-33	2.4177197747598544	161	PAC057	U2OS	6H	C06	BRD-K28049955	10uM	down
PAC050_U2OS_6H_G17_BRD-K97562463_10uM down	2823ba6b-ac7e-4c0b-aff6-615c2e3a2cc3	250	3.4684546629021193e-38	8.313415108129272e-33	2.4177197747598544	161	PAC050	U2OS	6H	G17	BRD-K97562463	10uM	down
PAC049_U2OS_6H_L13_BRD-K86467057_10uM up	160e4b41-31fb-4299-88f5-e0e4c05ce64b	250	3.4684546629021193e-38	8.313415108129272e-33	2.4177197747598544	161	PAC049	U2OS	6H	L13	BRD-K86467057	10uM	up
PAC057_U2OS_6H_H09_BRD-K08799867_10uM down	73d315e5-833e-440b-9067-21cb84394695	250	1.9049057136552635e-37	3.551178145443744e-32	2.4027028817489233	160	PAC057	U2OS	6H	H09	BRD-K08799867	10uM	down
PAC057_U2OS_6H_G13_BRD-K68279832_10uM up	f8808867-a449-4361-ae3a-bfbd9da78d92	250	1.9049057136552635e-37	3.551178145443744e-32	2.4027028817489233	160	PAC057	U2OS	6H	G13	BRD-K68279832	10uM	up
PAC050_U2OS_6H_I09_BRD-K79887921_10uM down	1858ac93-dc2d-4534-81af-73e2368c462d	250	1.027382365062461e-36	1.7237472690136222e-31	2.3876859887379926	159	PAC050	U2OS	6H	I09	BRD-K79887921	10uM	down
PAC057_U2OS_6H_K10_BRD-K29827452_10uM up	7e63be36-34da-4999-a6a2-a05466e7b4b9	250	5.441869227590194e-36	8.30035945399724e-31	2.372669095727062	158	PAC057	U2OS	6H	K10	BRD-K29827452	10uM	up
PAC057_U2OS_6H_D06_BRD-K15232561_10uM down	7cea39d0-22f0-437b-8c84-2c6ef58b391f	250	2.831107489257351e-35	3.958371917511191e-30	2.3576522027161313	157	PAC057	U2OS	6H	D06	BRD-K15232561	10uM	down
PAC057_U2OS_6H_I17_BRD-K04262969_10uM up	85419845-bc17-4fab-98ce-7919c6c78555	250	7.262444457499432e-34	7.615603514384272e-29	2.32761841669427	155	PAC057	U2OS	6H	I17	BRD-K04262969	10uM	up
PAC048_U2OS_6H_J03_BRD-K25031780_10uM down	2a26b6dd-c553-4873-8c7b-4ddc384048e1	250	7.262444457499432e-34	7.615603514384272e-29	2.32761841669427	155	PAC048	U2OS	6H	J03	BRD-K25031780	10uM	down
PAC047_U2OS_6H_H02_BRD-K91359405_10uM down	407ac332-dd8c-4ad7-a948-2b30ea1bdbc7	250	7.262444457499432e-34	7.615603514384272e-29	2.32761841669427	155	PAC047	U2OS	6H	H02	BRD-K91359405	10uM	down
PAC050_U2OS_6H_A16_BRD-K58208155_10uM up	9cf83780-a3be-4277-b301-cd2722359a87	250	7.262444457499432e-34	7.615603514384272e-29	2.32761841669427	155	PAC050	U2OS	6H	A16	BRD-K58208155	10uM	up
PAC057_U2OS_6H_E11_BRD-K34332181_10uM up	c5ae45f4-39b6-40b6-bef9-cf64a4b1ab68	250	3.581496281539944e-33	3.5347366874406628e-28	2.312601523683339	154	PAC057	U2OS	6H	E11	BRD-K34332181	10uM	up
