term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
PAC049_U2OS_6H_C22_BRD-K99078335_10uM down	85eea65d-5344-4e84-a3cc-5f94cfe6deed	250	2.005660801701951e-50	3.365107721399542e-44	2.6686175580222	175	PAC049	U2OS	6H	C22	BRD-K99078335	10uM	down
PAC049_U2OS_6H_C19_BRD-K18136154_10uM down	08a2d0b9-db54-444a-ab0c-9b71df128563	250	7.394687248800075e-48	6.203421619736504e-42	2.622869828456105	172	PAC049	U2OS	6H	C19	BRD-K18136154	10uM	down
PAC050_U2OS_6H_G17_BRD-K97562463_10uM down	2823ba6b-ac7e-4c0b-aff6-615c2e3a2cc3	250	5.099537741510766e-47	2.852009973465157e-41	2.607620585267407	171	PAC050	U2OS	6H	G17	BRD-K97562463	10uM	down
PAC050_U2OS_6H_I09_BRD-K79887921_10uM down	1858ac93-dc2d-4534-81af-73e2368c462d	250	3.449563792476186e-46	1.4469238447088768e-40	2.5923713420787085	170	PAC050	U2OS	6H	I09	BRD-K79887921	10uM	down
PAC057_U2OS_6H_F13_BRD-K62063025_10uM up	833746ad-e81c-450b-8c23-003966838063	250	1.4904251180321429e-44	4.167737858599866e-39	2.5618728557013117	168	PAC057	U2OS	6H	F13	BRD-K62063025	10uM	up
PAC050_U2OS_6H_G18_BRD-K87853964_10uM down	e3e678fd-a41c-4e12-b572-936a961ce027	250	1.4904251180321429e-44	4.167737858599866e-39	2.5618728557013117	168	PAC050	U2OS	6H	G18	BRD-K87853964	10uM	down
PAC057_U2OS_6H_G13_BRD-K68279832_10uM up	f8808867-a449-4361-ae3a-bfbd9da78d92	250	2.2187327678496624e-41	5.3180013308028615e-36	2.5008758829465187	164	PAC057	U2OS	6H	G13	BRD-K68279832	10uM	up
PAC057_U2OS_6H_I17_BRD-K04262969_10uM up	85419845-bc17-4fab-98ce-7919c6c78555	250	7.657482741297936e-40	1.4275292034181537e-34	2.470377396569122	162	PAC057	U2OS	6H	I17	BRD-K04262969	10uM	up
PAC057_U2OS_6H_H09_BRD-K08799867_10uM down	73d315e5-833e-440b-9067-21cb84394695	250	7.657482741297936e-40	1.4275292034181537e-34	2.470377396569122	162	PAC057	U2OS	6H	H09	BRD-K08799867	10uM	down
PAC046_U2OS_6H_E13_BRD-K66836247_10uM up	c2dab4a0-467d-4067-a29d-a1c83669b6de	250	4.376433125811054e-39	6.119001150542846e-34	2.455128153380424	161	PAC046	U2OS	6H	E13	BRD-K66836247	10uM	up
