term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
XPR015_HT29.311_96H_C22_ALDH7A1 down	b89566d6-dae5-45be-a033-993d1d59ef3e	250	1.545756940027318e-56	2.5934787227625345e-50	11.849181818181817	69	XPR015	HT29.311	96H	C22	ALDH7A1	N/A	down
XPR019_HT29.311_96H_K21_KIRREL2 up	32f3f786-8eb1-4183-b141-f98a4f959f79	250	3.33863997145039e-55	1.867195612433107e-49	11.677454545454545	68	XPR019	HT29.311	96H	K21	KIRREL2	N/A	up
XPR015_HT29.311_96H_I16_CSGALNACT1 up	5268bded-9afd-4ea7-8e3b-7959d8a00546	250	3.33863997145039e-55	1.867195612433107e-49	11.677454545454545	68	XPR015	HT29.311	96H	I16	CSGALNACT1	N/A	up
REP.B006_HA1E_24H_N13_AV-412_2.22uM up	4b678e4a-2cde-45ac-b962-312c3d74230e	250	7.028932788655924e-54	1.6847397967815503e-48	11.505727272727272	67	REP.B006	HA1E	24H	N13	AV-412	2.22uM	up
XPR035_HT29.311_96H_I11_CDC7 up	765bac57-13ab-4ada-b28f-92c8471e7dd6	250	7.028932788655924e-54	1.6847397967815503e-48	11.505727272727272	67	XPR035	HT29.311	96H	I11	CDC7	N/A	up
XPR015_HT29.311_96H_M23_CR1 up	aa03cc5f-8891-4692-8df7-6633bb5d5f86	250	7.028932788655924e-54	1.6847397967815503e-48	11.505727272727272	67	XPR015	HT29.311	96H	M23	CR1	N/A	up
XPR022_HT29.311_96H_L16_RFX5 up	a670c304-ac91-4679-8573-b138372ced45	250	7.028932788655924e-54	1.6847397967815503e-48	11.505727272727272	67	XPR022	HT29.311	96H	L16	RFX5	N/A	up
XPR015_HT29.311_96H_B14_DHRS11 down	4084fe5b-0ef7-42ef-b195-f8d9da73b149	250	1.4422202656182927e-52	2.4197643727557e-47	11.334	66	XPR015	HT29.311	96H	B14	DHRS11	N/A	down
XPR015_HT29.311_96H_O23_COLEC11 up	88eb540f-ef73-47e7-abd0-f7980118698c	250	1.4422202656182927e-52	2.4197643727557e-47	11.334	66	XPR015	HT29.311	96H	O23	COLEC11	N/A	up
REP.A022_HA1E_24H_D13_BRD-K68552125_8uM up	e01c69c7-c76c-413d-ba7e-2ee5b130df7e	250	1.4422202656182927e-52	2.4197643727557e-47	11.334	66	REP.A022	HA1E	24H	D13	BRD-K68552125	8uM	up
XPR021_HT29.311_96H_N03_RRM1 up	b3eff888-23a3-47f9-ae71-89dcb5a06578	250	2.8835278796994683e-51	4.031664578499305e-46	11.162272727272727	65	XPR021	HT29.311	96H	N03	RRM1	N/A	up
XPR021_HT29.311_96H_O21_MYC up	ee61780f-3845-4ab5-9360-5033b1d4f477	250	2.8835278796994683e-51	4.031664578499305e-46	11.162272727272727	65	XPR021	HT29.311	96H	O21	MYC	N/A	up
XPR035_HT29.311_96H_K09_CDC7 up	10ab0d4a-805e-49b3-a97e-51d4fec0f0a5	250	5.616837792273427e-50	5.889974082540824e-45	10.990545454545455	64	XPR035	HT29.311	96H	K09	CDC7	N/A	up
XPR015_HT29.311_96H_O06_YARS up	398a5c58-4e13-4c08-b112-aa92b954fa37	250	5.616837792273427e-50	5.889974082540824e-45	10.990545454545455	64	XPR015	HT29.311	96H	O06	YARS	N/A	up
XPR015_HT29.311_96H_G03_CRB1 down	b2f72fb7-9bc7-404b-be2a-533b853a2e46	250	5.616837792273427e-50	5.889974082540824e-45	10.990545454545455	64	XPR015	HT29.311	96H	G03	CRB1	N/A	down
XPR035_HT29.311_96H_P02_VRK2 down	f10dc5a1-ecfc-4269-b6f4-52b87567e761	250	5.616837792273427e-50	5.889974082540824e-45	10.990545454545455	64	XPR035	HT29.311	96H	P02	VRK2	N/A	down
XPR015_HT29.311_96H_L16_ALDH3A1 up	5a48f928-8816-4b5b-ab15-d0f7aac52aaf	250	1.0657523716725917e-48	7.152498631816531e-44	10.818818181818182	63	XPR015	HT29.311	96H	L16	ALDH3A1	N/A	up
XPR022_HT29.311_96H_I06_ASNS up	4cab7da5-2bcc-4600-8b30-b6401b840926	250	1.0657523716725917e-48	7.152498631816531e-44	10.818818181818182	63	XPR022	HT29.311	96H	I06	ASNS	N/A	up
XPR021_HT29.311_96H_H24_NUPL2 down	22a90863-a426-4c7d-88a3-cf57e160625e	250	1.0657523716725917e-48	7.152498631816531e-44	10.818818181818182	63	XPR021	HT29.311	96H	H24	NUPL2	N/A	down
XPR014_HT29.311_96H_B21_CHMP2A up	77604c9d-c849-4698-b0ac-1271275b58ec	250	1.0657523716725917e-48	7.152498631816531e-44	10.818818181818182	63	XPR014	HT29.311	96H	B21	CHMP2A	N/A	up
XPR024_HT29.311_96H_J14_PDPK1 up	2ef2b800-fc6b-47be-9576-e7f2c581530c	250	1.0657523716725917e-48	7.152498631816531e-44	10.818818181818182	63	XPR024	HT29.311	96H	J14	PDPK1	N/A	up
XPR014_HT29.311_96H_B09_STK25 up	4f399d4c-6357-4243-a3b2-db6b40942d41	250	1.0657523716725917e-48	7.152498631816531e-44	10.818818181818182	63	XPR014	HT29.311	96H	B09	STK25	N/A	up
XPR014_HT29.311_96H_O06_CEACAM16 up	56624860-584f-4d6c-b23d-f5312faf8974	250	1.0657523716725917e-48	7.152498631816531e-44	10.818818181818182	63	XPR014	HT29.311	96H	O06	CEACAM16	N/A	up
XPR015_HT29.311_96H_K23_COPG1 up	1987f13a-f24c-498d-ba29-8ba995eaffab	250	1.0657523716725917e-48	7.152498631816531e-44	10.818818181818182	63	XPR015	HT29.311	96H	K23	COPG1	N/A	up
ASG002_TC32_24H_F19_alectinib_10uM up	f121927d-1f65-43c3-b815-771696e5f822	250	1.0657523716725917e-48	7.152498631816531e-44	10.818818181818182	63	ASG002	TC32	24H	F19	alectinib	10uM	up
XPR026_HT29.311_96H_M11_TMA7 up	35dd84a0-ab41-4535-a348-a43a7530e46d	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR026	HT29.311	96H	M11	TMA7	N/A	up
XPR015_HT29.311_96H_I23_CORO1A up	3369ff2a-d901-4777-b58f-a60ef91aaa65	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR015	HT29.311	96H	I23	CORO1A	N/A	up
XPR024_HT29.311_96H_L18_SORL1 up	2a62bcf7-fee7-4143-aa08-2ca0cae61b16	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR024	HT29.311	96H	L18	SORL1	N/A	up
XPR027_HT29.311_96H_O18_WDR72 down	f0990ad0-915e-4830-b221-e58fa11fa1d9	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR027	HT29.311	96H	O18	WDR72	N/A	down
CEGS002_HIMG002_24H_P07_methylphenidate_25uM up	35ab7456-00bd-4dd2-9f16-dbeddb49d11d	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	CEGS002	HIMG002	24H	P07	methylphenidate	25uM	up
XPR015_HT29.311_96H_C20_CUEDC1 down	a19eb5f3-ffb4-4983-85fb-7d04d4013687	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR015	HT29.311	96H	C20	CUEDC1	N/A	down
XPR014_HT29.311_96H_B03_CCNA2 up	3f73485d-58f2-446b-bb29-80668b989384	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR014	HT29.311	96H	B03	CCNA2	N/A	up
XPR020_HT29.311_96H_G08_MED12 up	d20b9be7-8141-4c71-ac21-c9b5b29b2f81	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR020	HT29.311	96H	G08	MED12	N/A	up
XPR008_HT29.311_96H_I15_BCL2L1 up	7f632874-683d-4b56-91ec-55bb05bf25e3	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR008	HT29.311	96H	I15	BCL2L1	N/A	up
XPR036_HT29.311_96H_I04_CROT down	1c1615ab-449c-403a-a96e-9830401a4648	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR036	HT29.311	96H	I04	CROT	N/A	down
XPR008_HT29.311_96H_K08_ARF1 up	875af373-e463-44e2-987f-bb1f4350c1dd	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR008	HT29.311	96H	K08	ARF1	N/A	up
XPR035_HT29.311_96H_L15_PFKM up	9614f6e6-c4a3-4a8f-a443-bdb8ecf60833	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR035	HT29.311	96H	L15	PFKM	N/A	up
XPR015_HT29.311_96H_G05_CPE down	0b806ff4-44a8-48ce-877d-11bcea18f0c6	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR015	HT29.311	96H	G05	CPE	N/A	down
LJP008_CD34_24H_N13_garcinol_10uM up	e97086fa-f0fc-4f1a-917b-91e74faea160	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	LJP008	CD34	24H	N13	garcinol	10uM	up
XPR020_HT29.311_96H_O24_MED12 up	fa551bdb-3203-4781-81ed-37a1f0acc8e4	250	1.9694073285197248e-47	8.260703657067592e-43	10.64709090909091	62	XPR020	HT29.311	96H	O24	MED12	N/A	up
XPR014_HT29.311_96H_G22_CEACAM6 down	2ce92ba4-e411-45db-8e3f-04d6e7c46984	250	3.543595696885552e-46	1.0616897461094757e-41	10.475363636363635	61	XPR014	HT29.311	96H	G22	CEACAM6	N/A	down
XPR017_HT29.311_96H_A06_HAPLN1 down	231fbcb1-985f-42db-bd9b-21b96f465b51	250	3.543595696885552e-46	1.0616897461094757e-41	10.475363636363635	61	XPR017	HT29.311	96H	A06	HAPLN1	N/A	down
XPR014_HT29.311_96H_L13_CEP170 down	f0d42f3b-5440-4b4d-99c3-288c89e822b3	250	3.543595696885552e-46	1.0616897461094757e-41	10.475363636363635	61	XPR014	HT29.311	96H	L13	CEP170	N/A	down
XPR014_HT29.311_96H_E05_KCNC3 down	655db061-11e4-456a-aa46-ff5ee6da7d41	250	3.543595696885552e-46	1.0616897461094757e-41	10.475363636363635	61	XPR014	HT29.311	96H	E05	KCNC3	N/A	down
REP.A015_HELA_24H_E10_epirubicin_0.37uM up	70699aab-d0bd-40f0-ada8-8d630614a8e3	250	3.543595696885552e-46	1.0616897461094757e-41	10.475363636363635	61	REP.A015	HELA	24H	E10	epirubicin	0.37uM	up
REP.A022_HA1E_24H_D15_BRD-K68552125_0.74uM up	c7173499-df0a-4123-9ee0-e88295a07ce8	250	3.543595696885552e-46	1.0616897461094757e-41	10.475363636363635	61	REP.A022	HA1E	24H	D15	BRD-K68552125	0.74uM	up
XPR015_HT29.311_96H_A08_CSF2RA down	94cda83a-e464-4b10-8935-89698b1ef837	250	3.543595696885552e-46	1.0616897461094757e-41	10.475363636363635	61	XPR015	HT29.311	96H	A08	CSF2RA	N/A	down
XPR035_HT29.311_96H_H23_EIF2AK1 down	41b7a740-b257-4e37-a598-7cd936583911	250	3.543595696885552e-46	1.0616897461094757e-41	10.475363636363635	61	XPR035	HT29.311	96H	H23	EIF2AK1	N/A	down
XPR014_HT29.311_96H_C21_CD58 up	bc9f42a6-54d9-4c30-b5b3-7b74c6d961a8	250	3.543595696885552e-46	1.0616897461094757e-41	10.475363636363635	61	XPR014	HT29.311	96H	C21	CD58	N/A	up
XPR011_HT29.311_96H_N09_POLE up	864812f2-afd9-42f0-957e-19c383bc8e0c	250	3.543595696885552e-46	1.0616897461094757e-41	10.475363636363635	61	XPR011	HT29.311	96H	N09	POLE	N/A	up
