term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
REP.B012_MCF10A_24H_O19_cobimetinib_2.22uM down	0ac859d6-9ae0-4f37-a1c9-e0be0974bc43	250	1.548237722007408e-35	1.2988204955863196e-29	16.129153846153848	37	REP.B012	MCF10A	24H	O19	cobimetinib	2.22uM	down
ERG005_VCAP_24H_J08_fluphenazine_4uM up	985ddc0f-365d-4c7e-9bf8-9ae821af49a1	250	1.548237722007408e-35	1.2988204955863196e-29	16.129153846153848	37	ERG005	VCAP	24H	J08	fluphenazine	4uM	up
REP.A012_MCF10A_24H_O20_cobimetinib_3.33uM down	f5a3f2a6-129c-416f-acc7-0f525bc30cc1	250	4.400013398984143e-34	2.4607881602941966e-28	15.69323076923077	36	REP.A012	MCF10A	24H	O20	cobimetinib	3.33uM	down
REP.B012_HUVEC.A_24H_O20_cobimetinib_0.74uM down	52bd4970-8f59-4dcd-b92e-a8cced422366	250	1.1930386111931344e-32	3.336143578421495e-27	15.257307692307693	35	REP.B012	HUVEC.A	24H	O20	cobimetinib	0.74uM	down
ERG005_VCAP_24H_C02_wortmannin_20uM down	c5e0824f-b0d0-4d39-8973-37155ba48a20	250	1.1930386111931344e-32	3.336143578421495e-27	15.257307692307693	35	ERG005	VCAP	24H	C02	wortmannin	20uM	down
REP.B012_MCF10A_24H_O20_cobimetinib_0.74uM down	b25d1a7e-4dcd-4641-be53-a414e5bbcf59	250	1.1930386111931344e-32	3.336143578421495e-27	15.257307692307693	35	REP.B012	MCF10A	24H	O20	cobimetinib	0.74uM	down
REP.B017_MCF10A_24H_I08_Ro-4987655_0.74uM down	f06a9cff-2e7a-499a-b1d3-fcfeb334fae8	250	3.0846672177442387e-31	3.9811308317441323e-26	14.821384615384616	34	REP.B017	MCF10A	24H	I08	Ro-4987655	0.74uM	down
ERG005_VCAP_24H_J05_estradiol_4uM down	c3a6c9c5-f6c8-433c-9c44-e85832964bd1	250	3.0846672177442387e-31	3.9811308317441323e-26	14.821384615384616	34	ERG005	VCAP	24H	J05	estradiol	4uM	down
REP.B018_A375_24H_J19_AMG-232_2.22uM down	7a22bf9b-7a60-4f5c-aa81-418f0758fe2f	250	3.0846672177442387e-31	3.9811308317441323e-26	14.821384615384616	34	REP.B018	A375	24H	J19	AMG-232	2.22uM	down
REP.B009_MCF10A_24H_G19_TAK-733_2.22uM down	f3bb446f-9283-4ab4-91a7-2b9a68b6fbda	250	3.0846672177442387e-31	3.9811308317441323e-26	14.821384615384616	34	REP.B009	MCF10A	24H	G19	TAK-733	2.22uM	down
