term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
FIBR039_MCLF056CN_6H_H17_CD-1530_4uM up	b4ebb09a-7c75-4bd8-a90b-0b62cf7df92c	250	3.901303283065017e-21	6.545626154842901e-15	11.027675675675676	27	FIBR039	MCLF056CN	6H	H17	CD-1530	4uM	up
LKCP001_A549_6H_J16_fulvestrant_10uM up	a1c1b120-897d-4d01-b945-3326c2e82b60	250	6.162980197896391e-20	3.4467596636438515e-14	10.619243243243243	26	LKCP001	A549	6H	J16	fulvestrant	10uM	up
PAC016_U2OS_6H_F04_BRD-K45361857_10uM down	e62baf09-0a27-490d-827b-0619f011bf97	250	6.162980197896391e-20	3.4467596636438515e-14	10.619243243243243	26	PAC016	U2OS	6H	F04	BRD-K45361857	10uM	down
CPC019_MCF7_6H_F13_RJC-00245SC_10uM up	1df5d277-eaf8-403f-9f6d-a353316c7d93	250	9.223497419363579e-19	1.9344037609619137e-13	10.21081081081081	25	CPC019	MCF7	6H	F13	RJC-00245SC	10uM	up
PAC067_U2OS_6H_I17_BRD-K32040515_10uM up	9ee36d97-1dff-418a-8f44-39f99e3cf042	250	9.223497419363579e-19	1.9344037609619137e-13	10.21081081081081	25	PAC067	U2OS	6H	I17	BRD-K32040515	10uM	up
PAC067_U2OS_6H_L01_thioridazine_20uM up	6094cd09-158c-4d07-943d-ba48247ffbae	250	9.223497419363579e-19	1.9344037609619137e-13	10.21081081081081	25	PAC067	U2OS	6H	L01	thioridazine	20uM	up
LJP005_HS578T_24H_C03_PD-0325901_1.11uM up	a1366ee7-db05-42f0-8d9f-7c09af41f0a9	250	9.223497419363579e-19	1.9344037609619137e-13	10.21081081081081	25	LJP005	HS578T	24H	C03	PD-0325901	1.11uM	up
PAC040_U2OS_6H_K04_BRD-K77834935_10uM up	d9e1cc24-99f8-4476-94dd-ea50e1636d27	250	9.223497419363579e-19	1.9344037609619137e-13	10.21081081081081	25	PAC040	U2OS	6H	K04	BRD-K77834935	10uM	up
LKCP002_U2OS_48H_L10_fluvastatin_10uM up	37710ea1-2be9-4078-ba8e-12400e1466a9	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	LKCP002	U2OS	48H	L10	fluvastatin	10uM	up
LCP001_MCF10A.WT_12H_N10_LGK-974_10uM up	5e1f91e4-878e-4105-b871-81394eab2531	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	LCP001	MCF10A.WT	12H	N10	LGK-974	10uM	up
MUC.CP005_MCF7_6H_K20_FCCP_3.33uM up	28a65d85-c286-4faa-bf1b-4ff0555fe344	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	MUC.CP005	MCF7	6H	K20	FCCP	3.33uM	up
PAC069_U2OS_6H_K10_BRD-A45657137_20uM down	a58a2e1d-8caf-4f48-a669-28c1384c699e	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	PAC069	U2OS	6H	K10	BRD-A45657137	20uM	down
PAC029_U2OS_6H_O24_BRD-K77624847_10uM up	9ed503c6-e51c-4bf6-b24d-600be87b001d	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	PAC029	U2OS	6H	O24	BRD-K77624847	10uM	up
PBIOA014_HCC515_24H_K14_dasatinib_3.33uM up	85e978c3-5d37-46f8-a975-5d8a75df5c41	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	PBIOA014	HCC515	24H	K14	dasatinib	3.33uM	up
PAC063_U2OS_6H_N05_BRD-A01528713_10uM up	f13cfce9-da1d-4f9a-8749-c53974a28169	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	PAC063	U2OS	6H	N05	BRD-A01528713	10uM	up
REP.A013_HT29_24H_K01_STA-5326_10uM up	3d49240d-0ede-4c6c-b5bc-c1100ea82e6c	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	REP.A013	HT29	24H	K01	STA-5326	10uM	up
XPR025_HT29.311_96H_C21_STAM2 up	ba1c729e-95e7-45e4-9c0a-83408389c5f6	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	XPR025	HT29.311	96H	C21	STAM2	N/A	up
ASG003_XC.P935_24H_L13_XL-888_10uM down	d2a3f3a1-b681-4393-8ea3-d8e89b2931ba	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	ASG003	XC.P935	24H	L13	XL-888	10uM	down
REP.B016_MCF10A_24H_D15_econazole_0.25uM up	575e19da-d22d-431d-b657-05dd63f2bbc1	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	REP.B016	MCF10A	24H	D15	econazole	0.25uM	up
PAC067_U2OS_6H_N22_BRD-A02214146_10uM down	2ec6de4f-1f90-46d9-83e0-c8c4c3b069e8	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	PAC067	U2OS	6H	N22	BRD-A02214146	10uM	down
CPC007_HCC515_6H_H10_BRD-A98248982_10uM down	aab2527b-e113-4c3d-a56f-b7cca603dfd4	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	CPC007	HCC515	6H	H10	BRD-A98248982	10uM	down
FIBR009_MCLF123SZ_6H_N17_dexamethasone_0.37uM down	1379e222-f2a4-4e4f-a0ec-3e52880e5475	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	FIBR009	MCLF123SZ	6H	N17	dexamethasone	0.37uM	down
PAC068_U2OS_6H_K13_BRD-K09528868_10uM up	9fb8f671-03a6-429a-ba8f-7ad0ee3b2aaf	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	PAC068	U2OS	6H	K13	BRD-K09528868	10uM	up
FIBR012_MCLF015CN_6H_M03_prima-1-met_4uM down	53dadab1-4cb5-49ad-9794-c673a79d74ed	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	FIBR012	MCLF015CN	6H	M03	prima-1-met	4uM	down
FIBR038_MCLF035SZ_6H_H24_tozasertib_4uM down	68118e48-5cd7-4c9c-aec7-1dc9f9aff3bc	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	FIBR038	MCLF035SZ	6H	H24	tozasertib	4uM	down
REP.B022_MCF7_24H_C11_epothilone-b_0.03uM down	3cfe3899-aff0-4d6d-844f-e3ce75185474	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	REP.B022	MCF7	24H	C11	epothilone-b	0.03uM	down
LKCP001_A549_6H_O23_cobimetinib_1.11uM down	bd5a27ed-b14e-4612-8242-f56482aa3dc3	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	LKCP001	A549	6H	O23	cobimetinib	1.11uM	down
CRCGN017_MCF10A.TP53.M_24H_C04_leflunomide_100uM up	236f0a83-b4db-450c-a480-474a5d363cb7	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	CRCGN017	MCF10A.TP53.M	24H	C04	leflunomide	100uM	up
LKCP001_A549_6H_J15_PD-0325901_0.12uM down	133b1580-b538-4bea-a854-90cbddc2f6c4	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	LKCP001	A549	6H	J15	PD-0325901	0.12uM	down
ASG003_A549_6H_M21_afatinib_0.12uM down	4685a5ff-83c7-48c1-a041-469f0dd885e9	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	ASG003	A549	6H	M21	afatinib	0.12uM	down
FIBR009_MCLF123SZ_6H_D01_hydrocortisone_2.22uM down	62221049-af69-4fdf-9dba-a9feffb91e59	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	FIBR009	MCLF123SZ	6H	D01	hydrocortisone	2.22uM	down
ASG003_A549_6H_H07_vemurafenib_10uM up	355d58fd-934d-494f-b736-207e09b57080	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	ASG003	A549	6H	H07	vemurafenib	10uM	up
PAC069_U2OS_6H_N14_BRD-K75040614_20uM up	282d7882-7134-47be-8a95-66e16c58c3dc	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	PAC069	U2OS	6H	N14	BRD-K75040614	20uM	up
REP.A022_A375_24H_I02_SNX-2112_3.33uM down	e9c28d82-87dc-4624-8c36-e97e2699d074	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	REP.A022	A375	24H	I02	SNX-2112	3.33uM	down
LJP008_MDAMB231_24H_G18_dasatinib_0.04uM up	d17cc7ce-955a-4081-9196-eb2d22de3436	250	1.306063019023058e-17	6.260911610377091e-13	9.802378378378378	24	LJP008	MDAMB231	24H	G18	dasatinib	0.04uM	up
DOS046_HT29_24H_L21_BRD-K00540336_4uM up	08f186a8-0957-4956-97a3-d9283a176419	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	DOS046	HT29	24H	L21	BRD-K00540336	4uM	up
LJP006_LNCAP_24H_L16_sirolimus_0.37uM down	478d1c98-0b9a-4b3d-9fb7-dcbc3460b74b	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	LJP006	LNCAP	24H	L16	sirolimus	0.37uM	down
ASG003_XC.P026_24H_K13_CGS-15943_10uM up	6403f597-c2ce-4cad-a50c-7993b2a11622	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	ASG003	XC.P026	24H	K13	CGS-15943	10uM	up
MOAR008_HCC95_24H_N22_BAY-87-2243_10uM up	99d7bc0c-4921-4790-a3a8-ea8637209992	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	MOAR008	HCC95	24H	N22	BAY-87-2243	10uM	up
PAC063_U2OS_6H_H07_BRD-K66541472_10uM up	e1f4877d-d580-4aa9-83a1-4debe1a8c259	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	PAC063	U2OS	6H	H07	BRD-K66541472	10uM	up
LJP001_MDAMB231_24H_L01_selumetinib_0.37uM down	8698ef85-3fd5-4fa5-ba6e-e815422ca2be	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	LJP001	MDAMB231	24H	L01	selumetinib	0.37uM	down
FIBR040_MCLF056CN_6H_I20_BRD-K93725829_0.37uM down	307e9d1d-b1f0-471f-b17c-92e0b69335cf	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	FIBR040	MCLF056CN	6H	I20	BRD-K93725829	0.37uM	down
PAC067_U2OS_6H_K20_BRD-K45282766_10uM up	788efce9-20e7-4576-acd6-4aa6f1aa077a	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	PAC067	U2OS	6H	K20	BRD-K45282766	10uM	up
REP.A013_HT29_24H_M07_SR-33805_10uM up	1bf7de42-0637-40e3-8e1d-670a59f34233	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	REP.A013	HT29	24H	M07	SR-33805	10uM	up
CPC004_MCF7_6H_D18_oxibendazole_10uM up	dd3526a9-b6c0-41ed-a7aa-8064f12fc580	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	CPC004	MCF7	6H	D18	oxibendazole	10uM	up
CPC014_MCF7_24H_B10_CGP-52411_10uM up	ecdd3238-2d6b-4c44-afa5-6e1d964596bd	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	CPC014	MCF7	24H	B10	CGP-52411	10uM	up
ASG003_XC.P932_24H_O23_ceritinib_1.11uM up	21f2899d-4f8b-45cf-9b3d-0c9c104f5a74	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	ASG003	XC.P932	24H	O23	ceritinib	1.11uM	up
DOSVAL002_A375_24H_O19_BRD-K44242139_20uM up	0f9e7552-7668-496b-aaaa-b1ece3c7519f	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	DOSVAL002	A375	24H	O19	BRD-K44242139	20uM	up
DOSVAL003_HEPG2_24H_C19_sirolimus_20uM up	1c2cdf88-25f2-4ca6-b127-56744184b275	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	DOSVAL003	HEPG2	24H	C19	sirolimus	20uM	up
REP.B003_A375_24H_A21_alvespimycin_0.25uM down	8139aec3-ae1d-4ec6-ab02-ee1fc5be80ce	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	REP.B003	A375	24H	A21	alvespimycin	0.25uM	down
FIBR007_MCLF051CN_6H_H17_CD-1530_4uM up	18ec33af-61c3-4004-bcd9-e6fbc5b9135f	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	FIBR007	MCLF051CN	6H	H17	CD-1530	4uM	up
PAC016_U2OS_6H_G05_BRD-K46607226_10uM down	83a13fba-1fea-4da9-a3f8-04dc300aff0c	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	PAC016	U2OS	6H	G05	BRD-K46607226	10uM	down
REP.A011_MDAMB231_24H_N08_PF-04691502_3.33uM up	e3ab947b-a8c8-475c-8e8a-e2dc3a0ec131	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	REP.A011	MDAMB231	24H	N08	PF-04691502	3.33uM	up
PAC067_U2OS_6H_K14_BRD-K70875838_10uM up	ca48d3ab-e11a-4c5d-9764-28c907b2cd97	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	PAC067	U2OS	6H	K14	BRD-K70875838	10uM	up
LJP007_MDAMB231_24H_G16_dasatinib_0.37uM up	df05d3d9-04b5-49c9-8f5c-3c2bf7442b26	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	LJP007	MDAMB231	24H	G16	dasatinib	0.37uM	up
FIBR017_MCLF076SZ_6H_E16_BRD-K34311178_40uM up	2d81a02c-95bf-4dc4-a146-aed47efda0db	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	FIBR017	MCLF076SZ	6H	E16	BRD-K34311178	40uM	up
XPR009_A549.311_96H_N06_GRIA1 up	3ecdc7c2-596c-4079-9fe2-e7f4ce63c51b	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	XPR009	A549.311	96H	N06	GRIA1	N/A	up
CPC001_PC3_24H_I13_mevastatin_10uM up	3afdb840-570e-42f9-b955-b2e10ce39817	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	CPC001	PC3	24H	I13	mevastatin	10uM	up
CPC006_A549_6H_O13_BRD-K61033289_10uM down	be3664c1-2d8a-44a9-872d-8f8712723f12	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	CPC006	A549	6H	O13	BRD-K61033289	10uM	down
PAC029_U2OS_6H_E06_BRD-K13267130_10uM down	1728a0ba-c056-4714-bc90-a87fefa7b05c	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	PAC029	U2OS	6H	E06	BRD-K13267130	10uM	down
FIBR027_MCLF130CN_6H_B03_tretinoin_4uM up	9e2d7407-ff99-4145-a6cf-74585f16bd46	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	FIBR027	MCLF130CN	6H	B03	tretinoin	4uM	up
PBIOA005_XC.L10_24H_I04_BRD-K46556387_10uM up	e3d1ed57-4cb6-40e1-a0ae-60b3e5d45b19	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	PBIOA005	XC.L10	24H	I04	BRD-K46556387	10uM	up
ASG003_XC.P901_24H_M24_YM-155_0.12uM up	93ccb832-2dd9-40ad-b6ea-cab49c5f3fa3	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	ASG003	XC.P901	24H	M24	YM-155	0.12uM	up
CPC006_HT29_6H_C07_ixazomib_10uM down	8f0a5ea3-dd6b-4e4b-a7d4-188280bf0a69	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	CPC006	HT29	6H	C07	ixazomib	10uM	down
CPC007_PC3_6H_D16_BRD-K78843060_10uM up	fd47fb16-e976-4c2c-941e-ba83d2b38452	250	1.7473700493511316e-16	3.6646827570644694e-12	9.393945945945946	23	CPC007	PC3	6H	D16	BRD-K78843060	10uM	up
