term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
LJP007_MDAMB231_24H_O06_PD-0325901_0.04uM down	b84b0f4f-0346-484e-92d6-a99e39a07993	250	3.69861606452961e-25	3.102778263074051e-19	14.104533333333334	28	LJP007	MDAMB231	24H	O06	PD-0325901	0.04uM	down
LKCP001_A549_6H_B07_palomid-529_10uM up	e10da0a8-2d00-415d-8082-b277e95a0339	250	3.69861606452961e-25	3.102778263074051e-19	14.104533333333334	28	LKCP001	A549	6H	B07	palomid-529	10uM	up
ASG003_XC.P091_24H_N16_trametinib_10uM down	8d409905-ba3a-4ffd-b2bf-a3414adf57c6	250	1.7276472835327262e-22	9.662184168492085e-17	13.097066666666665	26	ASG003	XC.P091	24H	N16	trametinib	10uM	down
LJP007_YAPC_24H_O06_PD-0325901_0.04uM down	2f2bc400-b0d8-42d7-96f5-70e1d2e1762e	250	3.425037877979751e-21	4.788788064053181e-16	12.593333333333334	25	LJP007	YAPC	24H	O06	PD-0325901	0.04uM	down
CPC006_A375_6H_J09_YM-155_0.3uM up	4d5d1636-e920-45d9-9639-818a1a388454	250	3.425037877979751e-21	4.788788064053181e-16	12.593333333333334	25	CPC006	A375	6H	J09	YM-155	0.3uM	up
ASG003_XC.P930_24H_N17_trametinib_1.11uM down	272efe55-f269-4e80-97f1-dae02fc287e9	250	3.425037877979751e-21	4.788788064053181e-16	12.593333333333334	25	ASG003	XC.P930	24H	N17	trametinib	1.11uM	down
ASG003_XC.P930_24H_N18_trametinib_0.12uM down	a781c1a3-564b-4790-b8ca-1ae201fdec34	250	3.425037877979751e-21	4.788788064053181e-16	12.593333333333334	25	ASG003	XC.P930	24H	N18	trametinib	0.12uM	down
ERG005_VCAP_6H_I04_alvespimycin_1.11uM down	d2f263ad-7de2-46c5-ab61-dbb6c0a54b07	250	3.425037877979751e-21	4.788788064053181e-16	12.593333333333334	25	ERG005	VCAP	6H	I04	alvespimycin	1.11uM	down
LJP007_MDAMB231_24H_G07_dacomitinib_10uM up	b384ed7b-6e49-4172-bfdd-4a5ba2d7b9aa	250	3.425037877979751e-21	4.788788064053181e-16	12.593333333333334	25	LJP007	MDAMB231	24H	G07	dacomitinib	10uM	up
LKCP001_A549_6H_D10_imatinib_10uM up	89755a0e-ed86-4315-a75c-70a4f68cfa6e	250	3.425037877979751e-21	4.788788064053181e-16	12.593333333333334	25	LKCP001	A549	6H	D10	imatinib	10uM	up
ASG003_XC.P091_24H_N20_PD-0325901_1.11uM down	c6b45fbc-b7d1-497b-9885-b49b332c8145	250	3.425037877979751e-21	4.788788064053181e-16	12.593333333333334	25	ASG003	XC.P091	24H	N20	PD-0325901	1.11uM	down
ASG003_U2OS_48H_D03_obatoclax_0.12uM up	55ed16a8-7334-42da-9e3c-d78c0b61e3f3	250	3.425037877979751e-21	4.788788064053181e-16	12.593333333333334	25	ASG003	U2OS	48H	D03	obatoclax	0.12uM	up
FIBR040_MCLF056CN_6H_N17_dexamethasone_0.37uM down	d16922e0-8467-47c8-af84-c3ffc393dbf3	250	6.400308017739418e-20	4.668899475523167e-15	12.0896	24	FIBR040	MCLF056CN	6H	N17	dexamethasone	0.37uM	down
ASG003_XC.P930_24H_J15_AZ-628_0.12uM down	79b6749d-d2fd-4d1a-addb-2c3169e5860f	250	6.400308017739418e-20	4.668899475523167e-15	12.0896	24	ASG003	XC.P930	24H	J15	AZ-628	0.12uM	down
ASG003_XC.P901_24H_J13_AZ-628_10uM down	8d6caa89-ab9f-4af3-8781-f828564e49ec	250	6.400308017739418e-20	4.668899475523167e-15	12.0896	24	ASG003	XC.P901	24H	J13	AZ-628	10uM	down
REP.A017_MDAMB231_24H_I09_Ro-4987655_1.11uM down	5ad0323b-e0c8-46a4-8ac7-b142914ac9c1	250	6.400308017739418e-20	4.668899475523167e-15	12.0896	24	REP.A017	MDAMB231	24H	I09	Ro-4987655	1.11uM	down
ASG003_XC.P930_24H_E05_selumetinib_1.11uM down	812874d8-ad05-488c-86f1-2a0d13dcd9f4	250	6.400308017739418e-20	4.668899475523167e-15	12.0896	24	ASG003	XC.P930	24H	E05	selumetinib	1.11uM	down
LJP001_MDAMB231_24H_E11_crizotinib_10uM up	2f0b4ac6-840a-4b26-89ec-3d82e9225a24	250	6.400308017739418e-20	4.668899475523167e-15	12.0896	24	LJP001	MDAMB231	24H	E11	crizotinib	10uM	up
ERG005_VCAP_6H_K05_estradiol_20uM up	8565424c-8a43-4137-aea5-ec25f2ba7bc2	250	6.400308017739418e-20	4.668899475523167e-15	12.0896	24	ERG005	VCAP	6H	K05	estradiol	20uM	up
ASG003_XC.P912_24H_N16_trametinib_10uM down	5d19050f-f250-47ac-9ecb-caa6ddcde122	250	6.400308017739418e-20	4.668899475523167e-15	12.0896	24	ASG003	XC.P912	24H	N16	trametinib	10uM	down
LKCP001_A549_6H_J14_PD-0325901_1.11uM down	dc494a53-29d7-424b-9042-e270b042c231	250	6.400308017739418e-20	4.668899475523167e-15	12.0896	24	LKCP001	A549	6H	J14	PD-0325901	1.11uM	down
ASG003_XC.P930_24H_J14_AZ-628_1.11uM down	762e55c8-4d5a-4951-90f6-f672b887f168	250	6.400308017739418e-20	4.668899475523167e-15	12.0896	24	ASG003	XC.P930	24H	J14	AZ-628	1.11uM	down
CPC005_HA1E_24H_E22_tetrindole_10uM up	cdeb4b07-bce5-4217-8079-c9b4a1699592	250	6.400308017739418e-20	4.668899475523167e-15	12.0896	24	CPC005	HA1E	24H	E22	tetrindole	10uM	up
PAC002_U2OS_6H_K24_fluphenazine_20uM up	683d66b6-2f07-4b09-b21c-92c710dcef3d	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	PAC002	U2OS	6H	K24	fluphenazine	20uM	up
PAC040_U2OS_6H_B16_BRD-K41031262_10uM down	d2679fa9-340d-4691-bfac-8260a3f44b8a	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	PAC040	U2OS	6H	B16	BRD-K41031262	10uM	down
ASG003_XC.P930_24H_J13_AZ-628_10uM down	afd16b1d-6821-4b7b-a441-6d5d9335ab42	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	ASG003	XC.P930	24H	J13	AZ-628	10uM	down
CPC013_A375_6H_F21_BRD-A14178283_10uM up	9b02ccb5-c73f-41b0-b51f-b065c587a97a	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	CPC013	A375	6H	F21	BRD-A14178283	10uM	up
ERG005_VCAP_6H_D11_tanespimycin_4uM down	9443afe3-1ef8-451a-a811-c12a3822a168	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	ERG005	VCAP	6H	D11	tanespimycin	4uM	down
CPC001_HA1E_24H_G12_RS-17053_10uM up	3c9f1106-f21f-4f05-8072-a6867469a27e	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	CPC001	HA1E	24H	G12	RS-17053	10uM	up
ASG003_XC.P905_24H_N17_trametinib_1.11uM down	47ab01a5-858a-48ac-b3a3-e96d42497017	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	ASG003	XC.P905	24H	N17	trametinib	1.11uM	down
CPC013_A375_6H_E09_PD-0325901_10uM down	11dd8d0d-af31-48e9-b128-12179c386578	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	CPC013	A375	6H	E09	PD-0325901	10uM	down
LKCP001_A549_6H_B11_AZD-8330_1.11uM down	15330bc3-662e-41d6-8976-0d7624872e31	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	LKCP001	A549	6H	B11	AZD-8330	1.11uM	down
PAC040_U2OS_6H_A14_trifluoperazine_20uM up	578afd96-818c-48dc-8a92-2144d6c01130	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	PAC040	U2OS	6H	A14	trifluoperazine	20uM	up
ASG003_XC.P905_24H_N16_trametinib_10uM down	8e62c0ab-4999-49dc-9b5a-01d965caf927	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	ASG003	XC.P905	24H	N16	trametinib	10uM	down
LKCP001_A549_24H_O22_cobimetinib_10uM down	64b35ce7-72f8-4548-a7a7-f737058f1bd8	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	LKCP001	A549	24H	O22	cobimetinib	10uM	down
FIBR007_MCLF051CN_6H_C10_NVP-AUY922_0.04uM down	d8a85d1b-b00d-493e-967b-869ce6966a26	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	FIBR007	MCLF051CN	6H	C10	NVP-AUY922	0.04uM	down
ASG003_A549_48H_N16_trametinib_10uM down	97ce3dae-e659-465a-bd2d-ac6f491ec9d0	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	ASG003	A549	48H	N16	trametinib	10uM	down
LKCP001_A549_6H_O23_cobimetinib_1.11uM down	bd5a27ed-b14e-4612-8242-f56482aa3dc3	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	LKCP001	A549	6H	O23	cobimetinib	1.11uM	down
LGR001_XC.L100.M_72H_H01_PD-0325901_10uM down	8f8270ce-75b2-41ad-9dc5-28f97abe3bca	250	1.1258709586126632e-18	3.703905732774744e-14	11.585866666666666	23	LGR001	XC.L100.M	72H	H01	PD-0325901	10uM	down
