term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
REP.A014_YAPC_24H_M02_AZD-8330_3.33uM up	471f6b27-3f77-4aa1-bf59-ace44acef73f	250	1.1268402672870397e-24	3.781236469311063e-19	7.212545454545454	42	REP.A014	YAPC	24H	M02	AZD-8330	3.33uM	up
CPD003_MCF7_24H_O06_toremifene_10uM up	8d610637-e5a0-4b7b-bfdc-b84072a92b08	250	1.1268402672870397e-24	3.781236469311063e-19	7.212545454545454	42	CPD003	MCF7	24H	O06	toremifene	10uM	up
REP.A020_YAPC_24H_F04_refametinib_0.37uM up	989c3c23-e245-4683-abdf-085de4233b1d	250	1.1268402672870397e-24	3.781236469311063e-19	7.212545454545454	42	REP.A020	YAPC	24H	F04	refametinib	0.37uM	up
GMB001_HT29_24H_F13_tanespimycin_10uM up	c142e2bb-2948-4545-ae59-2c2d70581fb5	250	1.1268402672870397e-24	3.781236469311063e-19	7.212545454545454	42	GMB001	HT29	24H	F13	tanespimycin	10uM	up
REP.B017_HT29_24H_I08_Ro-4987655_0.74uM up	5b8c5059-1f66-4edd-9a0a-409bc7775ebf	250	1.1268402672870397e-24	3.781236469311063e-19	7.212545454545454	42	REP.B017	HT29	24H	I08	Ro-4987655	0.74uM	up
PBIOA022_HCC515_24H_P20_erlotinib_3.33uM up	28b28a19-e0f2-4be5-ab5e-18745a775127	250	1.1227759126079161e-23	2.354748800066406e-18	7.040818181818182	41	PBIOA022	HCC515	24H	P20	erlotinib	3.33uM	up
ASG003_XC.P932_24H_O23_ceritinib_1.11uM up	21f2899d-4f8b-45cf-9b3d-0c9c104f5a74	250	1.1227759126079161e-23	2.354748800066406e-18	7.040818181818182	41	ASG003	XC.P932	24H	O23	ceritinib	1.11uM	up
REP.A019_HT29_24H_M20_PD-0325901_3.33uM up	835c0192-c95a-4992-963c-00fb17c64285	250	1.1227759126079161e-23	2.354748800066406e-18	7.040818181818182	41	REP.A019	HT29	24H	M20	PD-0325901	3.33uM	up
REP.B015_MCF10A_24H_E21_selumetinib_0.25uM up	f3944812-85d4-4afc-8e91-d37764621439	250	1.081754939572855e-22	1.0083188035500188e-17	6.869090909090909	40	REP.B015	MCF10A	24H	E21	selumetinib	0.25uM	up
REP.B020_HT29_24H_F13_linsitinib_2.22uM up	3791a042-fc66-48aa-8c4f-ef1dfc5ae5a6	250	1.081754939572855e-22	1.0083188035500188e-17	6.869090909090909	40	REP.B020	HT29	24H	F13	linsitinib	2.22uM	up
XPR024_HT29.311_96H_L11_FGFR1 up	a358946f-ea11-4a9a-a617-574dc05b60c7	250	1.081754939572855e-22	1.0083188035500188e-17	6.869090909090909	40	XPR024	HT29.311	96H	L11	FGFR1	N/A	up
REP.B021_YAPC_24H_E13_MEK-162_2.22uM up	b7203c30-5b1f-49cd-9bab-167e45eb2120	250	1.081754939572855e-22	1.0083188035500188e-17	6.869090909090909	40	REP.B021	YAPC	24H	E13	MEK-162	2.22uM	up
REP.A013_HT29_24H_K01_STA-5326_10uM up	3d49240d-0ede-4c6c-b5bc-c1100ea82e6c	250	1.081754939572855e-22	1.0083188035500188e-17	6.869090909090909	40	REP.A013	HT29	24H	K01	STA-5326	10uM	up
ASG003_XC.P914_24H_M23_YM-155_1.11uM up	6f4626a7-15f1-47fe-9638-f533aa16fde6	250	1.081754939572855e-22	1.0083188035500188e-17	6.869090909090909	40	ASG003	XC.P914	24H	M23	YM-155	1.11uM	up
POL001_HT29_24H_M07_PD-198306_10uM up	0b8052b5-e14f-4fdd-b85a-681d272b20c5	250	1.081754939572855e-22	1.0083188035500188e-17	6.869090909090909	40	POL001	HT29	24H	M07	PD-198306	10uM	up
PBIOA019_HCC515_24H_D07_selumetinib_10uM up	671c4955-21b0-4808-8d35-1526a67f98e1	250	1.081754939572855e-22	1.0083188035500188e-17	6.869090909090909	40	PBIOA019	HCC515	24H	D07	selumetinib	10uM	up
CPD003_MCF7_24H_M05_raloxifene_10uM up	195f2eaa-4fcb-4b13-8c63-5008bc5c1f9f	250	1.081754939572855e-22	1.0083188035500188e-17	6.869090909090909	40	CPD003	MCF7	24H	M05	raloxifene	10uM	up
CPC006_HCC515_6H_J03_PF-3845_10uM up	941c04e4-81ce-4fdc-a2cc-fd3d86ce6e78	250	1.081754939572855e-22	1.0083188035500188e-17	6.869090909090909	40	CPC006	HCC515	6H	J03	PF-3845	10uM	up
XPR036_HT29.311_96H_M12_TP53RK down	dcec6176-79c1-4ca2-8a68-15229a785656	250	1.0072483348552823e-21	6.499870355622566e-17	6.697363636363637	39	XPR036	HT29.311	96H	M12	TP53RK	N/A	down
XPR014_BICR6.311_96H_H14_CLCF1 down	c72c1748-d2ae-49ac-9792-4807d992a155	250	1.0072483348552823e-21	6.499870355622566e-17	6.697363636363637	39	XPR014	BICR6.311	96H	H14	CLCF1	N/A	down
PBIOA014_HCC515_24H_K14_dasatinib_3.33uM up	85e978c3-5d37-46f8-a975-5d8a75df5c41	250	1.0072483348552823e-21	6.499870355622566e-17	6.697363636363637	39	PBIOA014	HCC515	24H	K14	dasatinib	3.33uM	up
XPR020_BICR6.311_96H_D13_MEF2A up	f372bc70-f863-4188-98fa-6c753d233061	250	1.0072483348552823e-21	6.499870355622566e-17	6.697363636363637	39	XPR020	BICR6.311	96H	D13	MEF2A	N/A	up
PBIOA019_HCC515_24H_K24_PD-168393_0.04uM up	07415d50-009a-4d07-8e34-9c6438b4d9ea	250	1.0072483348552823e-21	6.499870355622566e-17	6.697363636363637	39	PBIOA019	HCC515	24H	K24	PD-168393	0.04uM	up
XPR030_BICR6.311_96H_J01_TUBA1C up	40659cfc-092b-4817-958f-dec706bdaeaf	250	1.0072483348552823e-21	6.499870355622566e-17	6.697363636363637	39	XPR030	BICR6.311	96H	J01	TUBA1C	N/A	up
PBIOA012_XC.L10_24H_E19_PD-0325901_10uM up	8789916a-3d99-43c7-9513-c8763947fa02	250	1.0072483348552823e-21	6.499870355622566e-17	6.697363636363637	39	PBIOA012	XC.L10	24H	E19	PD-0325901	10uM	up
CPC001_PC3_6H_D14_PD-407824_10uM up	44df6426-224d-445b-99f1-9c94ac23f3fb	250	1.0072483348552823e-21	6.499870355622566e-17	6.697363636363637	39	CPC001	PC3	6H	D14	PD-407824	10uM	up
FIBR012_MCLF015CN_6H_E16_BRD-K34311178_40uM up	3b632f3f-d9aa-42d2-a85c-c2e2cb4959d2	250	9.058794097169582e-21	3.233806389404598e-16	6.525636363636364	38	FIBR012	MCLF015CN	6H	E16	BRD-K34311178	40uM	up
XPR020_BICR6.311_96H_J06_MAP4K4 up	41ed5f0e-e350-40f7-bb40-032cb9c08472	250	9.058794097169582e-21	3.233806389404598e-16	6.525636363636364	38	XPR020	BICR6.311	96H	J06	MAP4K4	N/A	up
PBIOA012_XC.L10_24H_E20_PD-0325901_3.33uM up	74ebc4c7-d822-4f41-890a-f5f35d78a550	250	9.058794097169582e-21	3.233806389404598e-16	6.525636363636364	38	PBIOA012	XC.L10	24H	E20	PD-0325901	3.33uM	up
ASG003_XC.P908_24H_N16_trametinib_10uM up	9e96b3b8-22ed-4f7a-931c-e5a7cb80a700	250	9.058794097169582e-21	3.233806389404598e-16	6.525636363636364	38	ASG003	XC.P908	24H	N16	trametinib	10uM	up
REP.A021_HT29_24H_E14_MEK-162_3.33uM up	cd02af04-fb8a-47e3-824c-19b6923ae43f	250	9.058794097169582e-21	3.233806389404598e-16	6.525636363636364	38	REP.A021	HT29	24H	E14	MEK-162	3.33uM	up
REP.A020_YAPC_24H_F01_refametinib_10uM up	4f824ac5-6ac8-482e-bfde-34a20f95fea2	250	9.058794097169582e-21	3.233806389404598e-16	6.525636363636364	38	REP.A020	YAPC	24H	F01	refametinib	10uM	up
XPR012_MCF7.311_96H_M12_BCL3 down	4023f20f-1383-495e-aa8c-0f6ba8a36cff	250	9.058794097169582e-21	3.233806389404598e-16	6.525636363636364	38	XPR012	MCF7.311	96H	M12	BCL3	N/A	down
REP.A017_YAPC_24H_I09_Ro-4987655_1.11uM up	fb3df661-8be3-4d20-9897-37600298df35	250	9.058794097169582e-21	3.233806389404598e-16	6.525636363636364	38	REP.A017	YAPC	24H	I09	Ro-4987655	1.11uM	up
XPR025_YAPC.311_96H_E03_SRF up	65d98b1b-5fde-4a52-9672-7f5613b6c876	250	9.058794097169582e-21	3.233806389404598e-16	6.525636363636364	38	XPR025	YAPC.311	96H	E03	SRF	N/A	up
LKCP001_A549_48H_O22_cobimetinib_10uM up	b814e171-7145-40c8-9ddd-c169197d1c91	250	9.058794097169582e-21	3.233806389404598e-16	6.525636363636364	38	LKCP001	A549	48H	O22	cobimetinib	10uM	up
CPC019_MCF7_6H_F13_RJC-00245SC_10uM up	1df5d277-eaf8-403f-9f6d-a353316c7d93	250	9.058794097169582e-21	3.233806389404598e-16	6.525636363636364	38	CPC019	MCF7	6H	F13	RJC-00245SC	10uM	up
