term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
ERG005_VCAP_24H_I12_thioridazine_1.11uM up	5caae38b-0e83-4f2a-902b-369b2c8bba1d	250	1.816610027841563e-115	3.0479173877627135e-109	5.1729198361614985	195	ERG005	VCAP	24H	I12	thioridazine	1.11uM	up
XPR008_MCF7.311_96H_H09_RPL8 down	d8cac060-b897-4245-a94f-09ceddb339c7	250	9.928393956204043e-113	8.328954510844462e-107	5.1198642480983025	193	XPR008	MCF7.311	96H	H09	RPL8	N/A	down
REP.B016_THP1_24H_E02_R-547_0.74uM down	b3ff8c5d-df85-4181-8efe-454d68f48ce7	250	2.2396799111165886e-111	1.2525820510903226e-105	5.093336454066706	192	REP.B016	THP1	24H	E02	R-547	0.74uM	down
REP.B018_A375_24H_J19_AMG-232_2.22uM down	7a22bf9b-7a60-4f5c-aa81-418f0758fe2f	250	4.9353380784796656e-110	2.070133726190894e-104	5.066808660035108	191	REP.B018	A375	24H	J19	AMG-232	2.22uM	down
ERG005_VCAP_24H_J08_fluphenazine_4uM up	985ddc0f-365d-4c7e-9bf8-9ae821af49a1	250	1.062637349733078e-108	3.565796517137814e-103	5.040280866003511	190	ERG005	VCAP	24H	J08	fluphenazine	4uM	up
REP.B018_A375_24H_C08_RG-7388_0.74uM down	46863be2-9e1a-41d6-ad0a-17a0bc737433	250	2.2361422579918675e-107	4.689763326462557e-102	5.013753071971913	189	REP.B018	A375	24H	C08	RG-7388	0.74uM	down
REP.B016_THP1_24H_A19_palbociclib_2.22uM down	466445d6-4b14-40b4-a3f7-c6a82c6ecef4	250	2.2361422579918675e-107	4.689763326462557e-102	5.013753071971913	189	REP.B016	THP1	24H	A19	palbociclib	2.22uM	down
REP.B012_MCF10A_24H_O20_cobimetinib_0.74uM down	b25d1a7e-4dcd-4641-be53-a414e5bbcf59	250	2.2361422579918675e-107	4.689763326462557e-102	5.013753071971913	189	REP.B012	MCF10A	24H	O20	cobimetinib	0.74uM	down
XPR027_MCF7.311_96H_J04_RPL23A down	16f60bb6-479e-4ca8-898d-ae2ec0e27cb4	250	4.600074721815363e-106	8.575587076261583e-101	4.987225277940316	188	XPR027	MCF7.311	96H	J04	RPL23A	N/A	down
LJP008_THP1_24H_O03_PD-0325901_1.11uM down	0fdf3f57-c330-4328-8a15-784d1d9603cb	250	9.252998869942127e-105	1.2937273140819375e-99	4.960697483908719	187	LJP008	THP1	24H	O03	PD-0325901	1.11uM	down
REP.B004_A375_24H_E14_KPT-330_0.74uM down	31fcc42a-1b30-4e06-988a-3eca11be55ba	250	9.252998869942127e-105	1.2937273140819375e-99	4.960697483908719	187	REP.B004	A375	24H	E14	KPT-330	0.74uM	down
REP.B012_MCF10A_24H_O19_cobimetinib_2.22uM down	0ac859d6-9ae0-4f37-a1c9-e0be0974bc43	250	9.252998869942127e-105	1.2937273140819375e-99	4.960697483908719	187	REP.B012	MCF10A	24H	O19	cobimetinib	2.22uM	down
DOS012_VCAP_24H_B08_BRD-K39597586_4uM down	9160c211-3dbe-473c-a8cc-ca0fcc5a8146	250	1.8203280939597023e-103	2.349350444373891e-98	4.9341696898771215	186	DOS012	VCAP	24H	B08	BRD-K39597586	4uM	down
REP.B016_JURKAT_24H_A19_palbociclib_2.22uM down	df2d4f9b-0755-4173-806a-e4c03e8e9f41	250	3.503162037144413e-102	3.918415187820721e-97	4.907641895845524	185	REP.B016	JURKAT	24H	A19	palbociclib	2.22uM	down
DPK.CP001_A549_24H_L04_nutlin-3_10uM down	587219b8-5578-488e-84e9-6f25ad7f433a	250	3.503162037144413e-102	3.918415187820721e-97	4.907641895845524	185	DPK.CP001	A549	24H	L04	nutlin-3	10uM	down
LJP001_BT20_24H_M10_palbociclib_2.22uM down	c0822f2f-6462-4ba7-b5bf-a22b2d450f35	250	1.215542679707404e-99	1.1996726974861652e-94	4.854586307782329	183	LJP001	BT20	24H	M10	palbociclib	2.22uM	down
REP.A016_HT29_24H_E03_R-547_1.11uM down	3f6b2814-1f97-4e6e-9dfd-b3f9784f0e64	250	1.215542679707404e-99	1.1996726974861652e-94	4.854586307782329	183	REP.A016	HT29	24H	E03	R-547	1.11uM	down
ERG005_VCAP_24H_E09_tretinoin_1.11uM up	a29956e1-fea1-46ed-87d4-23267d1b4b01	250	2.192507404563464e-98	1.9361052031124226e-93	4.828058513750732	182	ERG005	VCAP	24H	E09	tretinoin	1.11uM	up
XPR008_MCF7.311_96H_E12_XPO1 down	ec09220d-f300-422b-b052-328e9ccb2b44	250	2.192507404563464e-98	1.9361052031124226e-93	4.828058513750732	182	XPR008	MCF7.311	96H	E12	XPO1	N/A	down
XPR027_MCF7.311_96H_I04_WDR12 down	384cd36f-6e31-4bcb-92d4-ccb49acb2f9a	250	6.694538602655913e-96	5.348633495347193e-91	4.775002925687537	180	XPR027	MCF7.311	96H	I04	WDR12	N/A	down
DOS012_VCAP_24H_B07_BRD-K49111930_4uM down	08ec3e21-4910-4445-8a2b-11e9b5a2faea	250	6.694538602655913e-96	5.348633495347193e-91	4.775002925687537	180	DOS012	VCAP	24H	B07	BRD-K49111930	4uM	down
REP.B016_THP1_24H_A20_palbociclib_0.74uM down	ac3b1dcb-0098-45b4-93cc-724fd699170a	250	1.1336614212670412e-94	8.645740004131583e-90	4.748475131655939	179	REP.B016	THP1	24H	A20	palbociclib	0.74uM	down
REP.B017_MCF10A_24H_I08_Ro-4987655_0.74uM down	f06a9cff-2e7a-499a-b1d3-fcfeb334fae8	250	1.8804404629781342e-93	1.3145885045779284e-88	4.721947337624342	178	REP.B017	MCF10A	24H	I08	Ro-4987655	0.74uM	down
LJP008_THP1_24H_O02_PD-0325901_3.33uM down	4e034354-a4fe-4f52-91ad-020be4bacf4f	250	1.8804404629781342e-93	1.3145885045779284e-88	4.721947337624342	178	LJP008	THP1	24H	O02	PD-0325901	3.33uM	down
REP.A018_A549_24H_C08_RG-7388_3.33uM down	dcb0dfe8-6681-414c-994b-500474b7a179	250	3.0557638832303448e-92	1.9719138161935725e-87	4.695419543592744	177	REP.A018	A549	24H	C08	RG-7388	3.33uM	down
DOS012_VCAP_24H_H01_BRD-K60019754_4uM down	756222e0-54b3-4b33-857f-d4b3173267e7	250	3.0557638832303448e-92	1.9719138161935725e-87	4.695419543592744	177	DOS012	VCAP	24H	H01	BRD-K60019754	4uM	down
REP.B016_MDAMB231_24H_A19_palbociclib_2.22uM down	fb58463b-227b-4d4a-a77a-fde44f8c75f2	250	4.865551122047067e-91	2.8149813794228205e-86	4.668891749561147	176	REP.B016	MDAMB231	24H	A19	palbociclib	2.22uM	down
ERG005_VCAP_24H_C02_wortmannin_20uM down	c5e0824f-b0d0-4d39-8973-37155ba48a20	250	4.865551122047067e-91	2.8149813794228205e-86	4.668891749561147	176	ERG005	VCAP	24H	C02	wortmannin	20uM	down
LJP009_JURKAT_24H_D02_PF-03758309_3.33uM down	7bae9303-bca2-4169-8ea1-3e86b2dcd0fe	250	4.865551122047067e-91	2.8149813794228205e-86	4.668891749561147	176	LJP009	JURKAT	24H	D02	PF-03758309	3.33uM	down
REP.A016_HT29_24H_A19_palbociclib_10uM down	83aa379b-074f-4aad-8d78-0cc84cc4418c	250	7.592102134757531e-90	3.980645913189643e-85	4.642363955529549	175	REP.A016	HT29	24H	A19	palbociclib	10uM	down
REP.A016_A549_24H_E03_R-547_1.11uM down	1c13e143-baa2-4b76-b21a-ed744d191256	250	7.592102134757531e-90	3.980645913189643e-85	4.642363955529549	175	REP.A016	A549	24H	E03	R-547	1.11uM	down
ASG003_XC.P915_24H_K16_palbociclib_10uM down	83ae8769-dc63-4fe7-979c-0b2b06fc7473	250	7.592102134757531e-90	3.980645913189643e-85	4.642363955529549	175	ASG003	XC.P915	24H	K16	palbociclib	10uM	down
REP.B018_A375_24H_C07_RG-7388_2.22uM down	f3984c70-ab0f-40f0-bbaa-851b075c6f17	250	1.1611097151035072e-88	5.411432459859e-84	4.615836161497952	174	REP.B018	A375	24H	C07	RG-7388	2.22uM	down
ASG003_XC.P026_24H_K16_palbociclib_10uM down	625fde1b-6397-45bc-b10e-ad2b79cb1d93	250	1.1611097151035072e-88	5.411432459859e-84	4.615836161497952	174	ASG003	XC.P026	24H	K16	palbociclib	10uM	down
ASG003_XC.P911_24H_B05_R-547_1.11uM down	16b989f6-e6aa-4757-8f91-d65abde4c137	250	1.1611097151035072e-88	5.411432459859e-84	4.615836161497952	174	ASG003	XC.P911	24H	B05	R-547	1.11uM	down
ERG005_VCAP_24H_C12_sirolimus_20uM down	0c1f4ebb-95a8-4029-a327-87bb40ec7579	250	1.1611097151035072e-88	5.411432459859e-84	4.615836161497952	174	ERG005	VCAP	24H	C12	sirolimus	20uM	down
REP.A018_A549_24H_J20_AMG-232_3.33uM down	2f3c0c46-aaad-4028-962f-6018378b28ce	250	1.7407122072798904e-87	7.48865549983394e-83	4.589308367466355	173	REP.A018	A549	24H	J20	AMG-232	3.33uM	down
XPR024_MCF7.311_96H_O07_RPL19 down	9310ca03-8fb7-4daa-b996-396aa4ba9af5	250	1.7407122072798904e-87	7.48865549983394e-83	4.589308367466355	173	XPR024	MCF7.311	96H	O07	RPL19	N/A	down
XPR011_MCF7.311_96H_M23_RPL8 down	0b971431-fcab-4a7c-a34f-b0d431519cc6	250	1.7407122072798904e-87	7.48865549983394e-83	4.589308367466355	173	XPR011	MCF7.311	96H	M23	RPL8	N/A	down
LJP008_THP1_24H_O05_PD-0325901_0.12uM down	6f8c7fb2-adba-4e51-ad07-6a3fe014bcdc	250	2.5584820503466443e-86	1.0220557086861551e-81	4.5627805734347575	172	LJP008	THP1	24H	O05	PD-0325901	0.12uM	down
ASG003_XC.P914_24H_K16_palbociclib_10uM down	1626fb73-978f-4b7b-b8f3-101bd3312990	250	2.5584820503466443e-86	1.0220557086861551e-81	4.5627805734347575	172	ASG003	XC.P914	24H	K16	palbociclib	10uM	down
XPR027_MCF7.311_96H_J10_RPL23A down	b9ddf00e-4d3a-4420-8446-5dee7f296311	250	2.5584820503466443e-86	1.0220557086861551e-81	4.5627805734347575	172	XPR027	MCF7.311	96H	J10	RPL23A	N/A	down
CRCGN007_HEPG2_24H_O04_mitoxantrone_0.74uM down	698472fb-97b8-4031-b0cf-c60dcf5aeb14	250	3.687199302504743e-85	1.3448698751606455e-80	4.53625277940316	171	CRCGN007	HEPG2	24H	O04	mitoxantrone	0.74uM	down
ASG003_XC.P915_24H_K17_palbociclib_1.11uM down	fd026494-0ef0-453a-852e-d4699f3b72a3	250	3.687199302504743e-85	1.3448698751606455e-80	4.53625277940316	171	ASG003	XC.P915	24H	K17	palbociclib	1.11uM	down
REP.A016_MDAMB231_24H_A20_palbociclib_3.33uM down	9e636d15-c1ed-45ba-a48c-dc27ec71fa64	250	3.687199302504743e-85	1.3448698751606455e-80	4.53625277940316	171	REP.A016	MDAMB231	24H	A20	palbociclib	3.33uM	down
ASG003_XC.P026_24H_K17_palbociclib_1.11uM down	9a618624-52ba-49d1-ba05-70e9e3a8458f	250	3.687199302504743e-85	1.3448698751606455e-80	4.53625277940316	171	ASG003	XC.P026	24H	K17	palbociclib	1.11uM	down
XPR036_MCF7.311_96H_D10_RPL19 down	a967f701-cd2d-4dd6-a2ac-dbc00c338ced	250	5.211045743171831e-84	1.7486237206244828e-79	4.509724985371562	170	XPR036	MCF7.311	96H	D10	RPL19	N/A	down
CRCGN006_HEPG2_24H_O04_mitoxantrone_0.74uM down	81db53fc-d89f-4749-a1e7-539a09d9873e	250	5.211045743171831e-84	1.7486237206244828e-79	4.509724985371562	170	CRCGN006	HEPG2	24H	O04	mitoxantrone	0.74uM	down
REP.A016_A549_24H_A19_palbociclib_10uM down	99a04f80-54b2-44dd-a808-ddef83a567a0	250	5.211045743171831e-84	1.7486237206244828e-79	4.509724985371562	170	REP.A016	A549	24H	A19	palbociclib	10uM	down
CPD003_MCF7_24H_G01_fluorouracil_10uM down	e799169a-06a0-4f58-bf97-8f56f8c11c9e	250	5.211045743171831e-84	1.7486237206244828e-79	4.509724985371562	170	CPD003	MCF7	24H	G01	fluorouracil	10uM	down
LJP008_THP1_24H_O01_PD-0325901_10uM down	1b394b51-eac7-4b53-a1c7-bba0173efbd9	250	7.223047822294485e-83	2.286578443676377e-78	4.483197191339965	169	LJP008	THP1	24H	O01	PD-0325901	10uM	down
ERG005_VCAP_24H_J09_fulvestrant_4uM up	ad13a07e-e1fa-47e6-bf33-89508086e28a	250	7.223047822294485e-83	2.286578443676377e-78	4.483197191339965	169	ERG005	VCAP	24H	J09	fulvestrant	4uM	up
REP.B016_HT29_24H_A19_palbociclib_2.22uM down	2619972a-55a4-4cad-b892-505f25bfdb5b	250	7.223047822294485e-83	2.286578443676377e-78	4.483197191339965	169	REP.B016	HT29	24H	A19	palbociclib	2.22uM	down
ERG005_VCAP_24H_K06_genistein_20uM up	fcfecf83-5047-41cb-b3b6-9eb534c9e7f9	250	9.820529161894175e-82	2.746155488411976e-77	4.456669397308367	168	ERG005	VCAP	24H	K06	genistein	20uM	up
DOS011_VCAP_24H_M13_sirolimus_10uM down	11edd99f-61b1-40f6-8e1e-dab6f241f122	250	9.820529161894175e-82	2.746155488411976e-77	4.456669397308367	168	DOS011	VCAP	24H	M13	sirolimus	10uM	down
