term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
LKCP002_A549_6H_K19_lonafarnib_10uM up	1bdf9b4f-c103-4255-abe6-2112908810e6	250	4.701369867046056e-30	7.887981869779209e-24	28.964666666666666	23	LKCP002	A549	6H	K19	lonafarnib	10uM	up
REP.A004_HELA_3H_D13_perhexiline_10uM up	a67d9e0f-93d8-4042-8fa5-ea931585eb42	250	3.7858320998970444e-28	1.5879720065919402e-22	27.705333333333336	22	REP.A004	HELA	3H	D13	perhexiline	10uM	up
FIBR030_MCLF040SZ_6H_N15_narciclasine_0.37uM up	85a132a9-53ef-4ae6-af7a-67de9a380057	250	3.7858320998970444e-28	1.5879720065919402e-22	27.705333333333336	22	FIBR030	MCLF040SZ	6H	N15	narciclasine	0.37uM	up
CRCGN004_HMELZ_6H_L10_kepone_20uM up	68a0b12e-0635-4212-b67e-792e43a958ab	250	3.7858320998970444e-28	1.5879720065919402e-22	27.705333333333336	22	CRCGN004	HMELZ	6H	L10	kepone	20uM	up
EMU001_THP1_3H_H01_RN-486_10uM up	b933c498-ba5c-4d73-ad2d-9e1810d21beb	250	2.708916933250155e-26	3.787528645993147e-21	26.446	21	EMU001	THP1	3H	H01	RN-486	10uM	up
HOG002_A549_6H_B14_BRD-K76674262_10uM up	661daf41-22bb-4a3a-896d-9306676491c0	250	2.708916933250155e-26	3.787528645993147e-21	26.446	21	HOG002	A549	6H	B14	BRD-K76674262	10uM	up
PAC069_U2OS_6H_L01_thioridazine_20uM up	279f101a-8caa-4207-9285-0fe0b3833566	250	2.708916933250155e-26	3.787528645993147e-21	26.446	21	PAC069	U2OS	6H	L01	thioridazine	20uM	up
CPC014_MCF7_6H_G19_QL-XII-47_10uM up	23fba579-9830-460f-baad-434513dbacee	250	2.708916933250155e-26	3.787528645993147e-21	26.446	21	CPC014	MCF7	6H	G19	QL-XII-47	10uM	up
PAC069_U2OS_6H_P19_BRD-K56477805_20uM up	9143f4ba-2c47-402a-88dd-ef578f00eb2e	250	2.708916933250155e-26	3.787528645993147e-21	26.446	21	PAC069	U2OS	6H	P19	BRD-K56477805	20uM	up
FIBR010_MCLF123SZ_6H_N15_narciclasine_0.37uM up	04b5e59c-bf6a-4320-bdda-597aa35b156d	250	2.708916933250155e-26	3.787528645993147e-21	26.446	21	FIBR010	MCLF123SZ	6H	N15	narciclasine	0.37uM	up
