term	id	nGeneIds	pvalue	adjPvalue	oddsRatio	nOverlap	batch	timepoint	cellLine	batch2	perturbation	concentration	direction
REP.A004_YAPC_24H_L07_saracatinib_10uM up	2fb12ac1-a1d8-44ec-87ad-aed8701321d9	250	1.692626795765247e-28	2.83989770106891e-22	6.910975609756098	50	REP.A004	YAPC	24H	L07	saracatinib	10uM	up
REP.B020_HT29_24H_F13_linsitinib_2.22uM up	3791a042-fc66-48aa-8c4f-ef1dfc5ae5a6	250	1.5888216454638637e-26	4.4428881681124964e-21	6.634536585365853	48	REP.B020	HT29	24H	F13	linsitinib	2.22uM	up
CPD003_MCF7_24H_O06_toremifene_10uM up	8d610637-e5a0-4b7b-bfdc-b84072a92b08	250	1.5888216454638637e-26	4.4428881681124964e-21	6.634536585365853	48	CPD003	MCF7	24H	O06	toremifene	10uM	up
REP.A017_YAPC_24H_I09_Ro-4987655_1.11uM up	fb3df661-8be3-4d20-9897-37600298df35	250	1.5888216454638637e-26	4.4428881681124964e-21	6.634536585365853	48	REP.A017	YAPC	24H	I09	Ro-4987655	1.11uM	up
REP.A019_YAPC_24H_M20_PD-0325901_3.33uM up	119de540-abd4-4ced-8caa-c9b3a8b2fbd6	250	1.5888216454638637e-26	4.4428881681124964e-21	6.634536585365853	48	REP.A019	YAPC	24H	M20	PD-0325901	3.33uM	up
ASG003_XC.P033_24H_N20_PD-0325901_1.11uM up	c9dfd7e1-7018-4ec4-958a-b1225e33b3d6	250	1.5888216454638637e-26	4.4428881681124964e-21	6.634536585365853	48	ASG003	XC.P033	24H	N20	PD-0325901	1.11uM	up
REP.A014_YAPC_24H_M02_AZD-8330_3.33uM up	471f6b27-3f77-4aa1-bf59-ace44acef73f	250	1.4731386830393348e-25	1.901261113920624e-20	6.496317073170731	47	REP.A014	YAPC	24H	M02	AZD-8330	3.33uM	up
PBIOA022_HCC515_24H_P20_erlotinib_3.33uM up	28b28a19-e0f2-4be5-ab5e-18745a775127	250	1.4731386830393348e-25	1.901261113920624e-20	6.496317073170731	47	PBIOA022	HCC515	24H	P20	erlotinib	3.33uM	up
ASG003_XC.P932_24H_O23_ceritinib_1.11uM up	21f2899d-4f8b-45cf-9b3d-0c9c104f5a74	250	1.4731386830393348e-25	1.901261113920624e-20	6.496317073170731	47	ASG003	XC.P932	24H	O23	ceritinib	1.11uM	up
REP.A025_YAPC_24H_K19_vandetanib_10uM up	45ce6b5b-fdb8-4d99-92cf-aaa7c34bd69d	250	1.4731386830393348e-25	1.901261113920624e-20	6.496317073170731	47	REP.A025	YAPC	24H	K19	vandetanib	10uM	up
