gene_name	gene_id	log2FoldChange	pvalue	padj
RP11-482H16.1	ENSG00000271894	3.91807	9.920148e-31	2.899659e-28
GAREM	ENSG00000141441	1.44379	1.227353e-30	3.528742e-28
DUSP10	ENSG00000143507	1.00627	3.092908e-30	8.748939e-28
IKZF2	ENSG00000030419	1.926654	4.323834e-30	1.184866e-27
TSC22D3	ENSG00000157514	1.475427	1.045304e-29	2.736199e-27
TNFSF10	ENSG00000121858	1.558546	2.248975e-29	5.716308e-27
MAOA	ENSG00000189221	1.305819	9.363375e-29	2.345927e-26
ZBTB16	ENSG00000109906	1.46228	1.420507e-28	3.412721e-26
TESK2	ENSG00000070759	1.161978	1.594926e-28	3.779974e-26
FRAT1	ENSG00000165879	1.094349	8.053394e-27	1.883206e-24
RPS6KA5	ENSG00000100784	1.011533	1.03723e-26	2.362459e-24
SULT1B1	ENSG00000173597	1.360242	1.273371e-26	2.863127e-24
SLITRK6	ENSG00000184564	1.383755	1.660081e-26	3.639314e-24
RGCC	ENSG00000102760	2.022188	1.956099e-26	4.235316e-24
BCL6	ENSG00000113916	1.567089	2.91562e-26	6.235872e-24
AMTN	ENSG00000187689	2.553013	4.08649e-26	8.634803e-24
OSER1-AS1	ENSG00000223891	1.226235	4.337649e-26	9.056392e-24
FAM214A	ENSG00000047346	1.1138	1.279608e-25	2.609509e-23
PCMTD1	ENSG00000168300	1.026924	3.580473e-25	7.13572e-23
SLC7A8	ENSG00000092068	1.488734	9.206547e-25	1.814207e-22
SLC29A3	ENSG00000198246	1.088596	1.469718e-24	2.80173e-22
AMPD3	ENSG00000133805	1.065073	2.095747e-24	3.910128e-22
FAM13A	ENSG00000138640	1.005345	2.40725e-24	4.444036e-22
BTG1	ENSG00000133639	1.064558	3.33739e-24	6.083198e-22
KLF9	ENSG00000119138	1.381617	3.951214e-24	7.071061e-22
SCNN1G	ENSG00000166828	1.166995	5.5657e-24	9.859722e-22
PLSCR4	ENSG00000114698	1.187921	9.037359e-24	1.584972e-21
RP11-63E9.1	ENSG00000259828	1.711798	2.167826e-22	3.553209e-20
SEPP1	ENSG00000250722	1.980062	4.065875e-22	6.541956e-20
GAS1	ENSG00000180447	1.593436	5.097934e-22	8.127961e-20
SEMA6C	ENSG00000143434	1.181905	6.906519e-22	1.09123e-19
CBX7	ENSG00000100307	1.207109	8.301135e-22	1.299869e-19
SEMA3C	ENSG00000075223	1.042478	1.105559e-21	1.700815e-19
FAXDC2	ENSG00000170271	1.430014	1.941804e-21	2.886047e-19
MYOM1	ENSG00000101605	2.655256	2.338886e-21	3.418282e-19
SATB1	ENSG00000182568	1.082205	7.565956e-21	1.078795e-18
NEDD9	ENSG00000111859	1.351341	1.017947e-20	1.42822e-18
TP63	ENSG00000073282	1.008247	5.471149e-20	7.381e-18
HAS2-AS1	ENSG00000248690	2.225182	5.961713e-20	7.981414e-18
YPEL2	ENSG00000175155	1.215726	9.007882e-20	1.178957e-17
ITGB8	ENSG00000105855	1.298227	9.807632e-20	1.27412e-17
MYBPC1	ENSG00000196091	5.7498	1.355717e-19	1.735516e-17
OTUD1	ENSG00000165312	1.068098	1.413376e-19	1.796217e-17
REPS2	ENSG00000169891	1.413578	1.738154e-19	2.161968e-17
S1PR3	ENSG00000213694	1.026284	2.59568e-19	3.205847e-17
FBXL20	ENSG00000108306	1.194956	2.390413e-18	2.832639e-16
SMIM3	ENSG00000256235	2.744757	2.662252e-18	3.133596e-16
THSD7A	ENSG00000005108	4.35857	4.560772e-18	5.29714e-16
PTGFR	ENSG00000122420	1.431747	9.478131e-18	1.065561e-15
SLC2A12	ENSG00000146411	1.848761	1.478901e-17	1.628198e-15
UBALD2	ENSG00000185262	1.070179	1.485412e-17	1.628198e-15
CBLB	ENSG00000114423	1.213778	2.338676e-17	2.531833e-15
RNF144A	ENSG00000151692	1.01898	2.913283e-17	3.077901e-15
INSR	ENSG00000171105	1.163503	5.839775e-17	5.954534e-15
CXCR4	ENSG00000121966	2.182378	7.510063e-17	7.569626e-15
PLCXD3	ENSG00000182836	1.26161	1.072391e-16	1.062576e-14
ARID5B	ENSG00000150347	1.02724	1.079165e-16	1.063281e-14
VAV3	ENSG00000134215	1.17092	1.380365e-16	1.344936e-14
C10orf10	ENSG00000165507	1.661665	1.737675e-16	1.681046e-14
NAV2	ENSG00000166833	1.240305	4.693574e-16	4.265073e-14
BOC	ENSG00000144857	1.103288	6.036529e-16	5.429161e-14
SLC38A4	ENSG00000139209	3.743475	6.825919e-16	6.046109e-14
NPAS1	ENSG00000130751	1.365419	7.357611e-16	6.451889e-14
PDE7B	ENSG00000171408	1.479791	1.064708e-15	9.153355e-14
CHRM3	ENSG00000133019	1.466907	1.284009e-15	1.098486e-13
SDAD1P1	ENSG00000228451	1.281687	1.795305e-15	1.499336e-13
SYT14	ENSG00000143469	2.430746	1.95721e-15	1.626803e-13
C17orf103	ENSG00000154035	1.317732	2.191311e-15	1.795851e-13
SEMA6A	ENSG00000092421	1.257939	4.466324e-15	3.57673e-13
ZCCHC6	ENSG00000083223	1.011745	1.925412e-14	1.412882e-12
RHEBL1	ENSG00000167550	1.192001	2.085265e-14	1.517485e-12
CALCOCO1	ENSG00000012822	1.288467	2.526834e-14	1.816214e-12
GATS	ENSG00000239521	1.223836	8.264649e-14	5.553464e-12
PTCH1	ENSG00000185920	1.339153	8.719036e-14	5.83643e-12
RP11-396K3.1	ENSG00000233369	1.601529	9.539856e-14	6.361597e-12
MAML3	ENSG00000196782	1.150523	3.565602e-13	2.181602e-11
H1FX-AS1	ENSG00000206417	1.634115	3.621391e-13	2.205276e-11
HSD17B2	ENSG00000086696	1.373671	2.022644e-12	1.129718e-10
C1orf132	ENSG00000203709	1.196102	4.927317e-12	2.634612e-10
IL1RL1	ENSG00000115602	1.418803	9.006705e-12	4.659575e-10
KIAA1107	ENSG00000069712	1.077871	1.516205e-11	7.707594e-10
ARL14	ENSG00000179674	1.149917	2.110345e-11	1.060494e-09
TP53AIP1	ENSG00000120471	1.019935	2.389073e-11	1.19372e-09
ZNF608	ENSG00000168916	1.54467	2.977595e-11	1.462775e-09
ZPLD1	ENSG00000170044	2.54075	5.714071e-11	2.693908e-09
PLCL1	ENSG00000115896	2.089096	8.613265e-11	3.954436e-09
ELMOD1	ENSG00000110675	1.166804	2.281896e-10	9.597096e-09
RERG	ENSG00000134533	1.574612	3.161026e-10	1.304425e-08
TMPRSS11E	ENSG00000087128	1.046857	3.736264e-10	1.510941e-08
STON1	ENSG00000243244	1.025966	4.087912e-10	1.633116e-08
DQX1	ENSG00000144045	1.145151	4.808672e-10	1.903713e-08
FOXQ1	ENSG00000164379	1.78497	5.154711e-10	2.031536e-08
NONOP2	ENSG00000237522	1.20488	8.467945e-10	3.193781e-08
CECR2	ENSG00000099954	2.930432	1.020164e-09	3.782589e-08
DGKI	ENSG00000157680	1.003514	1.125153e-09	4.136885e-08
GATSL2	ENSG00000198750	1.511473	2.283749e-09	7.962704e-08
AC104695.3	ENSG00000229951	1.653477	3.584973e-09	1.218474e-07
RP1-140K8.5	ENSG00000260604	1.038708	3.835584e-09	1.298619e-07
KDR	ENSG00000128052	1.098512	6.139057e-09	1.990144e-07
SPON1	ENSG00000152268	1.029069	6.229177e-09	2.015633e-07
N4BP2L1	ENSG00000139597	1.042451	7.384818e-09	2.359106e-07
SEMA6D	ENSG00000137872	1.043771	7.502398e-09	2.387968e-07
B3GALT5	ENSG00000183778	2.840755	8.917947e-09	2.782971e-07
RP11-323N12.5	ENSG00000267601	1.886025	1.036392e-08	3.166593e-07
MMP13	ENSG00000137745	1.494984	1.161484e-08	3.518153e-07
STAG3	ENSG00000066923	1.455857	1.219723e-08	3.669211e-07
CTD-2184D3.5	ENSG00000259712	1.978254	1.817961e-08	5.261287e-07
LRRC37A3	ENSG00000176809	1.008467	2.750132e-08	7.668014e-07
SLC12A6	ENSG00000140199	1.076508	3.115224e-08	8.536688e-07
RASGEF1B	ENSG00000138670	1.134222	3.317553e-08	9.048715e-07
AL163636.6	ENSG00000259171	1.524398	3.377679e-08	9.184144e-07
ABCA1	ENSG00000165029	1.592741	4.164836e-08	1.113459e-06
RP11-91K9.1	ENSG00000231574	1.088228	5.51421e-08	1.43484e-06
B3GNT8	ENSG00000177191	1.234157	6.83641e-08	1.740171e-06
YPEL4	ENSG00000166793	1.470211	6.836456e-08	1.740171e-06
CPAMD8	ENSG00000160111	1.276518	8.597268e-08	2.157066e-06
ADH1B	ENSG00000196616	2.682105	8.626464e-08	2.158216e-06
ARL14EPL	ENSG00000268223	1.535714	1.296912e-07	3.115786e-06
ADAMTS5	ENSG00000154736	2.855378	1.59159e-07	3.751789e-06
KCTD16	ENSG00000183775	1.083138	3.214784e-07	7.021281e-06
C9orf47	ENSG00000186354	1.310615	3.29355e-07	7.175439e-06
CLCA4	ENSG00000016602	2.223246	5.048337e-07	1.051517e-05
COL28A1	ENSG00000215018	1.221951	6.949684e-07	1.390243e-05
RAB40A	ENSG00000172476	1.020318	1.100143e-06	2.104068e-05
RP11-15B17.2	ENSG00000250403	1.448226	1.24706e-06	2.356783e-05
CD86	ENSG00000114013	1.253323	1.458855e-06	2.696038e-05
APOD	ENSG00000189058	1.111093	1.491599e-06	2.750754e-05
CTA-293F17.1	ENSG00000271133	1.004959	2.156288e-06	3.816043e-05
AVIL	ENSG00000135407	1.189422	4.383715e-06	7.112081e-05
KLRC2	ENSG00000205809	1.647666	6.393027e-06	9.930993e-05
LINC00933	ENSG00000259728	1.020472	1.023003e-05	0.000149139
CLDN16	ENSG00000113946	1.973739	1.070059e-05	0.0001545856
RP11-102N12.3	ENSG00000273472	1.085612	1.076248e-05	0.0001553517
ACKR2	ENSG00000144648	1.048304	1.141904e-05	0.000164019
PELI2	ENSG00000139946	1.618781	1.462272e-05	0.0002043452
RP3-460G2.2	ENSG00000234147	1.230985	1.65467e-05	0.0002267156
NFATC4	ENSG00000100968	1.08778	5.531108e-05	0.0006352624
PSMD10P2	ENSG00000226652	1.067124	6.093735e-05	0.0006908334
AC004706.1	ENSG00000256806	1.066732	9.908892e-05	0.001053864
SLC1A2	ENSG00000110436	1.211004	0.0001225451	0.001267962
AC091171.1	ENSG00000256586	-1.110712	7.356683e-05	0.0008135025
CYP4F12	ENSG00000186204	-1.03679	1.883416e-05	0.0002535023
SYS1-DBNDD2	ENSG00000254806	-1.339801	1.394257e-05	0.0001957764
CTD-2636A23.2	ENSG00000261604	-1.102106	1.006922e-05	0.0001474067
SNORD3A	ENSG00000263934	-1.096192	5.414918e-06	8.563285e-05
KCNQ1	ENSG00000053918	-1.560423	2.702046e-07	6.05217e-06
DUSP2	ENSG00000158050	-1.13491	8.192269e-08	2.070259e-06
PDE4B	ENSG00000184588	-1.346833	9.909284e-09	3.067046e-07
RHOV	ENSG00000104140	-1.024192	1.188707e-10	5.304718e-09
PHLDA2	ENSG00000181649	-1.209573	5.284613e-11	2.506844e-09
IL21R	ENSG00000103522	-1.899246	3.694683e-11	1.79494e-09
IFITM10	ENSG00000244242	-1.280474	1.504429e-11	7.669966e-10
EDN2	ENSG00000127129	-1.536492	9.099356e-13	5.319484e-11
PLD6	ENSG00000179598	-1.001191	3.324386e-14	2.360449e-12
HSPA6	ENSG00000173110	-1.151369	4.754313e-16	4.297997e-14
OSGIN1	ENSG00000140961	-1.1251	2.677755e-16	2.538512e-14
KRT16	ENSG00000186832	-1.371941	8.548484e-27	1.972675e-24
HMGCS1	ENSG00000112972	-1.318693	2.299631e-48	1.493738e-45
HSPA1A	ENSG00000204389	-1.264687	1.610892e-67	2.354318e-64
