gene_name	gene_id	log2FoldChange	pvalue	padj
HIST1H2BJ	ENSG00000124635	-1.518097	2.081695e-19	5.950383e-17
GDF15	ENSG00000130513	-1.167849	1.58737e-19	4.628135e-17
TSEN15	ENSG00000198860	-1.032432	9.296852e-20	2.765908e-17
IARS	ENSG00000196305	-1.104114	2.454988e-20	7.456005e-18
PSPH	ENSG00000146733	-1.376185	4.26961e-21	1.353095e-18
SLITRK6	ENSG00000184564	-1.971698	2.623127e-21	8.497766e-19
CEBPB	ENSG00000172216	-1.339198	1.804153e-21	5.977488e-19
WARS	ENSG00000140105	-1.023912	8.357028e-24	2.971433e-21
SARS	ENSG00000031698	-1.020303	3.157456e-24	1.180241e-21
XPOT	ENSG00000184575	-1.284212	2.860524e-24	1.097387e-21
SLC7A1	ENSG00000139514	-1.477693	4.345966e-25	1.759875e-22
TARS	ENSG00000113407	-1.302153	1.992492e-26	8.543101e-24
GARS	ENSG00000106105	-1.33318	3.057525e-27	1.392894e-24
PYCR1	ENSG00000183010	-1.096426	1.431489e-27	6.731691e-25
CARS	ENSG00000110619	-1.208441	1.035623e-27	5.032437e-25
EIF4EBP1	ENSG00000187840	-1.332158	7.575151e-30	3.943948e-27
SLC6A9	ENSG00000196517	-1.610664	2.329514e-31	1.257765e-28
IFRD1	ENSG00000006652	-1.322833	1.213766e-32	6.805494e-30
ADM2	ENSG00000128165	-2.490327	6.417059e-33	3.741915e-30
DDIT3	ENSG00000175197	-1.752112	2.852552e-33	1.732688e-30
SLC1A4	ENSG00000115902	-1.704663	2.19469e-33	1.391051e-30
TRIB3	ENSG00000101255	-1.198369	4.085819e-34	2.836337e-31
VEGFA	ENSG00000112715	-1.560426	1.756207e-34	1.280099e-31
SHMT2	ENSG00000182199	-1.193633	3.083338e-35	2.365732e-32
SESN2	ENSG00000130766	-1.584279	2.161993e-35	1.750974e-32
CEBPG	ENSG00000153879	-1.535162	5.172541e-36	4.435606e-33
AARS	ENSG00000090861	-1.219601	4.544893e-36	4.140966e-33
MARS	ENSG00000166986	-1.488161	4.373811e-37	4.250761e-34
MTHFD2	ENSG00000065911	-1.290474	8.2915e-40	8.633821e-37
MTHFD1L	ENSG00000120254	-1.662312	4.799926e-40	5.382563e-37
GPT2	ENSG00000166123	-1.516536	1.535648e-44	2.035153e-41
SLC3A2	ENSG00000168003	-1.417616	1.017333e-44	1.483068e-41
YARS	ENSG00000134684	-1.615369	6.91676e-53	1.260407e-49
CBS	ENSG00000160200	-1.503836	5.499271e-53	1.145262e-49
CHAC1	ENSG00000128965	-3.144109	4.786096e-55	1.162862e-51
ASS1	ENSG00000130707	-2.068182	3.474786e-65	1.013108e-61
PCK2	ENSG00000100889	-1.650323	1.431677e-67	5.217746e-64
ASNS	ENSG00000070669	-2.486899	2.724133e-68	1.323747e-64
PHGDH	ENSG00000092621	-1.760033	8.560122e-76	6.239473e-72
SLC7A5	ENSG00000103257	-2.662086	3.824875e-78	5.575902e-74
