gene_name	gene_id	log2FoldChange	pvalue	padj
CALCOCO1	ENSG00000012822	1.525675	1.242642e-97	4.20256e-95
YPEL3	ENSG00000090238	1.318169	3.48594e-97	1.129808e-94
MYO15B	ENSG00000266714	1.331523	2.911808e-96	9.244693e-94
GTF2IP1	ENSG00000232561	1.153763	7.624492e-84	1.719047e-81
ABTB1	ENSG00000114626	1.674118	4.810222e-77	9.354077e-75
KLK11	ENSG00000167757	1.093781	1.380092e-71	2.439783e-69
HBP1	ENSG00000105856	1.135572	1.595621e-68	2.640752e-66
BTG2	ENSG00000159388	1.213773	6.467846e-68	1.048128e-65
KLHL24	ENSG00000114796	1.640933	3.480334e-63	4.922141e-61
FAXDC2	ENSG00000170271	1.58839	3.111394e-50	3.248588e-48
DYRK1B	ENSG00000105204	1.024963	2.879755e-48	2.800021e-46
CTSF	ENSG00000174080	1.400662	1.467181e-47	1.408947e-45
YPEL2	ENSG00000175155	1.10139	1.05214e-46	9.685288e-45
PIK3IP1	ENSG00000100100	1.786466	1.516966e-41	1.14883e-39
RP11-396K3.1	ENSG00000233369	1.388193	1.102101e-40	7.937678e-39
PGM5	ENSG00000154330	1.36814	1.414828e-39	9.782434e-38
C17orf103	ENSG00000154035	1.444233	5.35944e-39	3.563112e-37
HDAC5	ENSG00000108840	1.095527	8.259356e-39	5.353783e-37
PNPLA7	ENSG00000130653	1.240543	4.409098e-38	2.799687e-36
NDRG1	ENSG00000104419	1.507337	1.867216e-37	1.161931e-35
FAM21A	ENSG00000099290	1.129936	1.235573e-36	7.450317e-35
SEMA6C	ENSG00000143434	2.100024	1.186458e-34	6.736398e-33
FAM21C	ENSG00000172661	1.156449	6.110153e-33	3.323624e-31
SNX33	ENSG00000173548	1.00372	1.482226e-31	7.660794e-30
THBS3	ENSG00000169231	1.098187	1.045019e-28	4.795681e-27
MARCH8	ENSG00000165406	1.194466	3.012266e-28	1.354388e-26
MXI1	ENSG00000119950	1.087646	5.421017e-28	2.395874e-26
CREBRF	ENSG00000164463	1.228909	1.883438e-25	7.270633e-24
BMF	ENSG00000104081	1.366188	7.029297e-25	2.609899e-23
ORAI3	ENSG00000175938	1.066197	3.197164e-23	1.078921e-21
RTN2	ENSG00000125744	1.509848	5.257577e-23	1.747695e-21
KCNJ8	ENSG00000121361	1.501751	8.061552e-22	2.513298e-20
AKR1C3	ENSG00000196139	1.184459	3.519258e-21	1.048833e-19
FAM117B	ENSG00000138439	1.024676	5.58957e-21	1.643799e-19
ZNF581	ENSG00000171425	1.066002	3.487612e-20	9.811353e-19
FAM117A	ENSG00000121104	1.143984	3.985936e-20	1.117283e-18
C1orf85	ENSG00000198715	1.036125	1.873476e-19	5.025115e-18
MUC20	ENSG00000176945	1.035556	2.683012e-19	7.134976e-18
FOXO4	ENSG00000184481	2.103327	1.203076e-18	3.073276e-17
TCP11L2	ENSG00000166046	1.370785	2.691163e-16	5.963879e-15
FBXO32	ENSG00000156804	1.317574	2.866442e-16	6.325282e-15
FAM21B	ENSG00000152726	1.026404	6.509326e-15	1.294956e-13
RIN2	ENSG00000132669	1.196762	7.50179e-15	1.484801e-13
IL1R1	ENSG00000115594	1.325868	1.258583e-14	2.456685e-13
AOX1	ENSG00000138356	1.171665	1.055771e-12	1.707341e-11
TPM2	ENSG00000198467	1.327143	1.624165e-12	2.565191e-11
GATS	ENSG00000160844	1.424706	2.965259e-12	4.580986e-11
TNFSF10	ENSG00000121858	1.534674	3.436254e-12	5.261594e-11
FGD3	ENSG00000127084	1.111082	6.683317e-10	7.882665e-09
N4BP2L1	ENSG00000139597	1.626333	1.454641e-09	1.648205e-08
STON1	ENSG00000243244	1.34709	3.745766e-09	4.013284e-08
GRHL3	ENSG00000158055	1.326923	6.499297e-09	6.790434e-08
PSCA	ENSG00000167653	2.205777	1.330738e-08	1.334771e-07
SPOCD1	ENSG00000134668	1.293734	1.686908e-08	1.663069e-07
NYNRIN	ENSG00000205978	1.255982	2.168268e-08	2.104289e-07
GABARAPL1	ENSG00000139112	1.082014	3.101895e-08	2.967721e-07
LRRC48	ENSG00000171962	1.073065	3.57857e-08	3.388424e-07
SLC25A45	ENSG00000162241	1.041537	4.795033e-08	4.450855e-07
KIAA1009	ENSG00000135315	1.050193	1.117578e-07	9.806072e-07
TPT1-AS1	ENSG00000170919	1.127059	1.401904e-07	1.213657e-06
KLK10	ENSG00000129451	1.207657	1.656787e-07	1.416189e-06
WNT2B	ENSG00000134245	1.063329	1.695039e-07	1.445709e-06
TMEM178A	ENSG00000152154	2.033762	1.890464e-07	1.600106e-06
DUSP2	ENSG00000158050	1.259007	2.531704e-07	2.086108e-06
TGFB2	ENSG00000092969	1.014204	5.319846e-07	4.131844e-06
FAM21D	ENSG00000174196	1.050822	9.406942e-07	6.996175e-06
HSD17B11	ENSG00000198189	1.14453	9.840087e-07	7.28963e-06
TNXB	ENSG00000168477	1.00122	1.056512e-06	7.763889e-06
H1FX-AS1	ENSG00000206417	1.29676	1.7366e-06	1.233683e-05
CYP26A1	ENSG00000095596	1.128962	2.429762e-06	1.679245e-05
SEPP1	ENSG00000250722	1.465747	2.652969e-06	1.823784e-05
HSPA6	ENSG00000173110	1.911254	2.753813e-06	1.887272e-05
ACVR2B-AS1	ENSG00000229589	1.139622	2.835847e-06	1.937518e-05
RP11-104H15.10	ENSG00000272884	1.08681	4.723061e-06	3.096361e-05
ATG9B	ENSG00000181652	1.13507	1.134912e-05	6.973075e-05
AVIL	ENSG00000135407	1.01296	1.211599e-05	7.397508e-05
NXPH3	ENSG00000182575	1.014088	1.571876e-05	9.434288e-05
INHBA	ENSG00000122641	1.128017	1.603096e-05	9.606843e-05
NEURL2	ENSG00000124257	1.139657	1.960229e-05	0.0001149464
C10orf10	ENSG00000165507	1.666435	2.853256e-05	0.0001618232
FGF11	ENSG00000161958	1.200214	4.023041e-05	0.0002217805
TSHZ3	ENSG00000121297	1.032029	4.548324e-05	0.000248711
RP11-203J24.9	ENSG00000257524	1.435436	4.563275e-05	0.0002494409
RP11-927P21.5	ENSG00000263647	1.036738	0.0001153635	0.0005752277
FOXN1	ENSG00000109101	1.192165	0.0001436831	0.0007026965
WNK4	ENSG00000126562	1.137325	0.0001740759	0.000837902
CTB-167G5.5	ENSG00000268864	1.010237	0.0002032938	0.000966873
ACSM3	ENSG00000005187	1.071908	0.0002692215	0.001242813
DMBX1	ENSG00000197587	-1.019661	0.0002518186	0.001171536
RP11-480I12.9	ENSG00000243113	-1.050705	0.000202087	0.0009614273
ETV5	ENSG00000244405	-1.035395	0.0001933419	0.0009240613
CCDC88A	ENSG00000115355	-1.155906	0.0001096864	0.0005504489
AC004158.2	ENSG00000261008	-1.026461	0.000102002	0.0005152094
FABP5	ENSG00000164687	-1.019792	7.529429e-05	0.0003920192
DEPDC4	ENSG00000166153	-1.235558	6.446797e-05	0.0003421795
ITGA2B	ENSG00000005961	-1.165242	4.790103e-05	0.0002611059
DMRT2	ENSG00000173253	-1.15677	3.552427e-05	0.0001976578
DPF1	ENSG00000011332	-1.084079	1.343626e-05	8.139735e-05
DPY19L2P2	ENSG00000170629	-1.135737	4.159517e-06	2.754773e-05
NUP62CL	ENSG00000198088	-1.356864	2.94105e-06	2.000608e-05
LINC00669	ENSG00000267374	-1.615164	2.8429e-06	1.940632e-05
RIBC2	ENSG00000128408	-1.181882	2.771692e-06	1.897853e-05
RP11-459E5.1	ENSG00000253125	-1.111825	2.009913e-06	1.409748e-05
SYNE3	ENSG00000176438	-1.420426	1.481946e-06	1.062916e-05
KREMEN2	ENSG00000131650	-1.330541	1.18077e-06	8.599829e-06
RP11-196G11.1	ENSG00000255439	-2.994364	1.165989e-06	8.500139e-06
LINC00925	ENSG00000255571	-1.448489	9.126548e-07	6.809674e-06
RP11-386G11.10	ENSG00000258017	-1.808633	6.65466e-07	5.07483e-06
FYN	ENSG00000010810	-1.135991	4.13934e-07	3.273803e-06
C5orf34	ENSG00000172244	-1.165113	4.177166e-08	3.912352e-07
DPYSL5	ENSG00000157851	-1.668109	2.061998e-08	2.009932e-07
CDCA7	ENSG00000144354	-1.074049	1.183035e-08	1.19432e-07
ASNSP1	ENSG00000248498	-2.981841	4.922564e-09	5.223761e-08
CEP128	ENSG00000100629	-1.167837	2.545997e-09	2.783421e-08
SASS6	ENSG00000156876	-1.057737	2.110049e-09	2.338036e-08
MAP1B	ENSG00000131711	-1.272353	1.09691e-09	1.258453e-08
MNS1	ENSG00000138587	-1.613119	4.89357e-10	5.860606e-09
OIP5	ENSG00000104147	-1.061203	4.592128e-10	5.516581e-09
MTFR2	ENSG00000146410	-1.1544	4.329228e-10	5.212833e-09
NRGN	ENSG00000154146	-1.071742	6.986221e-11	9.281353e-10
HIST1H2BJ	ENSG00000124635	-1.184905	6.576796e-11	8.759864e-10
AUNIP	ENSG00000127423	-1.150741	5.737438e-11	7.701236e-10
MKX	ENSG00000150051	-1.154534	3.739701e-11	5.098908e-10
FAM57B	ENSG00000149926	-1.441349	2.820121e-11	3.906734e-10
KIF24	ENSG00000186638	-1.294413	2.206831e-11	3.090159e-10
BCAT1	ENSG00000060982	-3.59651	1.98198e-11	2.787853e-10
ZBTB45P1	ENSG00000225108	-7.824267	1.879567e-11	2.653396e-10
LINC00888	ENSG00000240024	-1.153706	1.511149e-11	2.156784e-10
BEST1	ENSG00000167995	-1.414513	1.166606e-11	1.694574e-10
FAM72A	ENSG00000196550	-1.138874	5.349956e-12	8.025966e-11
RTKN2	ENSG00000182010	-1.409518	4.2146e-12	6.40924e-11
ORC1	ENSG00000085840	-1.252209	1.999408e-12	3.129254e-11
ATAD5	ENSG00000176208	-1.33189	1.636147e-12	2.581494e-11
PTPRG-AS1	ENSG00000241472	-1.246233	6.946987e-13	1.143643e-11
NEIL3	ENSG00000109674	-1.804196	2.255908e-13	3.899462e-12
CEP57L1	ENSG00000183137	-1.125857	1.740066e-13	3.038183e-12
POLE2	ENSG00000100479	-1.423794	1.64319e-13	2.885227e-12
CDC25A	ENSG00000164045	-1.081157	1.160607e-13	2.080134e-12
CHAC2	ENSG00000143942	-1.499878	5.899201e-14	1.083517e-12
BTG3	ENSG00000154640	-1.49199	2.138805e-14	4.087641e-13
HOXB9	ENSG00000170689	-1.549131	1.485483e-14	2.874335e-13
CHRNA5	ENSG00000169684	-1.025512	1.387447e-15	2.874104e-14
C4orf21	ENSG00000138658	-1.315463	3.337918e-16	7.334462e-15
RP11-424C20.2	ENSG00000256663	-1.214381	2.863942e-16	6.325282e-15
NXPH4	ENSG00000182379	-1.427001	2.058527e-16	4.588039e-15
CENPL	ENSG00000120334	-1.008251	1.456244e-16	3.273813e-15
POLQ	ENSG00000051341	-1.15913	9.08779e-17	2.079099e-15
SLC4A10	ENSG00000144290	-1.098467	8.947217e-17	2.049954e-15
BRCA2	ENSG00000139618	-1.364409	4.838819e-17	1.130293e-15
EMC3-AS1	ENSG00000180385	-1.386485	3.468693e-17	8.176129e-16
GINS4	ENSG00000147536	-1.290381	3.027579e-17	7.158062e-16
RBL1	ENSG00000080839	-1.237736	2.477599e-17	5.948148e-16
CDKN2D	ENSG00000129355	-1.277476	1.078594e-17	2.625928e-16
MND1	ENSG00000121211	-1.703264	9.299001e-18	2.281775e-16
